customer_id,customer_age,customer_gender,product_id,product_item ,product_category,purchase_id,_purchase_id,purchase_amount,customer_location,product_size,product_colour,product_season,product_rating,customer_subscription,purchase_shipping type,purchase_discount,purchase_promocode,customer_purchase count,purchase_payment type,customer_purchase frequency,purchase_date
956,55,Male,956,Dress,Clothing,956,1346,75.00,Mississippi,L,Lavender,Summer,3.4,1,Free Shipping,Yes,Yes,4,PayPal,Monthly,2024-08-20
957,29,Male,957,Shirt,Clothing,957,1347,99.00,Mississippi,XL,Cyan,Spring,2.9,1,2-Day Shipping,Yes,Yes,42,Debit Card,Quarterly,2024-04-01
958,38,Male,958,Scarf,Accessories,958,1348,23.00,Indiana,XL,Violet,Spring,4.7,1,Store Pickup,Yes,Yes,11,Cash,Quarterly,2024-03-26
959,70,Male,959,Sneakers,Footwear,959,1349,53.00,Washington,XL,Beige,Winter,4.4,1,Free Shipping,Yes,Yes,31,Credit Card,Bi-Weekly,2024-01-20
960,36,Male,960,Skirt,Clothing,960,1351,99.00,Nevada,M,Cyan,Spring,2.6,1,Standard,Yes,Yes,12,Cash,Fortnightly,2024-04-05
961,18,Male,961,Jewelry,Accessories,961,1352,48.00,Louisiana,XL,Indigo,Spring,4.4,1,Standard,Yes,Yes,20,Venmo,Quarterly,2024-05-17
962,62,Male,962,Boots,Footwear,962,1353,72.00,Pennsylvania,L,Olive,Fall,3.7,1,Next Day Air,Yes,Yes,37,Debit Card,Quarterly,2024-09-14
963,29,Male,963,Sunglasses,Accessories,963,1354,64.00,Michigan,L,Green,Spring,4.4,1,Standard,Yes,Yes,26,Debit Card,Fortnightly,2024-03-05
964,21,Male,964,Boots,Footwear,964,1355,63.00,South Carolina,L,Green,Spring,2.5,1,2-Day Shipping,Yes,Yes,14,Credit Card,Weekly,2024-03-09
965,42,Male,965,Sandals,Footwear,965,1357,51.00,Arizona,M,Beige,Spring,2.6,1,Next Day Air,Yes,Yes,12,Venmo,Bi-Weekly,2024-04-06
966,43,Male,966,Boots,Footwear,966,1358,55.00,Delaware,L,Black,Spring,5,1,Store Pickup,Yes,Yes,10,Credit Card,Annually,2024-04-02
967,58,Male,967,Dress,Clothing,967,1359,55.00,Kentucky,M,Brown,Spring,4.9,1,Express,Yes,Yes,19,Cash,Annually,2024-05-20
968,27,Male,968,Hoodie,Clothing,968,1360,26.00,Georgia,S,Silver,Summer,3.7,1,Store Pickup,Yes,Yes,4,Cash,Weekly,2024-06-27
969,57,Male,969,Shorts,Clothing,969,1361,67.00,North Carolina,L,Gray,Summer,3.1,1,Next Day Air,Yes,Yes,48,Bank Transfer,Quarterly,2024-08-16
970,40,Male,970,Coat,Outerwear,970,1363,31.00,California,S,Pink,Fall,3.2,1,Express,Yes,Yes,37,PayPal,Monthly,2024-10-20
971,45,Male,971,Jeans,Clothing,971,1364,66.00,California,S,Maroon,Winter,4.4,1,Free Shipping,Yes,Yes,4,Cash,Monthly,2024-12-05
972,47,Male,972,Sunglasses,Accessories,972,1365,67.00,Indiana,M,Cyan,Summer,4.3,1,Next Day Air,Yes,Yes,15,Credit Card,Weekly,2024-08-15
973,61,Male,973,Sneakers,Footwear,973,1366,61.00,Colorado,L,Gold,Winter,3,1,Standard,Yes,Yes,33,Credit Card,Weekly,2024-02-15
974,60,Male,974,Jacket,Outerwear,974,1367,75.00,Colorado,M,Teal,Fall,3.5,1,2-Day Shipping,Yes,Yes,30,Bank Transfer,Quarterly,2024-09-19
975,69,Male,975,Skirt,Clothing,975,1369,90.00,North Carolina,M,Beige,Spring,3.6,1,2-Day Shipping,Yes,Yes,23,Bank Transfer,Monthly,2024-03-23
976,58,Male,976,Sweater,Clothing,976,1370,40.00,Washington,M,Olive,Summer,3.8,1,2-Day Shipping,Yes,Yes,2,Bank Transfer,Weekly,2024-07-02
977,34,Male,977,T-shirt,Clothing,977,1371,90.00,Florida,M,Gray,Fall,3.6,1,Express,Yes,Yes,50,Credit Card,Every 3 Months,2024-10-20
978,20,Male,978,Belt,Accessories,978,1372,20.00,Washington,M,Black,Spring,4.6,1,Express,Yes,Yes,34,Cash,Bi-Weekly,2024-03-03
979,56,Male,979,Gloves,Accessories,979,1373,40.00,Colorado,M,Turquoise,Summer,2.5,1,Standard,Yes,Yes,33,Credit Card,Weekly,2024-07-06
980,64,Male,980,Hat,Accessories,980,1375,33.00,New Hampshire,S,Brown,Fall,3.5,1,Store Pickup,Yes,Yes,34,Debit Card,Monthly,2024-09-05
981,56,Male,981,Boots,Footwear,981,1376,98.00,Maryland,S,Magenta,Spring,4,1,Free Shipping,Yes,Yes,39,PayPal,Every 3 Months,2024-05-08
982,27,Male,982,Belt,Accessories,982,1377,42.00,Maryland,M,Silver,Spring,3.5,1,Next Day Air,Yes,Yes,47,Credit Card,Quarterly,2024-05-08
983,35,Male,983,Coat,Outerwear,983,1378,62.00,Texas,S,Red,Summer,3.2,1,Standard,Yes,Yes,37,PayPal,Monthly,2024-06-24
984,24,Male,984,Hat,Accessories,984,1379,45.00,New Mexico,L,Indigo,Winter,3.5,1,Free Shipping,Yes,Yes,40,Venmo,Bi-Weekly,2024-02-12
985,26,Male,985,Shoes,Footwear,985,1381,78.00,Utah,M,Green,Summer,3.4,1,Free Shipping,Yes,Yes,8,Credit Card,Bi-Weekly,2024-06-25
986,32,Male,986,Handbag,Accessories,986,1382,80.00,West Virginia,M,Gray,Fall,5,1,Express,Yes,Yes,12,Bank Transfer,Annually,2024-09-28
987,54,Male,987,Scarf,Accessories,987,1383,96.00,Connecticut,S,Peach,Spring,4.5,1,Store Pickup,Yes,Yes,36,Bank Transfer,Monthly,2024-05-28
988,62,Male,988,Handbag,Accessories,988,1384,47.00,West Virginia,M,Charcoal,Summer,2.8,1,Express,Yes,Yes,48,PayPal,Weekly,2024-08-28
989,50,Male,989,Pants,Clothing,989,1385,84.00,Ohio,M,Orange,Winter,4.9,1,2-Day Shipping,Yes,Yes,47,PayPal,Fortnightly,2024-01-12
990,70,Male,990,Shoes,Footwear,990,1387,31.00,Texas,M,Beige,Spring,3.1,1,Store Pickup,Yes,Yes,2,Bank Transfer,Monthly,2024-03-11
991,48,Male,991,Sunglasses,Accessories,991,1388,63.00,Washington,S,Yellow,Spring,4.8,1,Store Pickup,Yes,Yes,24,Cash,Weekly,2024-03-25
992,20,Male,992,Shorts,Clothing,992,1389,97.00,Wisconsin,XL,White,Spring,2.7,1,Standard,Yes,Yes,40,Bank Transfer,Bi-Weekly,2024-03-03
993,46,Male,993,Jacket,Outerwear,993,1390,99.00,Louisiana,M,Gray,Winter,4.6,1,Express,Yes,Yes,50,Debit Card,Weekly,2024-01-26
994,51,Male,994,Sandals,Footwear,994,1391,90.00,Iowa,M,Peach,Winter,4.4,1,Store Pickup,Yes,Yes,25,Cash,Weekly,2024-12-28
995,53,Male,995,Shoes,Footwear,995,1393,68.00,New York,L,Violet,Fall,3.2,1,Express,Yes,Yes,20,Debit Card,Monthly,2024-11-13
996,44,Male,996,Jewelry,Accessories,996,1394,80.00,Idaho,M,Magenta,Spring,3,1,2-Day Shipping,Yes,Yes,10,Venmo,Weekly,2024-05-18
997,29,Male,997,Sandals,Footwear,997,1395,91.00,Delaware,L,Maroon,Summer,4.9,1,Standard,Yes,Yes,32,Bank Transfer,Quarterly,2024-07-23
998,64,Male,998,Pants,Clothing,998,1396,30.00,Kentucky,M,Cyan,Spring,3.6,1,Express,Yes,Yes,31,Cash,Fortnightly,2024-04-21
999,51,Male,999,Shoes,Footwear,999,1397,90.00,Connecticut,M,White,Spring,3.8,1,Next Day Air,Yes,Yes,48,Bank Transfer,Bi-Weekly,2024-03-01
1000,50,Male,1000,Socks,Clothing,1000,1399,28.00,New Mexico,L,Brown,Spring,2.9,1,Standard,Yes,Yes,23,Debit Card,Monthly,2024-04-08
1001,43,Male,1001,Socks,Clothing,1001,1400,46.00,Georgia,M,Red,Winter,3.9,1,Express,Yes,Yes,1,Bank Transfer,Bi-Weekly,2024-01-12
1002,61,Male,1002,Dress,Clothing,1002,1401,60.00,Washington,M,Orange,Fall,3.6,1,Standard,Yes,Yes,4,Debit Card,Fortnightly,2024-11-12
1003,55,Male,1003,Shoes,Footwear,1003,1402,59.00,North Dakota,M,White,Spring,3.5,1,Store Pickup,Yes,Yes,3,Bank Transfer,Bi-Weekly,2024-03-20
1004,56,Male,1004,Hat,Accessories,1004,1403,68.00,Ohio,M,Green,Fall,4,1,Store Pickup,Yes,Yes,3,Cash,Bi-Weekly,2024-11-06
1005,33,Male,1005,Backpack,Accessories,1005,1405,79.00,Tennessee,M,Black,Summer,4.8,1,2-Day Shipping,Yes,Yes,44,Cash,Annually,2024-06-20
1006,43,Male,1006,Backpack,Accessories,1006,1406,94.00,New York,M,Gold,Winter,3.9,1,Store Pickup,Yes,Yes,5,Debit Card,Bi-Weekly,2024-01-15
1007,21,Male,1007,Pants,Clothing,1007,1407,83.00,Michigan,S,Lavender,Summer,4.5,1,Next Day Air,Yes,Yes,50,Venmo,Quarterly,2024-07-23
1008,58,Male,1008,Gloves,Accessories,1008,1408,62.00,Georgia,XL,Turquoise,Spring,4.8,1,Standard,Yes,Yes,2,Credit Card,Annually,2024-03-25
1009,41,Male,1009,Scarf,Accessories,1009,1409,85.00,New Mexico,M,Pink,Spring,2.6,1,Store Pickup,Yes,Yes,29,PayPal,Annually,2024-04-04
1010,39,Male,1010,Hoodie,Clothing,1010,1411,30.00,Louisiana,M,Silver,Summer,3.1,1,Express,Yes,Yes,11,Venmo,Annually,2024-06-13
1011,54,Male,1011,Jeans,Clothing,1011,1412,24.00,South Dakota,XL,Gray,Spring,4.7,1,2-Day Shipping,Yes,Yes,37,Credit Card,Fortnightly,2024-04-25
1012,43,Male,1012,Backpack,Accessories,1012,1413,25.00,Montana,L,Indigo,Spring,2.9,1,Next Day Air,Yes,Yes,32,Debit Card,Fortnightly,2024-03-25
1013,28,Male,1013,Sandals,Footwear,1013,1414,37.00,New Mexico,L,Teal,Summer,3.8,1,Express,Yes,Yes,27,Credit Card,Annually,2024-06-06
1014,59,Male,1014,Belt,Accessories,1014,1415,69.00,South Carolina,XL,Green,Summer,3.8,1,2-Day Shipping,Yes,Yes,31,Venmo,Bi-Weekly,2024-08-23
1015,28,Male,1015,Shoes,Footwear,1015,1417,97.00,Ohio,M,Violet,Summer,3,1,Standard,Yes,Yes,36,Debit Card,Fortnightly,2024-08-28
1016,68,Male,1016,Gloves,Accessories,1016,1418,24.00,North Carolina,M,Cyan,Summer,4.1,1,Standard,Yes,Yes,34,Cash,Weekly,2024-06-26
1017,20,Male,1017,Belt,Accessories,1017,1419,30.00,Idaho,XL,Blue,Summer,3.4,1,Express,Yes,Yes,15,Bank Transfer,Every 3 Months,2024-08-06
1018,21,Male,1018,Jacket,Outerwear,1018,1420,53.00,Oklahoma,L,Orange,Fall,2.5,1,Express,Yes,Yes,14,Credit Card,Annually,2024-11-27
1019,50,Male,1019,Dress,Clothing,1019,1421,70.00,Georgia,XL,Charcoal,Spring,4.9,1,Next Day Air,Yes,Yes,46,Cash,Weekly,2024-05-14
1020,32,Male,1020,Shirt,Clothing,1020,1423,76.00,Kentucky,S,Beige,Winter,2.8,1,Standard,Yes,Yes,33,Venmo,Bi-Weekly,2024-01-03
1021,24,Male,1021,Scarf,Accessories,1021,1424,95.00,Delaware,M,Black,Fall,4.5,1,Express,Yes,Yes,41,Debit Card,Annually,2024-10-25
1022,55,Male,1022,Coat,Outerwear,1022,1425,51.00,Massachusetts,S,Lavender,Winter,4.9,1,2-Day Shipping,Yes,Yes,39,PayPal,Weekly,2024-01-15
1023,61,Male,1023,Handbag,Accessories,1023,1426,41.00,Nebraska,M,Lavender,Winter,4.9,1,Store Pickup,Yes,Yes,7,Cash,Annually,2024-02-21
1024,61,Male,1024,Sunglasses,Accessories,1024,1427,71.00,Maine,S,Turquoise,Winter,3.5,1,Free Shipping,Yes,Yes,29,Bank Transfer,Every 3 Months,2024-12-11
1025,28,Male,1025,T-shirt,Clothing,1025,1429,66.00,Pennsylvania,M,Purple,Summer,3.5,1,Free Shipping,Yes,Yes,18,Venmo,Quarterly,2024-07-27
1026,60,Male,1026,Shirt,Clothing,1026,1430,84.00,Nebraska,M,Olive,Winter,4.9,1,Free Shipping,Yes,Yes,15,Credit Card,Annually,2024-01-19
1027,49,Male,1027,Handbag,Accessories,1027,1431,95.00,Virginia,L,Turquoise,Winter,3,1,Express,Yes,Yes,39,PayPal,Bi-Weekly,2024-12-07
1028,33,Male,1028,Jewelry,Accessories,1028,1432,90.00,Ohio,L,Teal,Summer,2.8,1,Next Day Air,Yes,Yes,11,Cash,Monthly,2024-06-23
1029,45,Male,1029,Hoodie,Clothing,1029,1433,36.00,Nebraska,S,Lavender,Summer,3.7,1,Standard,Yes,Yes,4,Cash,Fortnightly,2024-08-13
1030,29,Male,1030,Gloves,Accessories,1030,1435,22.00,Ohio,M,Purple,Spring,3.6,1,2-Day Shipping,Yes,Yes,33,Venmo,Bi-Weekly,2024-04-27
1031,58,Male,1031,Coat,Outerwear,1031,1436,89.00,Kentucky,L,Blue,Winter,3.3,1,Next Day Air,Yes,Yes,37,Debit Card,Quarterly,2024-01-11
1032,22,Male,1032,Sandals,Footwear,1032,1437,50.00,Tennessee,M,Teal,Spring,3.4,1,Free Shipping,Yes,Yes,32,Cash,Quarterly,2024-03-07
1033,55,Male,1033,Boots,Footwear,1033,1438,36.00,Maine,M,Lavender,Fall,4,1,Free Shipping,Yes,Yes,44,Credit Card,Quarterly,2024-09-09
1034,19,Male,1034,Pants,Clothing,1034,1439,52.00,Montana,S,Silver,Spring,4.6,1,Free Shipping,Yes,Yes,41,Bank Transfer,Quarterly,2024-05-15
1035,68,Male,1035,Socks,Clothing,1035,1441,29.00,Maryland,M,Olive,Fall,4.2,1,Next Day Air,Yes,Yes,44,Bank Transfer,Weekly,2024-10-07
1036,61,Male,1036,Blouse,Clothing,1036,1442,89.00,Georgia,M,Brown,Fall,2.8,1,Express,Yes,Yes,32,Venmo,Annually,2024-10-04
1037,68,Male,1037,Handbag,Accessories,1037,1443,47.00,Hawaii,M,Yellow,Fall,3.7,1,2-Day Shipping,Yes,Yes,13,Bank Transfer,Monthly,2024-09-08
1038,52,Male,1038,Jewelry,Accessories,1038,1444,25.00,Rhode Island,XL,Brown,Spring,3.4,1,Standard,Yes,Yes,48,Debit Card,Quarterly,2024-05-11
1039,41,Male,1039,Pants,Clothing,1039,1445,74.00,Nebraska,XL,Cyan,Fall,3,1,Express,Yes,Yes,3,Bank Transfer,Weekly,2024-10-25
1040,29,Male,1040,Belt,Accessories,1040,1447,46.00,Michigan,M,Magenta,Fall,4.8,1,Standard,Yes,Yes,39,Venmo,Monthly,2024-09-12
1041,68,Male,1041,Jeans,Clothing,1041,1448,22.00,North Carolina,S,Magenta,Fall,4,1,Next Day Air,Yes,Yes,7,Cash,Fortnightly,2024-10-15
1042,36,Male,1042,Shirt,Clothing,1042,1449,25.00,Minnesota,M,Orange,Summer,4.9,1,Next Day Air,Yes,Yes,11,Cash,Fortnightly,2024-08-27
1043,55,Male,1043,Belt,Accessories,1043,1450,80.00,Maryland,M,Maroon,Spring,4.9,1,Next Day Air,Yes,Yes,47,Credit Card,Weekly,2024-03-03
1044,28,Male,1044,Jeans,Clothing,1044,1451,76.00,Hawaii,M,Green,Spring,3.3,1,2-Day Shipping,Yes,Yes,28,Debit Card,Fortnightly,2024-03-19
1045,39,Male,1045,Jeans,Clothing,1045,1453,30.00,Oregon,L,Teal,Summer,4.4,1,Next Day Air,Yes,Yes,17,Bank Transfer,Every 3 Months,2024-08-11
1046,54,Male,1046,Sweater,Clothing,1046,1454,79.00,New Mexico,L,Black,Fall,3.5,1,2-Day Shipping,Yes,Yes,11,PayPal,Bi-Weekly,2024-09-12
1047,40,Male,1047,Sneakers,Footwear,1047,1455,22.00,Illinois,M,Magenta,Winter,4.2,1,Standard,Yes,Yes,12,Venmo,Annually,2024-01-08
1048,31,Male,1048,Socks,Clothing,1048,1456,36.00,Utah,S,Olive,Fall,4.2,1,Standard,Yes,Yes,7,Credit Card,Fortnightly,2024-11-11
1049,30,Male,1049,Socks,Clothing,1049,1457,77.00,Maine,L,Yellow,Fall,2.7,1,Standard,Yes,Yes,19,Venmo,Fortnightly,2024-11-14
1050,45,Male,1050,Sunglasses,Accessories,1050,1459,33.00,Virginia,S,Purple,Fall,2.8,1,Store Pickup,Yes,Yes,24,Cash,Quarterly,2024-09-17
1051,48,Male,1051,Sneakers,Footwear,1051,1460,64.00,Florida,M,Beige,Winter,3.8,1,Next Day Air,Yes,Yes,19,Venmo,Monthly,2024-02-03
1052,45,Male,1052,Socks,Clothing,1052,1461,53.00,Ohio,M,Indigo,Fall,2.6,1,Free Shipping,Yes,Yes,39,PayPal,Annually,2024-09-25
1053,60,Male,1053,Shoes,Footwear,1053,1462,36.00,Virginia,XL,Pink,Fall,3,1,2-Day Shipping,Yes,Yes,1,Credit Card,Fortnightly,2024-09-12
1054,59,Male,1054,Blouse,Clothing,1054,1463,70.00,Kansas,M,Blue,Spring,3.3,0,2-Day Shipping,Yes,Yes,10,Debit Card,Bi-Weekly,2024-03-12
1055,18,Male,1055,Shorts,Clothing,1055,1465,96.00,Arkansas,L,Cyan,Winter,4.9,0,Express,Yes,Yes,48,PayPal,Quarterly,2024-01-12
1056,70,Male,1056,Jacket,Outerwear,1056,1466,27.00,Massachusetts,M,Orange,Spring,3.3,0,Next Day Air,Yes,Yes,24,Debit Card,Annually,2024-05-20
1057,20,Male,1057,Sweater,Clothing,1057,1467,64.00,Idaho,L,Black,Winter,2.9,0,2-Day Shipping,Yes,Yes,42,Venmo,Fortnightly,2024-02-24
1058,65,Male,1058,Jacket,Outerwear,1058,1468,23.00,Wisconsin,S,Maroon,Spring,4.4,0,2-Day Shipping,Yes,Yes,20,Credit Card,Weekly,2024-03-09
1059,29,Male,1059,Scarf,Accessories,1059,1469,33.00,New Mexico,L,Violet,Summer,3.1,0,Next Day Air,Yes,Yes,49,Bank Transfer,Every 3 Months,2024-08-24
1060,22,Male,1060,Jacket,Outerwear,1060,1471,34.00,North Carolina,M,Beige,Winter,2.5,0,Standard,Yes,Yes,25,Debit Card,Monthly,2024-12-18
1061,27,Male,1061,Sweater,Clothing,1061,1472,35.00,Iowa,S,Gray,Summer,2.6,0,Next Day Air,Yes,Yes,21,Debit Card,Every 3 Months,2024-07-04
1062,36,Male,1062,Coat,Outerwear,1062,1473,62.00,Idaho,M,Gray,Summer,4.4,0,Free Shipping,Yes,Yes,12,Venmo,Every 3 Months,2024-07-03
1063,59,Male,1063,Boots,Footwear,1063,1474,75.00,Ohio,M,Brown,Fall,2.6,0,Next Day Air,Yes,Yes,21,Debit Card,Every 3 Months,2024-11-02
1064,62,Male,1064,Hoodie,Clothing,1064,1475,29.00,Alabama,S,Indigo,Summer,3.3,0,Free Shipping,Yes,Yes,35,Cash,Monthly,2024-07-02
1065,34,Male,1065,Hat,Accessories,1065,1477,28.00,Wyoming,M,Violet,Spring,3.5,0,Express,Yes,Yes,42,Credit Card,Every 3 Months,2024-05-17
1066,59,Male,1066,T-shirt,Clothing,1066,1478,20.00,Alabama,XL,Blue,Spring,4.1,0,Store Pickup,Yes,Yes,3,PayPal,Every 3 Months,2024-04-14
1067,49,Male,1067,Coat,Outerwear,1067,1479,96.00,Mississippi,M,Red,Winter,4,0,Store Pickup,Yes,Yes,11,PayPal,Bi-Weekly,2024-12-03
1068,18,Male,1068,Dress,Clothing,1068,1480,43.00,Pennsylvania,S,Peach,Summer,2.7,0,2-Day Shipping,Yes,Yes,22,PayPal,Quarterly,2024-06-13
1069,55,Male,1069,Shirt,Clothing,1069,1481,94.00,Wyoming,M,Olive,Fall,2.5,0,Standard,Yes,Yes,47,Credit Card,Weekly,2024-09-19
1070,38,Male,1070,Skirt,Clothing,1070,1483,81.00,Maryland,XL,White,Fall,4.3,0,Next Day Air,Yes,Yes,33,Venmo,Every 3 Months,2024-11-05
1071,50,Male,1071,Jewelry,Accessories,1071,1484,75.00,North Carolina,M,Magenta,Summer,3.3,0,Free Shipping,Yes,Yes,50,Debit Card,Weekly,2024-06-09
1072,61,Male,1072,Hat,Accessories,1072,1485,81.00,Pennsylvania,M,Beige,Summer,2.6,0,Express,Yes,Yes,46,Credit Card,Monthly,2024-08-17
1073,48,Male,1073,Shorts,Clothing,1073,1486,92.00,Idaho,L,Gold,Fall,3.5,0,Express,Yes,Yes,34,Debit Card,Fortnightly,2024-10-07
1074,22,Male,1074,Scarf,Accessories,1074,1487,96.00,California,XL,Purple,Spring,4,0,Store Pickup,Yes,Yes,33,Credit Card,Monthly,2024-03-08
1075,48,Male,1075,Jewelry,Accessories,1075,1489,71.00,Tennessee,S,White,Fall,2.6,0,Standard,Yes,Yes,45,Bank Transfer,Fortnightly,2024-10-24
1076,57,Male,1076,Sunglasses,Accessories,1076,1490,50.00,Missouri,L,Indigo,Summer,4.9,0,Next Day Air,Yes,Yes,32,Debit Card,Bi-Weekly,2024-07-04
1077,33,Male,1077,Coat,Outerwear,1077,1491,72.00,North Dakota,L,Charcoal,Spring,2.9,0,Standard,Yes,Yes,47,Venmo,Bi-Weekly,2024-03-16
1078,58,Male,1078,Jacket,Outerwear,1078,1492,28.00,West Virginia,M,Pink,Winter,3.7,0,Standard,Yes,Yes,5,PayPal,Quarterly,2024-02-01
1079,37,Male,1079,Sweater,Clothing,1079,1493,59.00,Arizona,M,Silver,Fall,4.4,0,Express,Yes,Yes,49,Credit Card,Fortnightly,2024-09-11
1080,18,Male,1080,Coat,Outerwear,1080,1495,33.00,Oklahoma,S,Blue,Summer,4.4,0,Free Shipping,Yes,Yes,48,Bank Transfer,Monthly,2024-07-14
1081,65,Male,1081,Scarf,Accessories,1081,1496,59.00,Pennsylvania,L,Blue,Fall,3.8,0,Express,Yes,Yes,22,Cash,Every 3 Months,2024-11-11
1082,62,Male,1082,Belt,Accessories,1082,1497,30.00,Idaho,XL,Brown,Spring,4.5,0,Standard,Yes,Yes,45,Credit Card,Annually,2024-04-17
1083,54,Male,1083,Hat,Accessories,1083,1498,85.00,South Carolina,XL,Cyan,Winter,2.6,0,Next Day Air,Yes,Yes,30,Venmo,Quarterly,2024-12-25
1084,35,Male,1084,Backpack,Accessories,1084,1499,97.00,Washington,L,Teal,Summer,3.3,0,Store Pickup,Yes,Yes,43,Cash,Weekly,2024-07-20
1085,34,Male,1085,T-shirt,Clothing,1085,1501,36.00,Arkansas,S,Purple,Fall,4.1,0,Next Day Air,Yes,Yes,48,Cash,Quarterly,2024-11-17
1086,25,Male,1086,Jewelry,Accessories,1086,1502,85.00,Utah,M,Turquoise,Winter,3,0,Store Pickup,Yes,Yes,23,Venmo,Fortnightly,2024-01-09
1087,53,Male,1087,Sunglasses,Accessories,1087,1503,62.00,Alaska,M,Olive,Winter,3,0,Free Shipping,Yes,Yes,27,PayPal,Bi-Weekly,2024-12-08
1088,45,Male,1088,Jeans,Clothing,1088,1504,71.00,West Virginia,S,White,Winter,3.4,0,Next Day Air,Yes,Yes,7,Bank Transfer,Monthly,2024-12-18
1089,49,Male,1089,Pants,Clothing,1089,1505,21.00,Louisiana,M,Turquoise,Winter,2.7,0,Free Shipping,Yes,Yes,2,PayPal,Weekly,2024-01-07
1090,40,Male,1090,Backpack,Accessories,1090,1507,61.00,Arizona,M,Silver,Spring,3.8,0,Next Day Air,Yes,Yes,33,PayPal,Bi-Weekly,2024-04-24
1091,38,Male,1091,Scarf,Accessories,1091,1508,58.00,Connecticut,M,Violet,Spring,4.2,0,Store Pickup,Yes,Yes,27,Cash,Fortnightly,2024-03-23
1092,44,Male,1092,Sweater,Clothing,1092,1509,80.00,North Carolina,L,Lavender,Spring,4.7,0,Store Pickup,Yes,Yes,6,Credit Card,Fortnightly,2024-04-25
1093,68,Male,1093,Jewelry,Accessories,1093,1510,50.00,South Dakota,L,Magenta,Spring,4.1,0,2-Day Shipping,Yes,Yes,20,Venmo,Quarterly,2024-04-23
1094,60,Male,1094,Sneakers,Footwear,1094,1511,48.00,Delaware,S,Indigo,Winter,4.2,0,2-Day Shipping,Yes,Yes,46,Venmo,Every 3 Months,2024-01-03
1095,25,Male,1095,Jewelry,Accessories,1095,1513,40.00,Connecticut,M,Black,Winter,4.8,0,Next Day Air,Yes,Yes,25,Cash,Quarterly,2024-12-11
1096,19,Male,1096,Coat,Outerwear,1096,1514,34.00,Tennessee,S,Peach,Summer,3,0,Free Shipping,Yes,Yes,30,Bank Transfer,Quarterly,2024-08-07
1097,57,Male,1097,Coat,Outerwear,1097,1515,46.00,New Hampshire,S,Beige,Fall,2.6,0,Standard,Yes,Yes,48,Credit Card,Annually,2024-10-28
1098,58,Male,1098,Sunglasses,Accessories,1098,1516,27.00,Vermont,M,Black,Summer,3.2,0,Store Pickup,Yes,Yes,47,Bank Transfer,Weekly,2024-06-09
1099,49,Male,1099,Handbag,Accessories,1099,1517,98.00,Idaho,S,Turquoise,Spring,3.6,0,Next Day Air,Yes,Yes,27,Credit Card,Weekly,2024-05-11
1100,19,Male,1100,Sweater,Clothing,1100,1519,73.00,North Carolina,M,Peach,Fall,2.6,0,Next Day Air,Yes,Yes,45,Bank Transfer,Fortnightly,2024-09-08
1101,50,Male,1101,Pants,Clothing,1101,1520,28.00,Nevada,L,Gold,Spring,4.4,0,Express,Yes,Yes,2,Credit Card,Weekly,2024-04-23
1102,30,Male,1102,Gloves,Accessories,1102,1521,76.00,Delaware,XL,Silver,Fall,3,0,Free Shipping,Yes,Yes,39,Cash,Fortnightly,2024-11-13
1103,52,Male,1103,Sweater,Clothing,1103,1522,83.00,Texas,M,Peach,Fall,2.9,0,Express,Yes,Yes,24,Cash,Fortnightly,2024-09-21
1104,35,Male,1104,Hoodie,Clothing,1104,1523,23.00,Tennessee,S,Charcoal,Spring,4.3,0,Free Shipping,Yes,Yes,8,Debit Card,Bi-Weekly,2024-04-12
1105,35,Male,1105,Hat,Accessories,1105,1525,28.00,Delaware,M,Beige,Fall,3.1,0,Express,Yes,Yes,8,Bank Transfer,Quarterly,2024-09-28
1106,33,Male,1106,T-shirt,Clothing,1106,1526,83.00,Massachusetts,S,Olive,Spring,3,0,Next Day Air,Yes,Yes,6,Venmo,Every 3 Months,2024-05-21
1107,52,Male,1107,Skirt,Clothing,1107,1527,96.00,Minnesota,L,Violet,Winter,3.6,0,Store Pickup,Yes,Yes,12,Venmo,Fortnightly,2024-01-13
1108,69,Male,1108,Sneakers,Footwear,1108,1528,62.00,Texas,M,Peach,Fall,2.8,0,Store Pickup,Yes,Yes,26,Bank Transfer,Weekly,2024-10-05
1109,27,Male,1109,Shorts,Clothing,1109,1529,25.00,Nebraska,M,Teal,Fall,2.8,0,Standard,Yes,Yes,50,Cash,Fortnightly,2024-11-27
1110,66,Male,1110,Hoodie,Clothing,1110,1531,97.00,Oklahoma,L,Violet,Winter,4.9,0,Next Day Air,Yes,Yes,2,Venmo,Weekly,2024-02-26
1111,28,Male,1111,Hoodie,Clothing,1111,1532,61.00,Texas,L,Cyan,Fall,3,0,Standard,Yes,Yes,31,Cash,Bi-Weekly,2024-09-05
1112,22,Male,1112,Shoes,Footwear,1112,1533,66.00,New York,S,Olive,Summer,4.1,0,Next Day Air,Yes,Yes,4,Credit Card,Bi-Weekly,2024-07-18
1113,69,Male,1113,Hoodie,Clothing,1113,1534,67.00,Washington,XL,Pink,Spring,4.6,0,Free Shipping,Yes,Yes,32,PayPal,Quarterly,2024-03-24
1114,28,Male,1114,Sunglasses,Accessories,1114,1535,80.00,Maryland,M,Purple,Summer,4.8,0,Next Day Air,Yes,Yes,11,PayPal,Bi-Weekly,2024-06-11
