id,name,city,state,stars,review_count,category
LHUne_v8WmkL5hF8fHuV6w,New York Bike Repair,Manhattan,New York,4.5,3,Bikes
u2OWmQOVGFBF_jVwuiIveA,Steakfrites Bistro,Manhattan,New York,3,11,French
r_ZcprwRLOC1IHcJ6fRg8g,Body & Soul Med + Day Spa,Buffalo,New York,2,13,Day Spas
N0Tk9ORpX-gtbPNR0WoznQ,Tandem,B0st0n,Massachusetts,4.5,9,Restaurants
QteCo1aukiNRZsXLCYHCXw,Ben & Izzy's Deli,Manhattan,New York,2.5,16,Restaurants
7l8ktZxvL-AGcdXAQBKPDQ,Popeye's Supplements,Manhattan,New York,4,4,Drugstores
TJcSbwOvxXVIjFJwHq7BDw,Freeing Station New York,Niagara Falls,New York,4,27,Active Life
q0tv7o043ZVn4pMr9Cqgmw,The Ten Spot - Yonge & Eg,Manhattan,New York,4,10,Nail Salons
nPPj1l7qJfuw9K7Hv5rSkg,Value Village,Utica,New York,3,7,Thrift Stores
QeslAU224G_o75TRS09orA,Walmart,Manhattan,New York,3.5,3,Department Stores
hYB0Dhcp34duTxF62oJsag,Indo American Beauty Salon,Poughkeepsie,New York,4.5,25,Hair Salons
VWjApb5nA_X1ZdOgey3ybQ,Ambrosia Bakery,New Bedford,Massachusetts,5,9,Bakeries
izucdKmWkOyOsEqZE5sYFg,Jim's Restaurant,Manhattan,New York,3.5,24,American (Traditional)
1qOxjcR4x8JzLFjRX0rvXw,Stuft Gourmet Sausages,Manhattan,New York,3.5,5,Hot Dogs
qNFHmH-qo7Ia2vv0IK72ug,Tequila Bookworm,Manhattan,New York,3.5,84,Sandwiches
crrm1Wa8av7loDl-1kZk4Q,Hometown Korean Restaurant,Poughkeepsie,New York,3.5,11,Restaurants
Sv5AeTtAjMvDim7GCgvvjg,Scarsdale David Laffa Grill,Elmira,New York,3.5,3,Restaurants
T6MNhCZCnlHjxAW9tIXQmA,Eggsquis,Salem,Massachusetts,4,5,Restaurants
2OB0p5idPAicilqf_wzHLQ,Oxtail Pho & Banh Mi,Manhattan,New York,4,6,Restaurants
KzZBnjQJYjKFMdXcjON_9A,The Home Depot,Manhattan,New York,2,7,Tires
ojh8dtsMBiULB6oMsL6h7w,Clinique Vétérinaire Plateau,B0st0n,Massachusetts,4,15,Pets
e_mjuRcc0fW_wkkemGEShA,L'Escale,B0st0n,Massachusetts,3,5,Canadian (New)
sqIEwNn-AG_zZ0LI8dpQ4A,Sunny Dragon Restaurant,Elmira,New York,3.5,25,Restaurants
25MGKIJWaB3epxZ7P-KPfQ,Custom Mufflers & Brakes,Newark,New Jersey,4.5,3,Automotive
Uc3voxXeD33g0J3hHyMJ2g,Dutch Bros. Coffee,Cambridge,Massachusetts,3,3,Cafes
TvrgbBktloAY5_c-8GFP3w,Village Cigar Company,Utica,New York,3.5,3,Tobacco Shops
CG4KapQ-CXygjnqlN9ytLA,Domino's Pizza,The Bronx,New York,2.5,7,Pizza
cdJDKOB0Todcqnv6CiOQTg,Azian Cuisine,Smithtown,New York,3.5,16,Restaurants
j0Ss0KI7iJbhTz-4GjssJw,Strength-N-U,Newark,New Jersey,4.5,3,Trainers
xM0HKP9CgZoI3mcUbxdd4w,Safehouse Coffee,Manhattan,New York,4,5,Food
1GWSJbsVfKCPXIYPap6nIA,Oishii Japanese Ramen,Manhattan,New York,2,4,Restaurants
M77doyRU7zrTPGRDqXyu4Q,Queen West Antique Centre,Manhattan,New York,3,4,Antiques
b7zBV97lGZB2csbkSB32CQ,The Great American Backrub,Manhattan,New York,3.5,5,Beauty & Spas
LsnpRrz1hGMMy_xm8tz0uQ,Réno-Dépot,Pittsfield,Massachusetts,1.5,6,Shopping
_zICxzg7kkHREGTJfVHAFQ,Red Rose Convention Centre,Buffalo,New York,3.5,7,Venues & Event Spaces
S-DofNDAh6nXP5SxT0HSVg,Tutti Frutti,B0st0n,Massachusetts,1.5,9,Restaurants
s_VpeEfBsG-sGg6Vyq8afQ,Pho Lien,B0st0n,Massachusetts,4,106,Restaurants
e-G9Thimb--8XPVYVn2JHg,Red Eye Espresso,Manhattan,New York,4.5,8,Food
Uu7aqb4jTW2xWGMLpVR-yQ,Sugarbuds Village Bakery & Cafe,Newark,New Jersey,2.5,8,Food
RSrnpTGG0xy_K1uM3YHqOg,Laser Quest,B0st0n,Massachusetts,4,9,Education
ZL2OfyeW8JM2wSbAiaMQYQ,Wally's Grill,Poughkeepsie,New York,3,15,Restaurants
mWv7BIrpj_aG8pmGxWe3Vw,Bite Me Bakery,Manhattan,New York,3.5,8,Food
xOXImYSjz4Sa0oYuml-ldg,Whole Foods Market,Buffalo,New York,3.5,50,Organic Stores
obrbOqA5Pxita02b0rcGrg,Chuck E. Cheese,Manhattan,New York,3,5,Italian
JVK8szNDoy9MNiYSz_MiAA,Annvita English Tea Room,Manhattan,New York,3,61,Tea Rooms
StnuRUR2j_ISkC8bX4SUDQ,Krispy Kreme,Manhattan,New York,3.5,27,Food
yrtHT-84h0dg7YyT5nE7pQ,Osteria Berto Gourmet Wraps,Ithaca,New York,3,16,Italian
Xu3y7gnAdOOMrDreVktA6w,Blumenthal,Boston,Massachusetts,4.5,3,Restaurants
qPlTE5QSCNGNmrs9zdrzMg,Critter's Castle Pet Shop,Manhattan,New York,1,3,Pets
puYqiS18863_EnnhSG-N-w,Don Cherry's Sports Grill,Rhinebeck,New York,1.5,3,Bars
GVciy04FeuH4yRouF27p5A,Bickford Park Animal Hospital,Manhattan,New York,5,23,Veterinarians
Swj3YVo9lc9Kn9K3upIt1g,Fruits De Mer United Seafood Ltee,Wellesley,Massachusetts,4.5,3,Food
7f7u1SxsbQTaPsHPPMw3bA,Juice & Java,Manhattan,New York,3.5,3,Restaurants
twirfhS-LvbQjAoZjoxWOQ,Sushi Karu,Manhattan,New York,4.5,7,Restaurants
PgtOActam5PdtWn45dl-mQ,Bruno's Valu-Mart,Manhattan,New York,3,5,Grocery
_4B99coJlSasAgQPm0gyqA,Wild North Flowers,Manhattan,New York,5,22,Florists
21AZ9RR7D7s2TlT5S07mMA,Coronation Dog Park,Manhattan,New York,4,9,Dog Parks
4GqCDXliCho7-gNzjYL4Jw,Riverdale Cleaners,Manhattan,New York,5,3,Sewing & Alterations
27vF5LESbv4kFQfHZUDCnw,The Tempered Room,Manhattan,New York,4,40,Bakeries
EDgmMgMr0Ol3dphyDm1kSg,SoftMoc,Manhattan,New York,3.5,8,Shoe Stores
llF8KiDzxUHouf_dXL6XdQ,Simcoe Dental Group,Manhattan,New York,5,3,Dentists
Q6tqrFKl9lnbhdo95ogSeg,Ho-Lee-Chow,Manhattan,New York,2,14,Restaurants
GYLDg9TC5srLenoxeb9ushWQ,Orange Julius Courtneypark,Buffalo,New York,4.5,3,#N/A
YgwqL9w6jbz5cCJqVzFBRw,"Rod, Gun & Barbers",Manhattan,New York,3,7,Nightlife
5h--136168hpYFhgh-yOCg,Monteiro,B0st0n,Massachusetts,3.5,7,Portuguese
jr73qx65ut0FDlXqgWzoXQ,Sporting Life 10K,Manhattan,New York,3.5,4,Fitness & Instruction
ewzeCLTEDNsqBrCHHW3eFA,St Lawrence Cleaners,Manhattan,New York,2.5,3,Laundry Services
j9BZuqgGYb5PfA2ll_rc1Q,Nuvo Nails,Manhattan,New York,3.5,4,Nail Salons
7grygtJ69AJ_J7mM3bI0OA,Riverdale Park East,Manhattan,New York,4.5,9,Tennis
POJL-N7Smw1UZMP_xldFwg,Levetto,Elmira,New York,4,165,Restaurants
vGxrs041ENPaRWH435C2MA,Milestones Restaurants,The Bronx,New York,3,68,American (Traditional)
4eVV7753ARrJbWevKk5RZZ,Cabin Fever,Manhattan,New York,4.5,26,#N/A
1703ptmaXAXS_FqYIn7WPg,Knappett Jewellers,Queens,New York,3.5,3,Jewelry
4wtqTzXPPp_6vBfFQKiTGQ,Milestones Restaurants,Manhattan,New York,2.5,179,Comfort Food
kWxjBp2T-baD2APFKI5tlQ,Precision Laser Tattoo Removal,Manhattan,New York,3,6,Nail Salons
sQyX5VeAMPrxD9D3XH9HhQ,Miyamoto- Epicerie Japonaise,Fitchburg,Massachusetts,4.5,9,Imported Food
aBdFmNEYq4_ft8eCr-TwRw,Maa Sagar,Buffalo,New York,3.5,6,Indian
TMgTJ44x_CJQVxGoJWZAvw,Homewood Suites by Hilton New York-Utica,Utica,New York,4.5,3,Hotels
9Fuv3NFX90vjLkP-Dk8cog,Méga Plex-Guzzo,B0st0n,Massachusetts,3,16,Cinema
PuSpC01clO7J6xLoayTGuw,Morningside Library,Manhattan,New York,4.5,4,Libraries
wSfmY9DJlQ6S0OEbYDCKPQ,Petsmart,Buffalo,New York,5,3,Pets
6BZ-yG31kf-zOaD8s-0_jA,Queensway Fish & Chips,Poughkeepsie,New York,3.5,14,British
a9-r8ru5CAN_cNK1kVsPnw,Domino's Pizza,Manhattan,New York,2.5,3,Restaurants
NYj4iiRyQulshoafgujiSQ,New Bilan Restaurant,Manhattan,New York,4.5,7,Restaurants
QCoeVqhEKg_LGAUyojKe7g,Village Grec,B0st0n,Massachusetts,3.5,20,Greek
bN9WeldcsIAowZ3p_ubZAA,The Ballroom Bowl Bar Bistro,Manhattan,New York,2.5,122,Bowling
AP9vhzzu0H-ZOxyEStlegQ,Classico Pizza & Pasta,Manhattan,New York,3.5,17,Pizza
q61Ev3y8-QttcUR0TGD1jA,David Scott Cosmetics,Manhattan,New York,2.5,5,Cosmetics & Beauty Supply
q567nVPoW_iGNOD024ghBA,Club Monaco Queen Street,Manhattan,New York,4,4,Men's Clothing
VzT_RT1Rs97cF7HoRXpPSg,Pho Do Thi,Buffalo,New York,3,31,Vietnamese
5B_YKWtJthJqmD5MYw2maA,Hot Pot Cafe,Manhattan,New York,5,3,Halal
8BqHgocAbM-idZxWhjm6Lg,Dunkin',Lake George,New York,2,3,Coffee & Tea
2YuwHtBrpXTL0g2eD0wDJA,Frano's,Levittown,New York,3.5,3,Restaurants
8f8can9v2DNi2A8nHvznUG,Circle Shoes & Skate Exchange,Manhattan,New York,3.5,3,#N/A
DG1Z-s-rh8zX0odQRrJGkA,Yelp's Brunch Bash,Manhattan,New York,3.5,16,Local Flavor
S6k0qY25TxNywfCYLby4Hg,Public Storage,Manhattan,New York,5,5,Self Storage
JRKVlsYbM56K2mY5Yb24gw,Sébastien Barbier Boston,B0st0n,Massachusetts,4,3,Barbers
TR6vgFkV1RNv7uPyOSBzjw,The Four Seven,Manhattan,New York,4.5,23,Bars
Q02mmuBN2rDgHdg7SbPYxg,La Belle Province,B0st0n,Massachusetts,3.5,11,Restaurants
dTWfATVrBfKj7Vdn0qWVWg,Flavor Cuisine,Manhattan,New York,3,6,Food Court
69YyslIwQ6bYacxd5A4sGw,House of Cheung,Manhattan,New York,2,8,Chinese
l9ZyzHZs6uQvy_S8EOZIIg,Sugar Hut,Niagara Falls,New York,4,4,Food
1c5V3xttmHJaRhOMD41-GQ,East End Garden Centre & Hardware,Manhattan,New York,3.5,6,Nurseries & Gardening
7AH10sZESTObfbfGZbiFlw,Burger King - TD Towers,Manhattan,New York,3,12,Restaurants
F9F6IjrBBB2QW39AwbR85w,Serrano at Village Gate West,Manhattan,New York,3.5,3,Real Estate
LmUSpXHq9OieVY8zpr88Sw,Dunn's Famous Decarie,B0st0n,Massachusetts,3.5,27,Restaurants
hdNOL59QqvGlg70E4yHrsQ,Gourmet Burger Co,Manhattan,New York,3,22,Restaurants
N-EA6G39XHc1RqF-4jAABg,Mexican Amigos,Manhattan,New York,2.5,50,Mexican
SvW3WsatQWvR8c1iwAD_QA,Urban House Cafe,Manhattan,New York,4,33,Bars
JU_-RuxNNAKgNKeR27_g4A,Mediterraneo Steakhouse,Fall River,Massachusetts,4.5,9,Restaurants
sCo8DEQfbc8_xWzg2kmvIA,Al Mandi,Manhattan,New York,4,4,Arabian
glHBzrKo5_OvyMLs0OCXLw,The Home Depot,Buffalo,New York,2,6,Department Stores
_6dX6woezCD6h36Rid9CGA,Village Chill,Manhattan,New York,3.5,5,Food
sb5mhl5ZgiUmZleZTrhyCQ,Last Drop Cafe,East Rochester,New York,4,17,Breakfast & Brunch
owswkOnn3JN6lK7Dm9gRCw,Asian Express,Manhattan,New York,3.5,14,Restaurants
vGpRVpq_UzXNw2UiHP_1Og,Denny's,The Bronx,New York,3,18,Breakfast & Brunch
ZtYhddUCobpfc8z5EFKhpg,Apple Auto Glass,The Bronx,New York,4,5,Auto Glass Services
GmNXmd_UAtG5FEnlEFfkkQ,Wimpy's Diner,The Bronx,New York,3.5,23,Breakfast & Brunch
zxi1WSAHYvbn6_shovaFLA,Quiznos,Lake George,New York,1,3,Sandwiches
GRTKpAPV523YqJpD3g4VOg,Alleycatz Restaurant Jazz Bar,Manhattan,New York,2.5,71,American (New)
fz761yppFtnixsNTmCOULw,The Cove,Queens,New York,3,5,Burgers
WWlXdCH3SvUtEn8GTimZ-A,Body Blue,Manhattan,New York,4,7,Shopping
V0ZBqwBGsYuihpUbju_IQg,Davenport Garden Centre,Manhattan,New York,4,4,Nurseries & Gardening
fGRCo7zYoY4_en_hiUZFMQ,Denim Scarsdales,B0st0n,Massachusetts,5,5,Shopping
lzL_dnYq3kK9GFaVGPV10w,Coffee Guitar,Manhattan,New York,5,4,Food
lk3-wld-aysXpgb2kPVE-Q,Pizza Hut,Manhattan,New York,2.5,3,Italian
jZMlgwWVB4vID3PRUhYsag,Club Downtown,B0st0n,Massachusetts,3,20,Adult Entertainment
G0J88j2hHXSKmy1nMIZcDA,The Little Hair Shop,Manhattan,New York,3.5,10,Beauty & Spas
Oen_gjR_egwLT2B7U4FucQ,Vélo Urbain,B0st0n,Massachusetts,4.5,3,Local Services
x3JHj5h33ouzw_Ynj-utJg,Asian Legend,Manhattan,New York,3.5,90,Restaurants
LVQ7gYUkrigamR9XlGy1hw,Glitch Fix,Elmira,New York,4.5,13,Computers
uq7DGoGmmZwqVzMsbpYVMp,Keung Kee Restaurant,Manhattan,New York,3.5,38,#N/A
8aDGR0qv0bMMyZRX2ZZvIQ,Monument-National,B0st0n,Massachusetts,4,4,Cinema
K12EYif4vVDBno8S5RaWMQ,Mars Food,Manhattan,New York,3,43,Breakfast & Brunch
JqFKnaelxCwTD2jkEwpi8Q,Starbucks,Syracuse,New York,4,3,Food
WbaAuSVAb2VmptO3YYhWLw,New Age Physio,Manhattan,New York,5,3,Physical Therapy
ckmhafwEhhIyPEtCon8GSg,The Fresh Tea Shop,Queens,New York,3.5,22,Cafes
J5XK5yRvcweubTt_Y79ODQ,Justine Blainey Wellness Centre,Binghamton,New York,1.5,3,Acupuncture
gMgDoEoExMwZ-PyX9VVRQQ,Mr. Greek Mediterranean Grill,Queens,New York,3,8,Greek
cilz3zHyydAG2kYjbNdrFg,Moo Beef Noodle House,Manhattan,New York,3,9,Taiwanese
OAtJ992w2v2C8B3bQWhmxQ,Origin,Manhattan,New York,2.5,21,Tapas/Small Plates
IMVkGLAnocVZ1kni4X3wPg,Rochester Mills Beauty Boutique,Manhattan,New York,2,3,Massage
bVKrAuvOpaImrNRBsVlaSw,Rapido,Manhattan,New York,4,8,Food
VdAP8qAC9fTkqaIQ6CjwzQ,Quaker Hill Veterinary,Queens,New York,3.5,4,Pets
yXgmi4C_GQe-Vn47aXA_ig,Pompette,B0st0n,Massachusetts,4.5,11,Restaurants
BosHv6PCo9rLGYc6Iu6TyA,Sunset Grill,Buffalo,New York,3,6,Restaurants
QHLMfVAdm5HJCqrepwdNtw,La Maison de Seoul,B0st0n,Massachusetts,4,32,Korean
UCJrY7uZwtaJIcQ10oLzKg,Zestos Pizza,B0st0n,Massachusetts,3.5,10,American (Traditional)
X9cQ00S2pIbQ1FFJ_U2X-g,Village Ice Cream Shoppe,Huntington,New York,4,9,Food
yxQsedCcjJEfqhC7u8Rl0A,Alioli Ristorante,Buffalo,New York,4,73,Nightlife
1RdiPatHJfkA8R1pC4EOrA,Oakpark Pet Hospital,Utica,New York,5,4,Pets
SpiM8OA4rCqH-NsgSGTCrw,Pho 4 You,Manhattan,New York,4,3,Restaurants
XT7-XSDM3kGS4KYS6AkZjg,Pizza Hut,Salem,Massachusetts,2.5,8,Chicken Wings
1rzXGyuul11F0LIG_w_XMw,Wild Strawberry Salon,Niagara Falls,New York,2,4,Makeup Artists
lNcWildu5RaR5vXHOUacjw,Moderation Suit,Manhattan,New York,4.5,3,Formal Wear
Qjy3rBYSNzUVEiH7k3xN0A,Rebirth Yoga Studio,Buffalo,New York,1.5,5,Yoga
ou5hsYWeOSswnR_QihIytA,Bar Inc,B0st0n,Massachusetts,3.5,18,Dive Bars
1rURUVztowOl0lMoVHyNpw,Restaurant Épik,B0st0n,Massachusetts,5,13,Wine Bars
k_WC80QnYu4oooGeaphRHQ,City Taxi,Poughkeepsie,New York,2,3,Hotels & Travel
7maw_SNG0Q_co6-jPDoUnw,Chong Qing Legend,Newark,New Jersey,4,12,Restaurants
007Dg4ESDVacWcC4Vq704Q,Front Door Organics,Manhattan,New York,4.5,7,Organic Stores
GFhlhdFYjuW47z192L3Qbg,Fast Fresh Foods,Manhattan,New York,3,4,Do-It-Yourself Food
doyMZoah94iD3L9i7rqp-Q,Chez Dany,B0st0n,Massachusetts,1.5,3,#N/A
nrOxXGd3Vx6iz5xuIJT8cw,Akane Sushi,Niagara Falls,New York,3.5,122,Sushi Bars
MLQeuiL9rqOq_rDKGEcU0A,F'Amelia,Manhattan,New York,3.5,91,Pizza
7adoEC9c6etjbPM1l4tm8g,Pizza Hut,Buffalo,New York,2,4,Chicken Wings
CDMGhrQZFOpH3yStOsawwA,Elizabeth Milan Day Spa,Manhattan,New York,3,4,Day Spas
NTuvt9fOpPnC2CkvVDG5_w,Dunkin'-Cold Stone Creamery,Manhattan,New York,3,10,Bagels
rsQnbPuMnEYmoFw-6CSm0Q,Local 75,B0st0n,Massachusetts,4,7,Gastropubs
1BiIrRvejfuXifw-DVq9Cg,Fabricland Distributors,Newark,New Jersey,2.5,4,Arts & Crafts
FAORBkeNdPP-qesHHj_5OQ,Quiznos Sub,Manhattan,New York,2.5,4,Fast Food
jwF2DNjFBGR6VXDrrmhlSQ,Thai Zone,New Bedford,Massachusetts,2.5,3,Thai
6aOnrzf15RMqFNOQ-_ElIA,COCO Crafted Organic Chocolate,Manhattan,New York,5,15,Chocolatiers & Shops
x2YKcVc7NwZ6vffv8RBgwg,La Fondue du Prince,Worcester,Massachusetts,5,3,Fondue
qcb9ypJtmbiEQg65uaCwqA,LA Fitness,Manhattan,New York,4,17,Fitness & Instruction
EZrkg2mrQLGaXdsiuRnBgQ,Carmelina Restaurant,The Bronx,New York,3.5,41,Italian
1iKMxBsTsPSoEzYUf1AijA,Paradise Biryani Pointe,B0st0n,Massachusetts,3.5,9,Restaurants
j0YMfO-cJhOXGDBSfv3FXg,Mâche!,B0st0n,Massachusetts,4,106,American (Traditional)
A7fkuHw8wxEdn0v-SKBP9g,Trattoria Da Gina,New Bedford,Massachusetts,5,4,Italian
QxByT5k1Og8LgddjHI9kag,Peter's Cajun Creole Pizza,Manhattan,New York,3.5,27,Cajun/Creole
gYYLTomCf3j_QaUR5qUpjw,Homesense,Buffalo,New York,4.5,3,Home Decor
rROS_gXxt9UbD7peptH3vA,Nuthouse,Manhattan,New York,4,14,Food
tyVRfb_Xr7r9aQ73Q-NQXQ,Dufferin Grove Park,Manhattan,New York,5,15,Active Life
kemSq9mBxmPaKHQrUXPJ_g,Kupfert & Kim,Manhattan,New York,4,106,Restaurants
gbMDGRFNAhgaDOt7h_xGTQ,Sporting Life Bikes & Boards,Manhattan,New York,3.5,14,Sporting Goods
yYsHJVVdpsoeIOlvOua-rA,Sweet Olenka's,Manhattan,New York,4,70,Food
yRBE98DheftGKDwZG39P-w,Latazza Cafe,Manhattan,New York,4.5,6,Cafes
burpg9xI8_zvWgiahTNjGQ,Domino's Pizza,Fall River,Massachusetts,2,5,Restaurants
FdRZWQ8TVuKANFXcI1Do7Q,Civello Rosedale Salon & Spa,Manhattan,New York,4,50,Hair Salons
RWFC8Ht9gWcRc2vX57OPsA,Papa CEO Scarsdale Slice,Manhattan,New York,3,41,Pizza
3EOXgCMlTzQ9qCFd6dZL5Q,SITAMAA Day Spa,Manhattan,New York,3,7,Day Spas
TWqDzegXkyYv7itPSNIhqg,Relish Bar & Grill,Manhattan,New York,3.5,45,Restaurants
NQW8GLK3pqTQxc2GzxvImA,Satipañña Insight Meditation New York,Manhattan,New York,4.5,3,Local Services
TEfmUsvRZWB7XA85ZX7haw,NCIX Buffalo,Buffalo,New York,3.5,6,IT Services & Computer Repair
tthOKLpeBZXkEEbqHMfueQ,Bagel De L'ouest,Framingham,Massachusetts,5,5,Bagels
s7Pj1mNYqRTGNOXLOiBafw,Figo,Manhattan,New York,3.5,120,Italian
nsQUBrkiQlOSEN9MvJ-5pA,Clic Klak,Buffalo,New York,3.5,3,Baby Gear & Furniture
2sG3M1NxfU0fazmrzGSWJw,Scuba 2000,Niagara Falls,New York,3.5,5,Scuba Diving
X4OQpv3PqiSlNVDLVinVPQ,Cartel,B0st0n,Massachusetts,4,44,Latin American
Jk3mUFfIWnH2whJhvAS0XQ,Esso,Ithaca,New York,3,4,Gas Stations
ovIXtPNJEC_mGgFodHL_Vg,Warehouse Wines & Spirits - Cabbagetown,Manhattan,New York,4,3,Beer
kL7u1A1lIsefy_NGYZN9vg,La Prep,Manhattan,New York,4,6,Breakfast & Brunch
abguc9KMyUkrwYsRqvcS8w,Le Tuktuk,B0st0n,Massachusetts,4,6,Restaurants
m2hz26KM3kLN_AS5CcEjPg,East Thirty-Six,Manhattan,New York,4,132,Bars
hlR9pTF0TO-2eWALESkASQ,Stitches,B0st0n,Massachusetts,4,3,Women's Clothing
G2Z-4U6cDsDQvT6v3FzYmA,Ricarda's,Manhattan,New York,4,52,Desserts
gMpLUVlRqc5prUbZ3NGJsg,Newstar Hotel,Wellesley,Massachusetts,1.5,3,Hotels & Travel
Qu7SXBC67diyQEpVbVTzKQ,Value Village,The Bronx,New York,2.5,6,Thrift Stores
jDe6PKIev0Z20XpcYSaAlw,A & C Games,Manhattan,New York,3.5,13,Videos & Video Game Rental
lsfFzCl7SXgoq8N5NjbvZA,Parmigiano Trattoria,Manhattan,New York,4,23,Restaurants
Lm818gcGuR2LUWGcs0NwNw,Top Nail,Manhattan,New York,4,7,Tanning
aRkP-RzuuUQLfUx8Kk4aVw,Nice One Nails,Manhattan,New York,1.5,37,Hair Removal
s11QWE4k8fabX2MCTU7zuQ,Orbite,B0st0n,Massachusetts,3.5,4,Cosmetics & Beauty Supply
tmuLHd4pnyPOF1ZL4x5bZw,Kanda Sushi,Framingham,Massachusetts,3.5,5,Dim Sum
nSbyoNnIYJreHmua0wQXEA,Sonique Hair Design,Binghamton,New York,5,19,Beauty & Spas
QTYA1yCbsCjRU6BYDdQJuw,Sweet Pea Dessert Cafe,Newark,New Jersey,3,11,Restaurants
JCtTTygnD0cN8246-8OkPg,Sabor Brasil,Manhattan,New York,4,11,Brazilian
zol8ct7LUwRcKARld-Nzvg,Rona,B0st0n,Massachusetts,3.5,4,Hardware Stores
bV2rloJ9CsnO0st1GUvB0w,Ben & Florentine,Falmouth,Massachusetts,3.5,6,Breakfast & Brunch
DAB2oczUT1jMreJHEWbfJA,Poutineville,Revere,Massachusetts,4,5,Do-It-Yourself Food
ZtNhshv5ofqivOGiCslqTw,M2M  Asian Grocery Store,Manhattan,New York,4,16,Food
fEHYeuPJ1CAlq02KNI88HA,Swift Moving And Deliveries,Manhattan,New York,2.5,3,Local Services
vfKSsF8kj34NW3tj2Qf2Lw,Rosen's Cinnamon Buns,Manhattan,New York,3.5,17,Patisserie/Cake Shop
MdhVvYRe6lMSzFS41IUlUA,Starbucks,Manhattan,New York,4,11,Coffee & Tea
BXW3l2O-jmyosDiEo55k9A,Auto Detail Bay,Niagara Falls,New York,3,6,Automotive
5M__5-AqoEvc1fHbmDLoIg,Dawson's All Day Breakfast,Syracuse,New York,2,7,Breakfast & Brunch
6wZBf3JN-v1_o8eyz2LCvA,1800 Degrees,Poughkeepsie,New York,3,8,Restaurants
BGj-L9GFzrJcTDd2U6qyhg,5 Elements Yoga & Pilates,Binghamton,New York,4.5,3,Active Life
7_9jPeXgMdxhNmNmSpQorw,The Brick,Buffalo,New York,1.5,7,Electronics
8d7x9Lgc3G-KyAclJlaYrA,Leigh and Harlow,Manhattan,New York,4,4,Fashion
UvYp592I8h5Jg63Fq7TQUw,Fred Perry Authentic Shop,Manhattan,New York,4.5,5,Men's Clothing
5jtxiHzuaFLoJxevfJNxRQ,Come and Get It,Manhattan,New York,4,63,Sandwiches
wN4H4PPBXOu_OJiI4-Ma6Q,Salon Moov,B0st0n,Massachusetts,4,4,Beauty & Spas
vEQGLvBhsV6zzgAkumJaDg,All American Self Storage Poughkeepsie,Poughkeepsie,New York,5,3,Local Services
gyPmHqIqC5-RAAy51oiafQ,The Cloak Bar,Manhattan,New York,4.5,18,Tapas Bars
GbJfTR51467qbzpIKZ3Jxw,Initium Hair Design,The Bronx,New York,4.5,5,Hair Salons
QywecLDR0H9TraJNd-lY_A,Burger Legend,Buffalo,New York,3.5,62,Burgers
WZKGbLstywdLQ9jAR46XDQ,Konkan Delite,Buffalo,New York,2.5,3,Indian
IQPqzraaKvdCEjL6imjUXw,Church On Church,Manhattan,New York,4,9,Bars
alncf_6juI-sJJ5afONm0g,Sky Yard,Manhattan,New York,3.5,20,Nightlife
A8yIKHSI5LFYZ6_H8dZBcg,Chefydrew's International Cuisine,Manhattan,New York,4,7,Caribbean
F_Rk30DMHlWjGAzZvsrWaA,Evymama,Manhattan,New York,4,8,Maternity Wear
8kY90f4lN_KXkQlCyv2U4A,Mr B's Factory Outlet Warehse Sales,Buffalo,New York,3.5,3,Shoe Stores
7U23rwCmVWasFQ0cHRMYVw,China 8,Buffalo,New York,3,14,Food
UDRI5-ogXgh2AhAQK26b6Q,Appletree Natural Foods,Manhattan,New York,2.5,6,Specialty Food
q6QjMYwBlkwum4kj88t4Sg,Pita & Grill,Buffalo,New York,4,37,Restaurants
AdwllxAaoyzbV42ix2vfYw,Marble Slab Creamery,Manhattan,New York,3,4,Ice Cream & Frozen Yogurt
mQtExAMAHjgudejnAMbb0Q,Harry's Social Kitchen,Manhattan,New York,3.5,7,Restaurants
i7PVYSPDnkLIp2cPYuvsMw,Homesense,Buffalo,New York,4,3,Shopping
cPiN4o2MeFFKPpXre7N_Dw,Dance Teq,Manhattan,New York,4.5,6,Dance Studios
PXHQ0u-mKdPA5fZ0auG9Gg,Romano Panini,Queens,New York,4,3,Restaurants
jFy_9PEefYGxhZISQpKW4A,Tkrestobar,B0st0n,Massachusetts,4,9,Asian Fusion
bTfTUoZDKuwXKPoFLr5tJh,Godspeed Brewery,Manhattan,New York,3.5,7,#N/A
m8SkL136H8FzkFGvAQCdPA,Wildfire Steakhouse & Wine Bar,Manhattan,New York,4,67,Bars
v57Aq8TlBOrzo2j4SSpWCg,Restaurant Limon,B0st0n,Massachusetts,3,23,Mexican
iTo-3R5sb-mlvoGtTJRGrA,Holiday Inn Utica,Utica,New York,4,10,Event Planning & Services
SfHE6qK6dT7wxX-Ow82tRg,Café Parvis,B0st0n,Massachusetts,4,118,Food
f7i3uVahlfykAQvDxx4CDg,Duke of Somerset,Manhattan,New York,3,31,British
sMM4s3Mtq5U6zg20FQMQCA,Crème Fraîche Market Cafe,Manhattan,New York,4,6,Cheese Shops
yg--5IbP2PbBQlPlcLDSMQ,Kidsopolis,Utica,New York,3,3,Event Planning & Services
t5IAgOFWLAHLleINAUEgTw,Arts Market,Manhattan,New York,5,7,Fashion
Jccph05iNEopbkT1sKsPNw,National Sports - Newark,Newark,New Jersey,3.5,3,Fashion
