_purchase_id,purchase_id,customer_id,product_id,product_item ,purchase_amount,purchase_shipping type,purchase_discount,purchase_promocode,purchase_payment type,purchase_date
1123,770,770,770,Socks,100,Store Pickup,Yes,Yes,PayPal,2024-03-08
1124,771,771,771,Sneakers,54,Express,Yes,Yes,Credit Card,2024-04-21
1125,772,772,772,Sweater,68,Next Day Air,Yes,Yes,Bank Transfer,2024-11-15
1126,773,773,773,Jeans,22,Free Shipping,Yes,Yes,Debit Card,2024-09-18
1127,774,774,774,Hat,84,Express,Yes,Yes,Debit Card,2024-01-05
1129,775,775,775,Hat,46,Standard,Yes,Yes,Credit Card,2024-07-20
1130,776,776,776,Handbag,53,Store Pickup,Yes,Yes,PayPal,2024-12-18
1131,777,777,777,Shirt,60,Standard,Yes,Yes,Venmo,2024-04-07
1132,778,778,778,Socks,32,Express,Yes,Yes,Venmo,2024-03-16
1133,779,779,779,Socks,50,Store Pickup,Yes,Yes,Debit Card,2024-07-25
1135,780,780,780,Dress,94,Express,Yes,Yes,Cash,2024-04-10
1136,781,781,781,Shoes,26,Free Shipping,Yes,Yes,Cash,2024-04-09
1137,782,782,782,Scarf,44,Store Pickup,Yes,Yes,Credit Card,2024-02-06
1138,783,783,783,Hoodie,57,Standard,Yes,Yes,Cash,2024-07-03
1139,784,784,784,T-shirt,65,Next Day Air,Yes,Yes,PayPal,2024-01-22
1141,785,785,785,Jeans,72,Store Pickup,Yes,Yes,Bank Transfer,2024-12-24
1142,786,786,786,Shorts,62,Next Day Air,Yes,Yes,PayPal,2024-04-21
1143,787,787,787,Hat,21,Express,Yes,Yes,Bank Transfer,2024-01-12
1144,788,788,788,Handbag,85,Free Shipping,Yes,Yes,Venmo,2024-04-17
1145,789,789,789,Pants,51,Store Pickup,Yes,Yes,Bank Transfer,2024-06-13
1147,790,790,790,Handbag,84,Standard,Yes,Yes,Credit Card,2024-10-12
1148,791,791,791,Sweater,37,Store Pickup,Yes,Yes,Bank Transfer,2024-07-10
1149,792,792,792,Scarf,44,2-Day Shipping,Yes,Yes,PayPal,2024-08-08
1150,793,793,793,Sneakers,45,Next Day Air,Yes,Yes,Venmo,2024-04-12
1151,794,794,794,Pants,35,Free Shipping,Yes,Yes,Credit Card,2024-07-13
1153,795,795,795,Backpack,50,Store Pickup,Yes,Yes,Debit Card,2024-12-08
1154,796,796,796,Sandals,26,Store Pickup,Yes,Yes,Venmo,2024-07-18
1155,797,797,797,Socks,78,2-Day Shipping,Yes,Yes,Credit Card,2024-09-28
1156,798,798,798,Coat,82,2-Day Shipping,Yes,Yes,Debit Card,2024-09-27
1157,799,799,799,Socks,39,2-Day Shipping,Yes,Yes,PayPal,2024-03-18
1159,800,800,800,Belt,55,Free Shipping,Yes,Yes,PayPal,2024-08-12
1160,801,801,801,Socks,20,Free Shipping,Yes,Yes,Cash,2024-08-22
1161,802,802,802,Belt,29,Express,Yes,Yes,Credit Card,2024-11-08
1162,803,803,803,Pants,41,Next Day Air,Yes,Yes,Bank Transfer,2024-12-07
1163,804,804,804,Shorts,38,Express,Yes,Yes,Venmo,2024-02-18
1165,805,805,805,Boots,47,Store Pickup,Yes,Yes,Venmo,2024-06-11
1166,806,806,806,Dress,30,Next Day Air,Yes,Yes,Debit Card,2024-08-08
1167,807,807,807,Jeans,56,Standard,Yes,Yes,PayPal,2024-08-17
1168,808,808,808,T-shirt,89,Express,Yes,Yes,Credit Card,2024-12-15
1169,809,809,809,Shoes,96,Next Day Air,Yes,Yes,Cash,2024-10-13
1171,810,810,810,Boots,81,Next Day Air,Yes,Yes,PayPal,2024-09-01
1172,811,811,811,Scarf,83,Store Pickup,Yes,Yes,Debit Card,2024-09-06
1173,812,812,812,Sneakers,35,Free Shipping,Yes,Yes,Venmo,2024-02-28
1174,813,813,813,Boots,56,Standard,Yes,Yes,Credit Card,2024-06-18
1175,814,814,814,Handbag,45,Store Pickup,Yes,Yes,Debit Card,2024-07-16
1177,815,815,815,Shirt,62,Express,Yes,Yes,PayPal,2024-02-13
1178,816,816,816,Hat,84,Next Day Air,Yes,Yes,Venmo,2024-05-11
1179,817,817,817,Sweater,24,Store Pickup,Yes,Yes,Debit Card,2024-06-07
1180,818,818,818,Handbag,21,Store Pickup,Yes,Yes,PayPal,2024-03-12
1181,819,819,819,Shirt,91,Store Pickup,Yes,Yes,Debit Card,2024-02-24
1183,820,820,820,Sunglasses,36,Next Day Air,Yes,Yes,Debit Card,2024-12-16
1184,821,821,821,Sneakers,39,2-Day Shipping,Yes,Yes,Debit Card,2024-03-27
1185,822,822,822,Hoodie,39,Standard,Yes,Yes,Credit Card,2024-05-13
1186,823,823,823,Shirt,59,Standard,Yes,Yes,Bank Transfer,2024-02-05
1187,824,824,824,Sunglasses,27,Free Shipping,Yes,Yes,Credit Card,2024-12-03
1189,825,825,825,Blouse,94,Store Pickup,Yes,Yes,Cash,2024-03-28
1190,826,826,826,Belt,94,Next Day Air,Yes,Yes,Cash,2024-10-08
1191,827,827,827,Dress,94,Standard,Yes,Yes,PayPal,2024-01-28
1192,828,828,828,Shoes,51,Free Shipping,Yes,Yes,Bank Transfer,2024-11-10
1193,829,829,829,Socks,62,2-Day Shipping,Yes,Yes,PayPal,2024-09-02
1195,830,830,830,Socks,57,2-Day Shipping,Yes,Yes,Credit Card,2024-03-22
1196,831,831,831,Shorts,76,Express,Yes,Yes,Credit Card,2024-10-24
1197,832,832,832,Gloves,63,Express,Yes,Yes,Cash,2024-07-27
1198,833,833,833,Jacket,80,Express,Yes,Yes,Cash,2024-10-08
1199,834,834,834,Handbag,68,Standard,Yes,Yes,Credit Card,2024-11-18
1201,835,835,835,Backpack,89,Free Shipping,Yes,Yes,Credit Card,2024-06-28
1202,836,836,836,Boots,26,Next Day Air,Yes,Yes,Debit Card,2024-06-11
1203,837,837,837,Gloves,90,Store Pickup,Yes,Yes,Cash,2024-12-18
1204,838,838,838,Hoodie,28,Express,Yes,Yes,Cash,2024-05-13
1205,839,839,839,Coat,29,Express,Yes,Yes,Credit Card,2024-05-06
1207,840,840,840,Shirt,31,Free Shipping,Yes,Yes,Debit Card,2024-04-11
1208,841,841,841,Shirt,24,2-Day Shipping,Yes,Yes,PayPal,2024-07-20
1209,842,842,842,Sweater,88,Store Pickup,Yes,Yes,PayPal,2024-07-10
1210,843,843,843,Shirt,87,Express,Yes,Yes,PayPal,2024-05-08
1211,844,844,844,Hoodie,80,Express,Yes,Yes,PayPal,2024-07-18
1213,845,845,845,Sandals,48,Express,Yes,Yes,Venmo,2024-02-23
1214,846,846,846,Belt,21,Standard,Yes,Yes,Venmo,2024-02-05
1215,847,847,847,Boots,72,Express,Yes,Yes,Debit Card,2024-04-27
1216,848,848,848,Hoodie,44,Standard,Yes,Yes,PayPal,2024-10-24
1217,849,849,849,Sandals,73,Store Pickup,Yes,Yes,Credit Card,2024-11-14
1219,850,850,850,Jeans,61,Express,Yes,Yes,PayPal,2024-05-20
1220,851,851,851,Shoes,20,Store Pickup,Yes,Yes,Venmo,2024-12-27
1221,852,852,852,Sandals,86,Express,Yes,Yes,Debit Card,2024-06-13
1222,853,853,853,Dress,60,Next Day Air,Yes,Yes,Debit Card,2024-03-28
1223,854,854,854,Hat,43,Free Shipping,Yes,Yes,Cash,2024-02-18
1225,855,855,855,Pants,44,Free Shipping,Yes,Yes,Venmo,2024-04-05
1226,856,856,856,Socks,76,2-Day Shipping,Yes,Yes,Credit Card,2024-03-28
1227,857,857,857,Shirt,33,Express,Yes,Yes,Debit Card,2024-08-03
1228,858,858,858,Shorts,60,Standard,Yes,Yes,Debit Card,2024-11-14
1229,859,859,859,Jacket,26,Free Shipping,Yes,Yes,PayPal,2024-11-11
1231,860,860,860,Hoodie,73,Next Day Air,Yes,Yes,Debit Card,2024-12-06
1232,861,861,861,Shoes,87,Standard,Yes,Yes,Cash,2024-03-14
1233,862,862,862,Skirt,100,2-Day Shipping,Yes,Yes,Credit Card,2024-05-14
1234,863,863,863,Coat,84,Standard,Yes,Yes,PayPal,2024-01-10
1235,864,864,864,Sneakers,41,Standard,Yes,Yes,PayPal,2024-07-01
1237,865,865,865,Jeans,59,Next Day Air,Yes,Yes,PayPal,2024-12-06
1238,866,866,866,Blouse,26,Store Pickup,Yes,Yes,Venmo,2024-01-06
1239,867,867,867,Sunglasses,69,Free Shipping,Yes,Yes,PayPal,2024-07-09
1240,868,868,868,Jacket,20,Free Shipping,Yes,Yes,Bank Transfer,2024-05-16
1241,869,869,869,Dress,83,Next Day Air,Yes,Yes,Credit Card,2024-07-16
1243,870,870,870,Hat,54,2-Day Shipping,Yes,Yes,PayPal,2024-03-25
1244,871,871,871,Hoodie,66,Standard,Yes,Yes,Bank Transfer,2024-10-06
1245,872,872,872,Handbag,42,Next Day Air,Yes,Yes,Debit Card,2024-05-02
1246,873,873,873,Jeans,33,Standard,Yes,Yes,Cash,2024-04-09
1247,874,874,874,Boots,77,Free Shipping,Yes,Yes,Venmo,2024-06-24
1249,875,875,875,Jacket,65,Free Shipping,Yes,Yes,Venmo,2024-09-02
1250,876,876,876,Sandals,39,Free Shipping,Yes,Yes,Bank Transfer,2024-08-02
1251,877,877,877,Belt,51,2-Day Shipping,Yes,Yes,Debit Card,2024-07-19
1252,878,878,878,Handbag,65,Next Day Air,Yes,Yes,Venmo,2024-02-13
1253,879,879,879,Sunglasses,89,Express,Yes,Yes,Debit Card,2024-07-12
1255,880,880,880,Skirt,76,Free Shipping,Yes,Yes,PayPal,2024-03-19
1256,881,881,881,Backpack,75,Express,Yes,Yes,Debit Card,2024-05-08
1257,882,882,882,Sandals,61,Next Day Air,Yes,Yes,Venmo,2024-07-21
1258,883,883,883,Boots,35,Next Day Air,Yes,Yes,Cash,2024-11-18
1259,884,884,884,Sneakers,37,Free Shipping,Yes,Yes,Bank Transfer,2024-11-21
1261,885,885,885,Skirt,91,Express,Yes,Yes,Bank Transfer,2024-02-25
1262,886,886,886,Dress,99,Free Shipping,Yes,Yes,Debit Card,2024-10-16
1263,887,887,887,Shorts,54,Express,Yes,Yes,Bank Transfer,2024-06-21
1264,888,888,888,Handbag,47,2-Day Shipping,Yes,Yes,PayPal,2024-12-25
1265,889,889,889,Scarf,77,Express,Yes,Yes,Cash,2024-04-17
1267,890,890,890,Belt,84,Free Shipping,Yes,Yes,Venmo,2024-10-07
1268,891,891,891,Gloves,51,2-Day Shipping,Yes,Yes,Credit Card,2024-05-04
1269,892,892,892,Skirt,26,Store Pickup,Yes,Yes,PayPal,2024-08-17
1270,893,893,893,Shorts,64,Free Shipping,Yes,Yes,Debit Card,2024-06-22
1271,894,894,894,Backpack,51,Express,Yes,Yes,Venmo,2024-04-09
1273,895,895,895,Hoodie,60,Free Shipping,Yes,Yes,Debit Card,2024-03-22
1274,896,896,896,Hat,69,Next Day Air,Yes,Yes,Debit Card,2024-03-28
1275,897,897,897,Jewelry,29,Express,Yes,Yes,Cash,2024-05-11
1276,898,898,898,Shirt,91,Express,Yes,Yes,Venmo,2024-05-20
1277,899,899,899,Belt,70,2-Day Shipping,Yes,Yes,Bank Transfer,2024-03-21
1279,900,900,900,Sweater,58,Standard,Yes,Yes,PayPal,2024-07-16
1280,901,901,901,Hat,98,Free Shipping,Yes,Yes,Bank Transfer,2024-11-09
1281,902,902,902,Scarf,68,2-Day Shipping,Yes,Yes,Cash,2024-06-13
1282,903,903,903,Hat,44,Next Day Air,Yes,Yes,Cash,2024-08-01
1283,904,904,904,Jacket,45,Express,Yes,Yes,PayPal,2024-02-04
1285,905,905,905,T-shirt,99,Free Shipping,Yes,Yes,PayPal,2024-04-22
1286,906,906,906,Dress,68,Standard,Yes,Yes,Venmo,2024-03-01
1287,907,907,907,Pants,56,Standard,Yes,Yes,Debit Card,2024-05-08
1288,908,908,908,Sweater,43,Express,Yes,Yes,Credit Card,2024-02-10
1289,909,909,909,Sunglasses,99,Free Shipping,Yes,Yes,PayPal,2024-12-20
1291,910,910,910,Belt,56,Express,Yes,Yes,PayPal,2024-11-21
1292,911,911,911,Hoodie,25,Express,Yes,Yes,Credit Card,2024-04-08
1293,912,912,912,Pants,74,2-Day Shipping,Yes,Yes,Bank Transfer,2024-01-01
1294,913,913,913,Hoodie,56,Next Day Air,Yes,Yes,Bank Transfer,2024-02-11
1295,914,914,914,Sneakers,47,Next Day Air,Yes,Yes,Cash,2024-10-18
1297,915,915,915,Dress,67,Standard,Yes,Yes,Venmo,2024-07-14
1298,916,916,916,Dress,22,Store Pickup,Yes,Yes,Credit Card,2024-01-02
1299,917,917,917,Jeans,34,Standard,Yes,Yes,Venmo,2024-04-20
1300,918,918,918,Sweater,64,Standard,Yes,Yes,Bank Transfer,2024-05-10
1301,919,919,919,Shorts,42,2-Day Shipping,Yes,Yes,Cash,2024-05-17
1303,920,920,920,Shirt,82,2-Day Shipping,Yes,Yes,Debit Card,2024-01-26
1304,921,921,921,Belt,81,Free Shipping,Yes,Yes,Cash,2024-07-22
1305,922,922,922,Coat,24,Express,Yes,Yes,PayPal,2024-08-09
1306,923,923,923,Sneakers,60,Standard,Yes,Yes,Credit Card,2024-10-12
1307,924,924,924,Shirt,24,2-Day Shipping,Yes,Yes,PayPal,2024-05-20
1309,925,925,925,Socks,78,Standard,Yes,Yes,Cash,2024-01-17
1310,926,926,926,Jeans,88,Express,Yes,Yes,Cash,2024-12-07
1311,927,927,927,Jeans,63,Express,Yes,Yes,Cash,2024-05-13
1312,928,928,928,Sneakers,78,Standard,Yes,Yes,Venmo,2024-06-08
1313,929,929,929,Dress,37,Store Pickup,Yes,Yes,Cash,2024-02-20
1315,930,930,930,Boots,94,2-Day Shipping,Yes,Yes,Debit Card,2024-11-13
1316,931,931,931,T-shirt,78,Store Pickup,Yes,Yes,Credit Card,2024-10-10
1317,932,932,932,Coat,36,Standard,Yes,Yes,Bank Transfer,2024-12-04
1318,933,933,933,Skirt,24,Standard,Yes,Yes,Debit Card,2024-02-09
1319,934,934,934,Sneakers,84,Store Pickup,Yes,Yes,Debit Card,2024-05-20
1321,935,935,935,Jeans,47,Express,Yes,Yes,Bank Transfer,2024-03-16
1322,936,936,936,Hoodie,51,Store Pickup,Yes,Yes,Bank Transfer,2024-09-27
1323,937,937,937,Shoes,84,Free Shipping,Yes,Yes,Cash,2024-08-03
1324,938,938,938,Shorts,24,Express,Yes,Yes,Venmo,2024-08-24
1325,939,939,939,Blouse,97,Free Shipping,Yes,Yes,Debit Card,2024-11-27
1327,940,940,940,T-shirt,89,Next Day Air,Yes,Yes,Credit Card,2024-02-02
1328,941,941,941,Belt,44,Store Pickup,Yes,Yes,PayPal,2024-04-02
1329,942,942,942,Handbag,35,2-Day Shipping,Yes,Yes,PayPal,2024-02-17
1330,943,943,943,Dress,91,Express,Yes,Yes,PayPal,2024-02-06
1331,944,944,944,Hat,63,Next Day Air,Yes,Yes,Venmo,2024-02-15
1333,945,945,945,Belt,97,Express,Yes,Yes,Cash,2024-05-18
1334,946,946,946,Boots,38,Store Pickup,Yes,Yes,Venmo,2024-08-19
1335,947,947,947,Coat,24,Next Day Air,Yes,Yes,PayPal,2024-03-04
1336,948,948,948,Blouse,32,Store Pickup,Yes,Yes,Cash,2024-02-14
1337,949,949,949,Hat,90,Express,Yes,Yes,Venmo,2024-06-23
1339,950,950,950,Jeans,36,Standard,Yes,Yes,Venmo,2024-07-05
1340,951,951,951,Backpack,37,Free Shipping,Yes,Yes,PayPal,2024-01-10
1341,952,952,952,Dress,51,Express,Yes,Yes,Bank Transfer,2024-06-12
1342,953,953,953,Hat,71,2-Day Shipping,Yes,Yes,PayPal,2024-11-02
1343,954,954,954,Sunglasses,50,2-Day Shipping,Yes,Yes,Venmo,2024-03-25
1345,955,955,955,Hat,74,Standard,Yes,Yes,Credit Card,2024-11-01
1346,956,956,956,Dress,75,Free Shipping,Yes,Yes,PayPal,2024-08-20
1347,957,957,957,Shirt,99,2-Day Shipping,Yes,Yes,Debit Card,2024-04-01
1348,958,958,958,Scarf,23,Store Pickup,Yes,Yes,Cash,2024-03-26
1349,959,959,959,Sneakers,53,Free Shipping,Yes,Yes,Credit Card,2024-01-20
1351,960,960,960,Skirt,99,Standard,Yes,Yes,Cash,2024-04-05
1352,961,961,961,Jewelry,48,Standard,Yes,Yes,Venmo,2024-05-17
1353,962,962,962,Boots,72,Next Day Air,Yes,Yes,Debit Card,2024-09-14
1354,963,963,963,Sunglasses,64,Standard,Yes,Yes,Debit Card,2024-03-05
1355,964,964,964,Boots,63,2-Day Shipping,Yes,Yes,Credit Card,2024-03-09
1357,965,965,965,Sandals,51,Next Day Air,Yes,Yes,Venmo,2024-04-06
1358,966,966,966,Boots,55,Store Pickup,Yes,Yes,Credit Card,2024-04-02
1359,967,967,967,Dress,55,Express,Yes,Yes,Cash,2024-05-20
1360,968,968,968,Hoodie,26,Store Pickup,Yes,Yes,Cash,2024-06-27
1361,969,969,969,Shorts,67,Next Day Air,Yes,Yes,Bank Transfer,2024-08-16
1363,970,970,970,Coat,31,Express,Yes,Yes,PayPal,2024-10-20
1364,971,971,971,Jeans,66,Free Shipping,Yes,Yes,Cash,2024-12-05
1365,972,972,972,Sunglasses,67,Next Day Air,Yes,Yes,Credit Card,2024-08-15
1366,973,973,973,Sneakers,61,Standard,Yes,Yes,Credit Card,2024-02-15
1367,974,974,974,Jacket,75,2-Day Shipping,Yes,Yes,Bank Transfer,2024-09-19
1369,975,975,975,Skirt,90,2-Day Shipping,Yes,Yes,Bank Transfer,2024-03-23
1370,976,976,976,Sweater,40,2-Day Shipping,Yes,Yes,Bank Transfer,2024-07-02
1371,977,977,977,T-shirt,90,Express,Yes,Yes,Credit Card,2024-10-20
1372,978,978,978,Belt,20,Express,Yes,Yes,Cash,2024-03-03
1373,979,979,979,Gloves,40,Standard,Yes,Yes,Credit Card,2024-07-06
1375,980,980,980,Hat,33,Store Pickup,Yes,Yes,Debit Card,2024-09-05
1376,981,981,981,Boots,98,Free Shipping,Yes,Yes,PayPal,2024-05-08
1377,982,982,982,Belt,42,Next Day Air,Yes,Yes,Credit Card,2024-05-08
1378,983,983,983,Coat,62,Standard,Yes,Yes,PayPal,2024-06-24
1379,984,984,984,Hat,45,Free Shipping,Yes,Yes,Venmo,2024-02-12
1381,985,985,985,Shoes,78,Free Shipping,Yes,Yes,Credit Card,2024-06-25
1382,986,986,986,Handbag,80,Express,Yes,Yes,Bank Transfer,2024-09-28
1383,987,987,987,Scarf,96,Store Pickup,Yes,Yes,Bank Transfer,2024-05-28
1384,988,988,988,Handbag,47,Express,Yes,Yes,PayPal,2024-08-28
1385,989,989,989,Pants,84,2-Day Shipping,Yes,Yes,PayPal,2024-01-12
1387,990,990,990,Shoes,31,Store Pickup,Yes,Yes,Bank Transfer,2024-03-11
1388,991,991,991,Sunglasses,63,Store Pickup,Yes,Yes,Cash,2024-03-25
1389,992,992,992,Shorts,97,Standard,Yes,Yes,Bank Transfer,2024-03-03
1390,993,993,993,Jacket,99,Express,Yes,Yes,Debit Card,2024-01-26
1391,994,994,994,Sandals,90,Store Pickup,Yes,Yes,Cash,2024-12-28
1393,995,995,995,Shoes,68,Express,Yes,Yes,Debit Card,2024-11-13
1394,996,996,996,Jewelry,80,2-Day Shipping,Yes,Yes,Venmo,2024-05-18
1395,997,997,997,Sandals,91,Standard,Yes,Yes,Bank Transfer,2024-07-23
1396,998,998,998,Pants,30,Express,Yes,Yes,Cash,2024-04-21
1397,999,999,999,Shoes,90,Next Day Air,Yes,Yes,Bank Transfer,2024-03-01
1399,1000,1000,1000,Socks,28,Standard,Yes,Yes,Debit Card,2024-04-08
1400,1001,1001,1001,Socks,46,Express,Yes,Yes,Bank Transfer,2024-01-12
1401,1002,1002,1002,Dress,60,Standard,Yes,Yes,Debit Card,2024-11-12
1402,1003,1003,1003,Shoes,59,Store Pickup,Yes,Yes,Bank Transfer,2024-03-20
1403,1004,1004,1004,Hat,68,Store Pickup,Yes,Yes,Cash,2024-11-06
1405,1005,1005,1005,Backpack,79,2-Day Shipping,Yes,Yes,Cash,2024-06-20
1406,1006,1006,1006,Backpack,94,Store Pickup,Yes,Yes,Debit Card,2024-01-15
1407,1007,1007,1007,Pants,83,Next Day Air,Yes,Yes,Venmo,2024-07-23
1408,1008,1008,1008,Gloves,62,Standard,Yes,Yes,Credit Card,2024-03-25
1409,1009,1009,1009,Scarf,85,Store Pickup,Yes,Yes,PayPal,2024-04-04
1411,1010,1010,1010,Hoodie,30,Express,Yes,Yes,Venmo,2024-06-13
1412,1011,1011,1011,Jeans,24,2-Day Shipping,Yes,Yes,Credit Card,2024-04-25
1413,1012,1012,1012,Backpack,25,Next Day Air,Yes,Yes,Debit Card,2024-03-25
1414,1013,1013,1013,Sandals,37,Express,Yes,Yes,Credit Card,2024-06-06
1415,1014,1014,1014,Belt,69,2-Day Shipping,Yes,Yes,Venmo,2024-08-23
1417,1015,1015,1015,Shoes,97,Standard,Yes,Yes,Debit Card,2024-08-28
1418,1016,1016,1016,Gloves,24,Standard,Yes,Yes,Cash,2024-06-26
1419,1017,1017,1017,Belt,30,Express,Yes,Yes,Bank Transfer,2024-08-06
1420,1018,1018,1018,Jacket,53,Express,Yes,Yes,Credit Card,2024-11-27
1421,1019,1019,1019,Dress,70,Next Day Air,Yes,Yes,Cash,2024-05-14
1423,1020,1020,1020,Shirt,76,Standard,Yes,Yes,Venmo,2024-01-03
1424,1021,1021,1021,Scarf,95,Express,Yes,Yes,Debit Card,2024-10-25
1425,1022,1022,1022,Coat,51,2-Day Shipping,Yes,Yes,PayPal,2024-01-15
1426,1023,1023,1023,Handbag,41,Store Pickup,Yes,Yes,Cash,2024-02-21
1427,1024,1024,1024,Sunglasses,71,Free Shipping,Yes,Yes,Bank Transfer,2024-12-11
1429,1025,1025,1025,T-shirt,66,Free Shipping,Yes,Yes,Venmo,2024-07-27
1430,1026,1026,1026,Shirt,84,Free Shipping,Yes,Yes,Credit Card,2024-01-19
1431,1027,1027,1027,Handbag,95,Express,Yes,Yes,PayPal,2024-12-07
1432,1028,1028,1028,Jewelry,90,Next Day Air,Yes,Yes,Cash,2024-06-23
1433,1029,1029,1029,Hoodie,36,Standard,Yes,Yes,Cash,2024-08-13
1435,1030,1030,1030,Gloves,22,2-Day Shipping,Yes,Yes,Venmo,2024-04-27
1436,1031,1031,1031,Coat,89,Next Day Air,Yes,Yes,Debit Card,2024-01-11
1437,1032,1032,1032,Sandals,50,Free Shipping,Yes,Yes,Cash,2024-03-07
1438,1033,1033,1033,Boots,36,Free Shipping,Yes,Yes,Credit Card,2024-09-09
1439,1034,1034,1034,Pants,52,Free Shipping,Yes,Yes,Bank Transfer,2024-05-15
1441,1035,1035,1035,Socks,29,Next Day Air,Yes,Yes,Bank Transfer,2024-10-07
1442,1036,1036,1036,Blouse,89,Express,Yes,Yes,Venmo,2024-10-04
1443,1037,1037,1037,Handbag,47,2-Day Shipping,Yes,Yes,Bank Transfer,2024-09-08
1444,1038,1038,1038,Jewelry,25,Standard,Yes,Yes,Debit Card,2024-05-11
1445,1039,1039,1039,Pants,74,Express,Yes,Yes,Bank Transfer,2024-10-25
1447,1040,1040,1040,Belt,46,Standard,Yes,Yes,Venmo,2024-09-12
1448,1041,1041,1041,Jeans,22,Next Day Air,Yes,Yes,Cash,2024-10-15
1449,1042,1042,1042,Shirt,25,Next Day Air,Yes,Yes,Cash,2024-08-27
1450,1043,1043,1043,Belt,80,Next Day Air,Yes,Yes,Credit Card,2024-03-03
1451,1044,1044,1044,Jeans,76,2-Day Shipping,Yes,Yes,Debit Card,2024-03-19
1453,1045,1045,1045,Jeans,30,Next Day Air,Yes,Yes,Bank Transfer,2024-08-11
1454,1046,1046,1046,Sweater,79,2-Day Shipping,Yes,Yes,PayPal,2024-09-12
1455,1047,1047,1047,Sneakers,22,Standard,Yes,Yes,Venmo,2024-01-08
1456,1048,1048,1048,Socks,36,Standard,Yes,Yes,Credit Card,2024-11-11
1457,1049,1049,1049,Socks,77,Standard,Yes,Yes,Venmo,2024-11-14
1459,1050,1050,1050,Sunglasses,33,Store Pickup,Yes,Yes,Cash,2024-09-17
1460,1051,1051,1051,Sneakers,64,Next Day Air,Yes,Yes,Venmo,2024-02-03
1461,1052,1052,1052,Socks,53,Free Shipping,Yes,Yes,PayPal,2024-09-25
1462,1053,1053,1053,Shoes,36,2-Day Shipping,Yes,Yes,Credit Card,2024-09-12
1463,1054,1054,1054,Blouse,70,2-Day Shipping,Yes,Yes,Debit Card,2024-03-12
1465,1055,1055,1055,Shorts,96,Express,Yes,Yes,PayPal,2024-01-12
1466,1056,1056,1056,Jacket,27,Next Day Air,Yes,Yes,Debit Card,2024-05-20
1467,1057,1057,1057,Sweater,64,2-Day Shipping,Yes,Yes,Venmo,2024-02-24
1468,1058,1058,1058,Jacket,23,2-Day Shipping,Yes,Yes,Credit Card,2024-03-09
1469,1059,1059,1059,Scarf,33,Next Day Air,Yes,Yes,Bank Transfer,2024-08-24
1471,1060,1060,1060,Jacket,34,Standard,Yes,Yes,Debit Card,2024-12-18
1472,1061,1061,1061,Sweater,35,Next Day Air,Yes,Yes,Debit Card,2024-07-04
1473,1062,1062,1062,Coat,62,Free Shipping,Yes,Yes,Venmo,2024-07-03
1474,1063,1063,1063,Boots,75,Next Day Air,Yes,Yes,Debit Card,2024-11-02
1475,1064,1064,1064,Hoodie,29,Free Shipping,Yes,Yes,Cash,2024-07-02
1477,1065,1065,1065,Hat,28,Express,Yes,Yes,Credit Card,2024-05-17
1478,1066,1066,1066,T-shirt,20,Store Pickup,Yes,Yes,PayPal,2024-04-14
1479,1067,1067,1067,Coat,96,Store Pickup,Yes,Yes,PayPal,2024-12-03
1480,1068,1068,1068,Dress,43,2-Day Shipping,Yes,Yes,PayPal,2024-06-13
1481,1069,1069,1069,Shirt,94,Standard,Yes,Yes,Credit Card,2024-09-19
1483,1070,1070,1070,Skirt,81,Next Day Air,Yes,Yes,Venmo,2024-11-05
1484,1071,1071,1071,Jewelry,75,Free Shipping,Yes,Yes,Debit Card,2024-06-09
1485,1072,1072,1072,Hat,81,Express,Yes,Yes,Credit Card,2024-08-17
1486,1073,1073,1073,Shorts,92,Express,Yes,Yes,Debit Card,2024-10-07
1487,1074,1074,1074,Scarf,96,Store Pickup,Yes,Yes,Credit Card,2024-03-08
1489,1075,1075,1075,Jewelry,71,Standard,Yes,Yes,Bank Transfer,2024-10-24
1490,1076,1076,1076,Sunglasses,50,Next Day Air,Yes,Yes,Debit Card,2024-07-04
1491,1077,1077,1077,Coat,72,Standard,Yes,Yes,Venmo,2024-03-16
1492,1078,1078,1078,Jacket,28,Standard,Yes,Yes,PayPal,2024-02-01
1493,1079,1079,1079,Sweater,59,Express,Yes,Yes,Credit Card,2024-09-11
1495,1080,1080,1080,Coat,33,Free Shipping,Yes,Yes,Bank Transfer,2024-07-14
1496,1081,1081,1081,Scarf,59,Express,Yes,Yes,Cash,2024-11-11
1497,1082,1082,1082,Belt,30,Standard,Yes,Yes,Credit Card,2024-04-17
1498,1083,1083,1083,Hat,85,Next Day Air,Yes,Yes,Venmo,2024-12-25
1499,1084,1084,1084,Backpack,97,Store Pickup,Yes,Yes,Cash,2024-07-20
1501,1085,1085,1085,T-shirt,36,Next Day Air,Yes,Yes,Cash,2024-11-17
1502,1086,1086,1086,Jewelry,85,Store Pickup,Yes,Yes,Venmo,2024-01-09
1503,1087,1087,1087,Sunglasses,62,Free Shipping,Yes,Yes,PayPal,2024-12-08
1504,1088,1088,1088,Jeans,71,Next Day Air,Yes,Yes,Bank Transfer,2024-12-18
1505,1089,1089,1089,Pants,21,Free Shipping,Yes,Yes,PayPal,2024-01-07
1507,1090,1090,1090,Backpack,61,Next Day Air,Yes,Yes,PayPal,2024-04-24
