purchase_id,product_ID,customer_id,purchase_amount,purchase_shipping type,purchase_discount,purchase_promocode,purchase_payment type
1370,12198,976,40,2-Day Shipping,Yes,Yes,Bank Transfer
1371,12199,977,90,Express,Yes,Yes,Credit Card
1372,12200,978,20,Express,Yes,Yes,Cash
1373,12201,979,40,Standard,Yes,Yes,Credit Card
1375,12202,980,33,Store Pickup,Yes,Yes,Debit Card
1376,12203,981,98,Free Shipping,Yes,Yes,PayPal
1377,12204,982,42,Next Day Air,Yes,Yes,Credit Card
1378,12205,983,62,Standard,Yes,Yes,PayPal
1379,12206,984,45,Free Shipping,Yes,Yes,Venmo
1381,12207,985,78,Free Shipping,Yes,Yes,Credit Card
1382,12208,986,80,Express,Yes,Yes,Bank Transfer
1383,12209,987,96,Store Pickup,Yes,Yes,Bank Transfer
1384,12210,988,47,Express,Yes,Yes,PayPal
1385,12211,989,84,2-Day Shipping,Yes,Yes,PayPal
1387,12212,990,31,Store Pickup,Yes,Yes,Bank Transfer
1388,12213,991,63,Store Pickup,Yes,Yes,Cash
1389,12214,992,97,Standard,Yes,Yes,Bank Transfer
1390,12215,993,99,Express,Yes,Yes,Debit Card
1391,12216,994,90,Store Pickup,Yes,Yes,Cash
1393,12217,995,68,Express,Yes,Yes,Debit Card
1394,12218,996,80,2-Day Shipping,Yes,Yes,Venmo
1395,12219,997,91,Standard,Yes,Yes,Bank Transfer
1396,12220,998,30,Express,Yes,Yes,Cash
1397,12221,999,90,Next Day Air,Yes,Yes,Bank Transfer
1399,12222,1000,28,Standard,Yes,Yes,Debit Card
1400,12223,1001,46,Express,Yes,Yes,Bank Transfer
1401,12224,1002,60,Standard,Yes,Yes,Debit Card
1402,12225,1003,59,Store Pickup,Yes,Yes,Bank Transfer
1403,12226,1004,68,Store Pickup,Yes,Yes,Cash
1405,12227,1005,79,2-Day Shipping,Yes,Yes,Cash
1406,12228,1006,94,Store Pickup,Yes,Yes,Debit Card
1407,12229,1007,83,Next Day Air,Yes,Yes,Venmo
1408,12230,1008,62,Standard,Yes,Yes,Credit Card
1409,12231,1009,85,Store Pickup,Yes,Yes,PayPal
1411,12232,1010,30,Express,Yes,Yes,Venmo
1412,12233,1011,24,2-Day Shipping,Yes,Yes,Credit Card
1413,12234,1012,25,Next Day Air,Yes,Yes,Debit Card
1414,12235,1013,37,Express,Yes,Yes,Credit Card
1415,12236,1014,69,2-Day Shipping,Yes,Yes,Venmo
1417,12237,1015,97,Standard,Yes,Yes,Debit Card
1418,12238,1016,24,Standard,Yes,Yes,Cash
1419,12239,1017,30,Express,Yes,Yes,Bank Transfer
1420,12240,1018,53,Express,Yes,Yes,Credit Card
1421,12241,1019,70,Next Day Air,Yes,Yes,Cash
1423,12242,1020,76,Standard,Yes,Yes,Venmo
1424,12243,1021,95,Express,Yes,Yes,Debit Card
1425,12244,1022,51,2-Day Shipping,Yes,Yes,PayPal
1426,12245,1023,41,Store Pickup,Yes,Yes,Cash
1427,12246,1024,71,Free Shipping,Yes,Yes,Bank Transfer
1429,12247,1025,66,Free Shipping,Yes,Yes,Venmo
1430,12248,1026,84,Free Shipping,Yes,Yes,Credit Card
1431,12249,1027,95,Express,Yes,Yes,PayPal
1432,12250,1028,90,Next Day Air,Yes,Yes,Cash
1433,12251,1029,36,Standard,Yes,Yes,Cash
1435,12252,1030,22,2-Day Shipping,Yes,Yes,Venmo
1436,12253,1031,89,Next Day Air,Yes,Yes,Debit Card
1437,12254,1032,50,Free Shipping,Yes,Yes,Cash
1438,12255,1033,36,Free Shipping,Yes,Yes,Credit Card
1439,12256,1034,52,Free Shipping,Yes,Yes,Bank Transfer
1441,12257,1035,29,Next Day Air,Yes,Yes,Bank Transfer
1442,12258,1036,89,Express,Yes,Yes,Venmo
1443,12259,1037,47,2-Day Shipping,Yes,Yes,Bank Transfer
1444,12260,1038,25,Standard,Yes,Yes,Debit Card
1445,12261,1039,74,Express,Yes,Yes,Bank Transfer
1447,12262,1040,46,Standard,Yes,Yes,Venmo
1448,12263,1041,22,Next Day Air,Yes,Yes,Cash
1449,12264,1042,25,Next Day Air,Yes,Yes,Cash
1450,12265,1043,80,Next Day Air,Yes,Yes,Credit Card
1451,12266,1044,76,2-Day Shipping,Yes,Yes,Debit Card
1453,12267,1045,30,Next Day Air,Yes,Yes,Bank Transfer
1454,12268,1046,79,2-Day Shipping,Yes,Yes,PayPal
1455,12269,1047,22,Standard,Yes,Yes,Venmo
1456,12270,1048,36,Standard,Yes,Yes,Credit Card
1457,12271,1049,77,Standard,Yes,Yes,Venmo
1459,12272,1050,33,Store Pickup,Yes,Yes,Cash
1460,12273,1051,64,Next Day Air,Yes,Yes,Venmo
1461,12274,1052,53,Free Shipping,Yes,Yes,PayPal
1462,12275,1053,36,2-Day Shipping,Yes,Yes,Credit Card
1463,12276,1054,70,2-Day Shipping,Yes,Yes,Debit Card
1465,12277,1055,96,Express,Yes,Yes,PayPal
1466,12278,1056,27,Next Day Air,Yes,Yes,Debit Card
1467,12279,1057,64,2-Day Shipping,Yes,Yes,Venmo
1468,12280,1058,23,2-Day Shipping,Yes,Yes,Credit Card
1469,12281,1059,33,Next Day Air,Yes,Yes,Bank Transfer
1471,12282,1060,34,Standard,Yes,Yes,Debit Card
1472,12283,1061,35,Next Day Air,Yes,Yes,Debit Card
1473,12284,1062,62,Free Shipping,Yes,Yes,Venmo
1474,12285,1063,75,Next Day Air,Yes,Yes,Debit Card
1475,12286,1064,29,Free Shipping,Yes,Yes,Cash
1477,12287,1065,28,Express,Yes,Yes,Credit Card
1478,12288,1066,20,Store Pickup,Yes,Yes,PayPal
1479,12289,1067,96,Store Pickup,Yes,Yes,PayPal
1480,12290,1068,43,2-Day Shipping,Yes,Yes,PayPal
1481,12291,1069,94,Standard,Yes,Yes,Credit Card
1483,12292,1070,81,Next Day Air,Yes,Yes,Venmo
1484,12293,1071,75,Free Shipping,Yes,Yes,Debit Card
1485,12294,1072,81,Express,Yes,Yes,Credit Card
1486,12295,1073,92,Express,Yes,Yes,Debit Card
1487,12296,1074,96,Store Pickup,Yes,Yes,Credit Card
1489,12297,1075,71,Standard,Yes,Yes,Bank Transfer
1490,12298,1076,50,Next Day Air,Yes,Yes,Debit Card
1491,12299,1077,72,Standard,Yes,Yes,Venmo
1492,12300,1078,28,Standard,Yes,Yes,PayPal
1493,12301,1079,59,Express,Yes,Yes,Credit Card
1495,12302,1080,33,Free Shipping,Yes,Yes,Bank Transfer
1496,12303,1081,59,Express,Yes,Yes,Cash
1497,12304,1082,30,Standard,Yes,Yes,Credit Card
1498,12305,1083,85,Next Day Air,Yes,Yes,Venmo
1499,12306,1084,97,Store Pickup,Yes,Yes,Cash
1501,12307,1085,36,Next Day Air,Yes,Yes,Cash
1502,12308,1086,85,Store Pickup,Yes,Yes,Venmo
1503,12309,1087,62,Free Shipping,Yes,Yes,PayPal
1504,12310,1088,71,Next Day Air,Yes,Yes,Bank Transfer
1505,12311,1089,21,Free Shipping,Yes,Yes,PayPal
1507,12312,1090,61,Next Day Air,Yes,Yes,PayPal
1508,12313,1091,58,Store Pickup,Yes,Yes,Cash
1509,12314,1092,80,Store Pickup,Yes,Yes,Credit Card
1510,12315,1093,50,2-Day Shipping,Yes,Yes,Venmo
1511,12316,1094,48,2-Day Shipping,Yes,Yes,Venmo
1513,12317,1095,40,Next Day Air,Yes,Yes,Cash
1514,12318,1096,34,Free Shipping,Yes,Yes,Bank Transfer
1515,12319,1097,46,Standard,Yes,Yes,Credit Card
1516,12320,1098,27,Store Pickup,Yes,Yes,Bank Transfer
1517,12321,1099,98,Next Day Air,Yes,Yes,Credit Card
1519,12322,1100,73,Next Day Air,Yes,Yes,Bank Transfer
1520,12323,1101,28,Express,Yes,Yes,Credit Card
1521,12324,1102,76,Free Shipping,Yes,Yes,Cash
1522,12325,1103,83,Express,Yes,Yes,Cash
1523,12326,1104,23,Free Shipping,Yes,Yes,Debit Card
1525,12327,1105,28,Express,Yes,Yes,Bank Transfer
1526,12328,1106,83,Next Day Air,Yes,Yes,Venmo
1527,12329,1107,96,Store Pickup,Yes,Yes,Venmo
1528,12330,1108,62,Store Pickup,Yes,Yes,Bank Transfer
1529,12331,1109,25,Standard,Yes,Yes,Cash
1531,12332,1110,97,Next Day Air,Yes,Yes,Venmo
1532,12333,1111,61,Standard,Yes,Yes,Cash
1533,12334,1112,66,Next Day Air,Yes,Yes,Credit Card
1534,12335,1113,67,Free Shipping,Yes,Yes,PayPal
1535,12336,1114,80,Next Day Air,Yes,Yes,PayPal
1537,12337,1115,25,Next Day Air,Yes,Yes,Bank Transfer
1538,12338,1116,58,2-Day Shipping,Yes,Yes,Cash
1539,12339,1117,96,Express,Yes,Yes,PayPal
1540,12340,1118,77,Store Pickup,Yes,Yes,Credit Card
1541,12341,1119,65,Standard,Yes,Yes,PayPal
1543,12342,1120,36,Standard,Yes,Yes,Credit Card
1544,12343,1121,84,Next Day Air,Yes,Yes,Debit Card
1545,12344,1122,58,Express,Yes,Yes,Cash
1546,12345,1123,62,2-Day Shipping,Yes,Yes,Credit Card
1547,12346,1124,67,Store Pickup,Yes,Yes,Cash
1549,12347,1125,20,Express,Yes,Yes,Cash
1550,12348,1126,90,2-Day Shipping,Yes,Yes,Bank Transfer
1551,12349,1127,58,Standard,Yes,Yes,Venmo
1552,12350,1128,53,Store Pickup,Yes,Yes,Debit Card
1553,12351,1129,30,Next Day Air,Yes,Yes,Debit Card
1555,12352,1130,65,Express,Yes,Yes,Venmo
1556,12353,1131,41,Standard,Yes,Yes,PayPal
1557,12354,1132,73,Express,Yes,Yes,Bank Transfer
1558,12355,1133,98,Store Pickup,Yes,Yes,Cash
1559,12356,1134,36,2-Day Shipping,Yes,Yes,Cash
1561,12357,1135,81,Express,Yes,Yes,Venmo
1562,12358,1136,90,2-Day Shipping,Yes,Yes,Bank Transfer
1563,12359,1137,83,Free Shipping,Yes,Yes,Cash
1564,12360,1138,91,2-Day Shipping,Yes,Yes,Bank Transfer
1565,12361,1139,36,Express,Yes,Yes,Venmo
1567,12362,1140,53,Standard,Yes,Yes,Debit Card
1568,12363,1141,39,Store Pickup,Yes,Yes,Credit Card
1569,12364,1142,33,Next Day Air,Yes,Yes,PayPal
1570,12365,1143,76,Store Pickup,Yes,Yes,Venmo
1571,12366,1144,23,Standard,Yes,Yes,PayPal
1573,12367,1145,54,2-Day Shipping,Yes,Yes,Bank Transfer
1574,12368,1146,89,Express,Yes,Yes,Cash
1575,12369,1147,38,Standard,Yes,Yes,Bank Transfer
1576,12370,1148,36,Next Day Air,Yes,Yes,Debit Card
1577,12371,1149,66,Store Pickup,Yes,Yes,PayPal
1579,12372,1150,42,Store Pickup,Yes,Yes,Venmo
1580,12373,1151,36,Next Day Air,Yes,Yes,Venmo
1581,12374,1152,86,Express,Yes,Yes,Credit Card
1582,12375,1153,49,Standard,Yes,Yes,PayPal
1583,12376,1154,41,Free Shipping,Yes,Yes,Bank Transfer
1585,12377,1155,82,2-Day Shipping,Yes,Yes,Credit Card
1586,12378,1156,53,Express,Yes,Yes,PayPal
1587,12379,1157,21,Express,Yes,Yes,Venmo
1588,12380,1158,66,Standard,Yes,Yes,Cash
1589,12381,1159,89,2-Day Shipping,Yes,Yes,Bank Transfer
1591,12382,1160,55,2-Day Shipping,Yes,Yes,Venmo
1592,12383,1161,42,Next Day Air,Yes,Yes,Venmo
1593,12384,1162,52,2-Day Shipping,Yes,Yes,PayPal
1594,12385,1163,92,Express,Yes,Yes,PayPal
1595,12386,1164,56,2-Day Shipping,Yes,Yes,Debit Card
1597,12387,1165,96,Standard,Yes,Yes,PayPal
1598,12388,1166,64,Next Day Air,Yes,Yes,Venmo
1599,12389,1167,48,Store Pickup,Yes,Yes,Venmo
1600,12390,1168,83,Free Shipping,Yes,Yes,PayPal
1601,12391,1169,91,Standard,Yes,Yes,Debit Card
1603,12392,1170,94,2-Day Shipping,Yes,Yes,Cash
1604,12393,1171,62,Express,Yes,Yes,Cash
1605,12394,1172,55,Next Day Air,Yes,Yes,Debit Card
1606,12395,1173,68,Store Pickup,Yes,Yes,Bank Transfer
1607,12396,1174,76,Express,Yes,Yes,Cash
1609,12397,1175,31,Express,Yes,Yes,Bank Transfer
1610,12398,1176,81,Store Pickup,Yes,Yes,PayPal
1611,12399,1177,83,Free Shipping,Yes,Yes,PayPal
1612,12400,1178,21,Standard,Yes,Yes,Debit Card
1613,12401,1179,22,Express,Yes,Yes,Debit Card
1615,12402,1180,33,Free Shipping,Yes,Yes,Bank Transfer
1616,12403,1181,23,Standard,Yes,Yes,Cash
1617,12404,1182,96,Free Shipping,Yes,Yes,Bank Transfer
1618,12405,1183,21,Express,Yes,Yes,PayPal
1619,12406,1184,39,2-Day Shipping,Yes,Yes,Credit Card
1621,12407,1185,73,Express,Yes,Yes,Credit Card
1622,12408,1186,64,Standard,Yes,Yes,Credit Card
1623,12409,1187,68,2-Day Shipping,Yes,Yes,Credit Card
1624,12410,1188,89,Express,Yes,Yes,Credit Card
1625,12411,1189,29,Next Day Air,Yes,Yes,Credit Card
1627,12412,1190,97,Free Shipping,Yes,Yes,Debit Card
1628,12413,1191,45,Next Day Air,Yes,Yes,Credit Card
1629,12414,1192,70,Free Shipping,Yes,Yes,Venmo
1630,12415,1193,56,2-Day Shipping,Yes,Yes,Venmo
1631,12416,1194,55,2-Day Shipping,Yes,Yes,Credit Card
1633,12417,1195,46,2-Day Shipping,Yes,Yes,Credit Card
1634,12418,1196,95,2-Day Shipping,Yes,Yes,Venmo
1635,12419,1197,88,2-Day Shipping,Yes,Yes,Bank Transfer
1636,12420,1198,92,Standard,Yes,Yes,PayPal
1637,12421,1199,49,2-Day Shipping,Yes,Yes,Cash
1639,12422,1200,89,Free Shipping,Yes,Yes,Debit Card
1640,12423,1201,22,Store Pickup,Yes,Yes,PayPal
1641,12424,1202,61,2-Day Shipping,Yes,Yes,Venmo
1642,12425,1203,29,Standard,Yes,Yes,Venmo
1643,12426,1204,82,Free Shipping,Yes,Yes,Bank Transfer
1645,12427,1205,94,2-Day Shipping,Yes,Yes,Credit Card
1646,12428,1206,99,Standard,Yes,Yes,Bank Transfer
1647,12429,1207,59,Free Shipping,Yes,Yes,Venmo
1648,12430,1208,90,Next Day Air,Yes,Yes,Credit Card
1649,12431,1209,100,2-Day Shipping,Yes,Yes,Debit Card
1651,12432,1210,62,Next Day Air,Yes,Yes,Bank Transfer
1652,12433,1211,78,Next Day Air,Yes,Yes,Cash
1653,12434,1212,94,Store Pickup,Yes,Yes,Venmo
1654,12435,1213,74,Free Shipping,Yes,Yes,Credit Card
1655,12436,1214,52,Express,Yes,Yes,Debit Card
1657,12437,1215,81,Free Shipping,Yes,Yes,Cash
1658,12438,1216,20,2-Day Shipping,Yes,Yes,Credit Card
1659,12439,1217,32,Free Shipping,Yes,Yes,Venmo
1660,12440,1218,63,Free Shipping,Yes,Yes,Cash
1661,12441,1219,79,Store Pickup,Yes,Yes,Cash
1663,12442,1220,23,Next Day Air,Yes,Yes,Credit Card
1664,12443,1221,64,Express,Yes,Yes,Bank Transfer
1665,12444,1222,69,Standard,Yes,Yes,Cash
1666,12445,1223,69,Store Pickup,Yes,Yes,Bank Transfer
1667,12446,1224,24,Free Shipping,Yes,Yes,Bank Transfer
1669,12447,1225,50,Store Pickup,Yes,Yes,Venmo
1670,12448,1226,97,Free Shipping,Yes,Yes,Debit Card
1671,12449,1227,91,Store Pickup,Yes,Yes,Venmo
1672,12450,1228,37,Store Pickup,Yes,Yes,Bank Transfer
1673,12451,1229,55,Express,Yes,Yes,Cash
1675,12452,1230,52,Express,Yes,Yes,Bank Transfer
1676,12453,1231,80,Standard,Yes,Yes,Venmo
1677,12454,1232,79,2-Day Shipping,Yes,Yes,Credit Card
1678,12455,1233,23,Free Shipping,Yes,Yes,Debit Card
1679,12456,1234,73,Next Day Air,Yes,Yes,Venmo
1681,12457,1235,99,Store Pickup,Yes,Yes,Bank Transfer
1682,12458,1236,22,Store Pickup,Yes,Yes,PayPal
1683,12459,1237,68,Store Pickup,Yes,Yes,Debit Card
1684,12460,1238,92,2-Day Shipping,Yes,Yes,Credit Card
1685,12461,1239,77,Express,Yes,Yes,Venmo
1687,12462,1240,37,Standard,Yes,Yes,Debit Card
1688,12463,1241,79,Store Pickup,Yes,Yes,Debit Card
1689,12464,1242,51,Express,Yes,Yes,Credit Card
1690,12465,1243,27,Next Day Air,Yes,Yes,Bank Transfer
1691,12466,1244,23,Store Pickup,Yes,Yes,Debit Card
1693,12467,1245,76,2-Day Shipping,Yes,Yes,Cash
1694,12468,1246,31,Standard,Yes,Yes,Bank Transfer
1695,12469,1247,60,Standard,Yes,Yes,Cash
1696,12470,1248,99,Express,Yes,Yes,Venmo
1697,12471,1249,37,Free Shipping,Yes,Yes,Credit Card
1699,12472,1250,50,Express,Yes,Yes,Venmo
1700,12473,1251,26,Free Shipping,Yes,Yes,Cash
1701,12474,1252,86,Next Day Air,Yes,Yes,Credit Card
1702,12475,1253,41,Standard,Yes,Yes,Cash
1703,12476,1254,23,Express,Yes,Yes,PayPal
1705,12477,1255,56,2-Day Shipping,Yes,Yes,Credit Card
1706,12478,1256,68,Standard,Yes,Yes,Cash
1707,12479,1257,48,Express,Yes,Yes,Cash
1708,12480,1258,67,Free Shipping,Yes,Yes,Cash
1709,12481,1259,87,2-Day Shipping,Yes,Yes,Debit Card
1711,12482,1260,64,Standard,Yes,Yes,Credit Card
1712,12483,1261,93,Store Pickup,Yes,Yes,Debit Card
1713,12484,1262,29,Next Day Air,Yes,Yes,Credit Card
1714,12485,1263,62,Store Pickup,Yes,Yes,Venmo
1715,12486,1264,70,2-Day Shipping,Yes,Yes,Credit Card
1717,12487,1265,92,Next Day Air,Yes,Yes,Venmo
1718,12488,1266,79,Next Day Air,Yes,Yes,Bank Transfer
1719,12489,1267,31,Standard,Yes,Yes,Debit Card
1720,12490,1268,83,Standard,Yes,Yes,Cash
1721,12491,1269,88,Next Day Air,Yes,Yes,Debit Card
1723,12492,1270,53,Standard,Yes,Yes,PayPal
1724,12493,1271,98,Standard,Yes,Yes,Cash
1725,12494,1272,57,Store Pickup,Yes,Yes,PayPal
1726,12495,1273,80,Express,Yes,Yes,Bank Transfer
1727,12496,1274,29,Next Day Air,Yes,Yes,Credit Card
1729,12497,1275,73,2-Day Shipping,Yes,Yes,PayPal
1730,12498,1276,32,Standard,Yes,Yes,PayPal
1731,12499,1277,68,Next Day Air,Yes,Yes,Bank Transfer
1732,12500,1278,97,Express,Yes,Yes,Venmo
1733,12501,1279,98,Next Day Air,Yes,Yes,Venmo
1735,12502,1280,56,Express,Yes,Yes,Debit Card
1736,12503,1281,78,2-Day Shipping,Yes,Yes,Venmo
1737,12504,1282,81,Store Pickup,Yes,Yes,Venmo
1738,12505,1283,68,Free Shipping,Yes,Yes,Venmo
1739,12506,1284,94,2-Day Shipping,Yes,Yes,Debit Card
1741,12507,1285,93,Express,Yes,Yes,PayPal
1742,12508,1286,99,Next Day Air,Yes,Yes,Bank Transfer
1743,12509,1287,49,Next Day Air,Yes,Yes,Debit Card
1744,12510,1288,28,Standard,Yes,Yes,PayPal
1745,12511,1289,93,Standard,Yes,Yes,PayPal
1747,12512,1290,24,Next Day Air,Yes,Yes,PayPal
1748,12513,1291,35,Free Shipping,Yes,Yes,PayPal
1749,12514,1292,68,2-Day Shipping,Yes,Yes,Debit Card
1750,12515,1293,61,Free Shipping,Yes,Yes,Bank Transfer
1751,12516,1294,74,Standard,Yes,Yes,Debit Card
1753,12517,1295,64,Standard,Yes,Yes,Cash
1754,12518,1296,60,Standard,Yes,Yes,PayPal
1755,12519,1297,29,Express,Yes,Yes,Cash
1756,12520,1298,85,Standard,Yes,Yes,Venmo
1757,12521,1299,81,Free Shipping,Yes,Yes,Bank Transfer
1759,12522,1300,23,2-Day Shipping,Yes,Yes,Venmo
1760,12523,1301,100,Next Day Air,Yes,Yes,Credit Card
1761,12524,1302,54,Express,Yes,Yes,Debit Card
1762,12525,1303,25,Next Day Air,Yes,Yes,Credit Card
1763,12526,1304,32,Next Day Air,Yes,Yes,Credit Card
1765,12527,1305,63,2-Day Shipping,Yes,Yes,PayPal
1766,12528,1306,56,Express,Yes,Yes,PayPal
1767,12529,1307,33,Next Day Air,Yes,Yes,PayPal
1768,12530,1308,32,Express,Yes,Yes,PayPal
1769,12531,1309,38,Next Day Air,Yes,Yes,Credit Card
1771,12532,1310,21,Store Pickup,Yes,Yes,Cash
1772,12533,1311,59,Store Pickup,Yes,Yes,Credit Card
1773,12534,1312,87,Express,Yes,Yes,Venmo
1774,12535,1313,79,Store Pickup,Yes,Yes,Bank Transfer
1775,12536,1314,28,Free Shipping,Yes,Yes,Credit Card
1777,12537,1315,67,Free Shipping,Yes,Yes,Debit Card
1778,12538,1316,75,2-Day Shipping,Yes,Yes,Debit Card
1779,12539,1317,32,Standard,Yes,Yes,Debit Card
1780,12540,1318,43,Free Shipping,Yes,Yes,Cash
1781,12541,1319,93,Express,Yes,Yes,Credit Card
1783,12542,1320,24,Standard,Yes,Yes,Bank Transfer
1784,12543,1321,31,Free Shipping,Yes,Yes,Debit Card
1785,12544,1322,84,Express,Yes,Yes,Bank Transfer
1786,12545,1323,74,Next Day Air,Yes,Yes,Bank Transfer
1787,12546,1324,62,Standard,Yes,Yes,Debit Card
1789,12547,1325,77,Free Shipping,Yes,Yes,Credit Card
1790,12548,1326,73,Express,Yes,Yes,Cash
1791,12549,1327,50,Free Shipping,Yes,Yes,Cash
1792,12550,1328,40,Standard,Yes,Yes,Cash
1793,12551,1329,97,Standard,Yes,Yes,Bank Transfer
1795,12552,1330,63,Express,Yes,Yes,PayPal
1796,12553,1331,65,Standard,Yes,Yes,PayPal
1797,12554,1332,91,Standard,Yes,Yes,PayPal
1798,12555,1333,60,Store Pickup,Yes,Yes,Bank Transfer
1799,12556,1334,69,Next Day Air,Yes,Yes,Bank Transfer
1801,12557,1335,52,Store Pickup,Yes,Yes,Venmo
1802,12558,1336,49,2-Day Shipping,Yes,Yes,Credit Card
1803,12559,1337,85,Store Pickup,Yes,Yes,Debit Card
1804,12560,1338,86,Express,Yes,Yes,Credit Card
1805,12561,1339,51,Standard,Yes,Yes,PayPal
1807,12562,1340,56,Next Day Air,Yes,Yes,Bank Transfer
1808,12563,1341,72,Next Day Air,Yes,Yes,Debit Card
1809,12564,1342,27,Standard,Yes,Yes,Bank Transfer
1810,12565,1343,43,2-Day Shipping,Yes,Yes,Bank Transfer
1811,12566,1344,56,Standard,Yes,Yes,Bank Transfer
1813,12567,1345,37,Next Day Air,Yes,Yes,Cash
1814,12568,1346,21,Standard,Yes,Yes,Venmo
1815,12569,1347,91,Free Shipping,Yes,Yes,Venmo
1816,12570,1348,95,2-Day Shipping,Yes,Yes,Bank Transfer
1817,12571,1349,54,Standard,Yes,Yes,Credit Card
1819,12572,1350,36,Next Day Air,Yes,Yes,Cash
1820,12573,1351,71,Next Day Air,Yes,Yes,Cash
1821,12574,1352,31,2-Day Shipping,Yes,Yes,Bank Transfer
1822,12575,1353,89,Next Day Air,Yes,Yes,Credit Card
1823,12576,1354,83,Next Day Air,Yes,Yes,Cash
1825,12577,1355,42,2-Day Shipping,Yes,Yes,Bank Transfer
1826,12578,1356,91,2-Day Shipping,Yes,Yes,PayPal
1827,12579,1357,61,Free Shipping,Yes,Yes,Bank Transfer
1828,12580,1358,66,Next Day Air,Yes,Yes,Cash
1829,12581,1359,22,Store Pickup,Yes,Yes,Venmo
1831,12582,1360,68,Store Pickup,Yes,Yes,Bank Transfer
1832,12583,1361,43,Express,Yes,Yes,Bank Transfer
1833,12584,1362,32,Next Day Air,Yes,Yes,Debit Card
1834,12585,1363,46,Express,Yes,Yes,Cash
1835,12586,1364,90,Express,Yes,Yes,PayPal
1837,12587,1365,75,Express,Yes,Yes,Cash
1838,12588,1366,69,Store Pickup,Yes,Yes,Bank Transfer
1839,12589,1367,40,Free Shipping,Yes,Yes,Credit Card
1840,12590,1368,63,Express,Yes,Yes,Cash
1841,12591,1369,36,Express,Yes,Yes,Cash
1843,12592,1370,75,Standard,Yes,Yes,Venmo
1844,12593,1371,67,2-Day Shipping,Yes,Yes,Bank Transfer
1845,12594,1372,64,Store Pickup,Yes,Yes,Credit Card
1846,12595,1373,61,2-Day Shipping,Yes,Yes,PayPal
1847,12596,1374,40,Store Pickup,Yes,Yes,Cash
1849,12597,1375,97,Free Shipping,Yes,Yes,Bank Transfer
1850,12598,1376,31,2-Day Shipping,Yes,Yes,Credit Card
1851,12599,1377,65,Free Shipping,Yes,Yes,PayPal
1852,12600,1378,54,Next Day Air,Yes,Yes,Venmo
1853,12601,1379,49,Free Shipping,Yes,Yes,Venmo
1855,12602,1380,64,2-Day Shipping,Yes,Yes,Venmo
1856,12603,1381,35,Standard,Yes,Yes,Cash
1857,12604,1382,86,Standard,Yes,Yes,Venmo
1858,12605,1383,55,Express,Yes,Yes,Bank Transfer
1859,12606,1384,58,Express,Yes,Yes,Venmo
1861,12607,1385,96,Standard,Yes,Yes,Bank Transfer
1862,12608,1386,64,Store Pickup,Yes,Yes,Bank Transfer
1863,12609,1387,56,Next Day Air,Yes,Yes,Debit Card
1864,12610,1388,85,Standard,Yes,Yes,Credit Card
1865,12611,1389,23,Express,Yes,Yes,Cash
1867,12612,1390,72,Store Pickup,Yes,Yes,Debit Card
1868,12613,1391,38,Standard,Yes,Yes,Debit Card
1869,12614,1392,29,Express,Yes,Yes,Credit Card
1870,12615,1393,46,Express,Yes,Yes,Venmo
1871,12616,1394,58,Express,Yes,Yes,PayPal
1873,12617,1395,43,Next Day Air,Yes,Yes,Cash
1874,12618,1396,32,Next Day Air,Yes,Yes,PayPal
1875,12619,1397,30,Next Day Air,Yes,Yes,Debit Card
1876,12620,1398,67,Store Pickup,Yes,Yes,PayPal
1877,12621,1399,45,Free Shipping,Yes,Yes,Credit Card
1879,12622,1400,81,Store Pickup,Yes,Yes,Venmo
1880,12623,1401,23,Next Day Air,Yes,Yes,Credit Card
1881,12624,1402,59,2-Day Shipping,Yes,Yes,PayPal
1882,12625,1403,21,Express,Yes,Yes,PayPal
1883,12626,1404,20,Store Pickup,Yes,Yes,Credit Card
1885,12627,1405,28,Next Day Air,Yes,Yes,Debit Card
1886,12628,1406,100,Store Pickup,Yes,Yes,Credit Card
1887,12629,1407,46,Express,Yes,Yes,Debit Card
1888,12630,1408,61,Express,Yes,Yes,Credit Card
1889,12631,1409,58,Free Shipping,Yes,Yes,Venmo
1891,12632,1410,50,Standard,Yes,Yes,Cash
1892,12633,1411,93,Store Pickup,Yes,Yes,Debit Card
1893,12634,1412,24,Store Pickup,Yes,Yes,Venmo
1894,12635,1413,100,2-Day Shipping,Yes,Yes,Venmo
1895,12636,1414,79,Store Pickup,Yes,Yes,Bank Transfer
1897,12637,1415,51,Store Pickup,Yes,Yes,Credit Card
1898,12638,1416,90,Free Shipping,Yes,Yes,Credit Card
1899,12639,1417,56,Free Shipping,Yes,Yes,Cash
1900,12640,1418,25,Standard,Yes,Yes,Debit Card
1901,12641,1419,75,2-Day Shipping,Yes,Yes,Venmo
1903,12642,1420,75,Free Shipping,Yes,Yes,Debit Card
1904,12643,1421,53,Store Pickup,Yes,Yes,PayPal
1905,12644,1422,100,Standard,Yes,Yes,Bank Transfer
1906,12645,1423,27,Free Shipping,Yes,Yes,PayPal
1907,12646,1424,60,Free Shipping,Yes,Yes,Venmo
1909,12647,1425,23,Standard,Yes,Yes,Bank Transfer
1910,12648,1426,40,Next Day Air,Yes,Yes,Credit Card
1911,12649,1427,38,Free Shipping,Yes,Yes,PayPal
1912,12650,1428,90,Store Pickup,Yes,Yes,Credit Card
1913,12651,1429,97,Express,Yes,Yes,PayPal
