customer_id,customer_age,customer_gender,product_id,product_item ,product_category,purchase_id,purchase_amount,customer_location,product_size,product_colour,product_season,product_rating,customer_subscription,purchase_shipping type,purchase_discount,purchase_promocode,customer_purchase count,purchase_payment type,customer_purchase frequency,purchase_date
1122,63,Male,1122,T-shirt,Clothing,"1,545",$58.00,Florida,XL,Peach,Fall,3.2,No,Express,Yes,Yes,25,Cash,Quarterly,2025-10-25
1123,70,Male,1123,Handbag,Accessories,"1,546",$62.00,North Carolina,S,Charcoal,Spring,4.3,No,2-Day Shipping,Yes,Yes,12,Credit Card,Annually,2025-03-21
1124,36,Male,1124,Hat,Accessories,"1,547",$67.00,Massachusetts,S,Purple,Fall,2.5,No,Store Pickup,Yes,Yes,38,Cash,Monthly,2025-10-02
1125,42,Male,1125,Sweater,Clothing,"1,549",$20.00,Iowa,M,Orange,Spring,4.9,No,Express,Yes,Yes,40,Cash,Quarterly,2025-05-14
1126,27,Male,1126,Sandals,Footwear,"1,550",$90.00,North Dakota,M,Lavender,Summer,2.7,No,2-Day Shipping,Yes,Yes,10,Bank Transfer,Weekly,2025-08-27
1127,23,Male,1127,Scarf,Accessories,"1,551",$58.00,Iowa,L,Beige,Winter,3.4,No,Standard,Yes,Yes,47,Venmo,Fortnightly,2025-02-04
1128,50,Male,1128,Shirt,Clothing,"1,552",$53.00,Delaware,XL,Maroon,Spring,4.8,No,Store Pickup,Yes,Yes,22,Debit Card,Monthly,2025-03-15
1129,56,Male,1129,Gloves,Accessories,"1,553",$30.00,New York,L,Charcoal,Winter,4.7,No,Next Day Air,Yes,Yes,35,Debit Card,Monthly,2025-12-05
1130,37,Male,1130,Hoodie,Clothing,"1,555",$65.00,New Hampshire,XL,White,Winter,4.7,No,Express,Yes,Yes,46,Venmo,Fortnightly,2025-12-17
1131,67,Male,1131,Jewelry,Accessories,"1,556",$41.00,Kentucky,M,Lavender,Summer,3.9,No,Standard,Yes,Yes,30,PayPal,Bi-Weekly,2025-08-14
1132,67,Male,1132,Shirt,Clothing,"1,557",$73.00,Illinois,M,Black,Spring,3.7,No,Express,Yes,Yes,20,Bank Transfer,Monthly,2025-03-02
1133,50,Male,1133,Hoodie,Clothing,"1,558",$98.00,North Carolina,S,Teal,Spring,4.3,No,Store Pickup,Yes,Yes,25,Cash,Fortnightly,2025-03-14
1134,36,Male,1134,Shoes,Footwear,"1,559",$36.00,Connecticut,XL,Magenta,Winter,4.1,No,2-Day Shipping,Yes,Yes,29,Cash,Weekly,2025-12-26
1135,62,Male,1135,T-shirt,Clothing,"1,561",$81.00,Wisconsin,M,Brown,Summer,4.6,No,Express,Yes,Yes,2,Venmo,Every 3 Months,2025-07-24
1136,65,Male,1136,Skirt,Clothing,"1,562",$90.00,Massachusetts,L,Peach,Winter,3.6,No,2-Day Shipping,Yes,Yes,32,Bank Transfer,Quarterly,2025-12-13
1137,23,Male,1137,Handbag,Accessories,"1,563",$83.00,Illinois,S,Cyan,Summer,4.8,No,Free Shipping,Yes,Yes,37,Cash,Monthly,2025-06-17
1138,46,Male,1138,Shirt,Clothing,"1,564",$91.00,New Mexico,XL,Pink,Winter,2.8,No,2-Day Shipping,Yes,Yes,16,Bank Transfer,Every 3 Months,2025-02-21
1139,18,Male,1139,Pants,Clothing,"1,565",$36.00,Iowa,M,Purple,Summer,4.7,No,Express,Yes,Yes,32,Venmo,Fortnightly,2025-08-26
1140,58,Male,1140,Coat,Outerwear,"1,567",$53.00,Alabama,L,Purple,Spring,3.9,No,Standard,Yes,Yes,42,Debit Card,Bi-Weekly,2025-04-04
1141,31,Male,1141,Jeans,Clothing,"1,568",$39.00,Maryland,M,White,Winter,2.6,No,Store Pickup,Yes,Yes,6,Credit Card,Every 3 Months,2025-12-14
1142,39,Male,1142,Gloves,Accessories,"1,569",$33.00,Ohio,S,Silver,Winter,4.7,No,Next Day Air,Yes,Yes,23,PayPal,Fortnightly,2025-12-13
1143,69,Male,1143,T-shirt,Clothing,"1,570",$76.00,Ohio,L,Green,Spring,3.5,No,Store Pickup,Yes,Yes,27,Venmo,Bi-Weekly,2025-04-03
1144,68,Male,1144,Boots,Footwear,"1,571",$23.00,Nevada,L,Teal,Winter,4.4,No,Standard,Yes,Yes,43,PayPal,Quarterly,2025-01-24
1145,41,Male,1145,Jeans,Clothing,"1,573",$54.00,South Carolina,S,Indigo,Fall,4.4,No,2-Day Shipping,Yes,Yes,25,Bank Transfer,Fortnightly,2025-09-06
1146,31,Male,1146,Sneakers,Footwear,"1,574",$89.00,Nevada,L,Pink,Summer,3,No,Express,Yes,Yes,30,Cash,Every 3 Months,2025-07-27
1147,48,Male,1147,Sneakers,Footwear,"1,575",$38.00,Wisconsin,M,Indigo,Summer,4.2,No,Standard,Yes,Yes,7,Bank Transfer,Every 3 Months,2025-08-16
1148,59,Male,1148,Hat,Accessories,"1,576",$36.00,Tennessee,XL,Red,Winter,4.3,No,Next Day Air,Yes,Yes,17,Debit Card,Annually,2025-01-20
1149,34,Male,1149,Pants,Clothing,"1,577",$66.00,Florida,M,Violet,Spring,2.6,No,Store Pickup,Yes,Yes,10,PayPal,Fortnightly,2025-05-03
1150,21,Male,1150,Jewelry,Accessories,"1,579",$42.00,Georgia,L,Cyan,Spring,3.3,No,Store Pickup,Yes,Yes,40,Venmo,Annually,2025-03-18
1151,29,Male,1151,Jewelry,Accessories,"1,580",$36.00,Kentucky,S,Red,Winter,2.7,No,Next Day Air,Yes,Yes,50,Venmo,Bi-Weekly,2025-01-19
1152,41,Male,1152,Blouse,Clothing,"1,581",$86.00,Ohio,M,Gray,Spring,4.2,No,Express,Yes,Yes,24,Credit Card,Weekly,2025-03-19
1153,62,Male,1153,Handbag,Accessories,"1,582",$49.00,Connecticut,M,Gold,Fall,4,No,Standard,Yes,Yes,8,PayPal,Every 3 Months,2025-10-08
1154,27,Male,1154,Shirt,Clothing,"1,583",$41.00,Idaho,M,Pink,Summer,4,No,Free Shipping,Yes,Yes,6,Bank Transfer,Quarterly,2025-07-19
1155,49,Male,1155,Dress,Clothing,"1,585",$82.00,Georgia,L,Cyan,Spring,2.9,No,2-Day Shipping,Yes,Yes,44,Credit Card,Bi-Weekly,2025-04-07
1156,67,Male,1156,T-shirt,Clothing,"1,586",$53.00,Tennessee,S,Red,Fall,2.6,No,Express,Yes,Yes,47,PayPal,Quarterly,2025-11-04
1157,20,Male,1157,Shoes,Footwear,"1,587",$21.00,Hawaii,M,Gold,Summer,4.8,No,Express,Yes,Yes,6,Venmo,Every 3 Months,2025-06-26
1158,37,Male,1158,Belt,Accessories,"1,588",$66.00,Maryland,M,Charcoal,Fall,4.4,No,Standard,Yes,Yes,11,Cash,Quarterly,2025-10-19
1159,69,Male,1159,Belt,Accessories,"1,589",$89.00,Nevada,L,Orange,Summer,4,No,2-Day Shipping,Yes,Yes,41,Bank Transfer,Annually,2025-08-12
1160,66,Male,1160,Handbag,Accessories,"1,591",$55.00,New Hampshire,L,Blue,Fall,3.6,No,2-Day Shipping,Yes,Yes,46,Venmo,Every 3 Months,2025-11-08
1161,37,Male,1161,Scarf,Accessories,"1,592",$42.00,North Dakota,S,Blue,Summer,3.2,No,Next Day Air,Yes,Yes,9,Venmo,Bi-Weekly,2025-06-26
1162,63,Male,1162,Shorts,Clothing,"1,593",$52.00,Oklahoma,S,Orange,Fall,3.1,No,2-Day Shipping,Yes,Yes,37,PayPal,Monthly,2025-11-02
1163,47,Male,1163,Sandals,Footwear,"1,594",$92.00,North Carolina,M,Blue,Winter,4.2,No,Express,Yes,Yes,13,PayPal,Weekly,2025-12-10
1164,26,Male,1164,Pants,Clothing,"1,595",$56.00,Tennessee,L,White,Summer,3,No,2-Day Shipping,Yes,Yes,24,Debit Card,Monthly,2025-08-28
1165,68,Male,1165,Dress,Clothing,"1,597",$96.00,Montana,M,Green,Winter,4.2,No,Standard,Yes,Yes,47,PayPal,Quarterly,2025-12-20
1166,51,Male,1166,T-shirt,Clothing,"1,598",$64.00,Wisconsin,M,Silver,Winter,2.9,No,Next Day Air,Yes,Yes,21,Venmo,Every 3 Months,2025-01-21
1167,48,Male,1167,Dress,Clothing,"1,599",$48.00,Connecticut,S,Lavender,Winter,3.7,No,Store Pickup,Yes,Yes,22,Venmo,Fortnightly,2025-02-10
1168,60,Male,1168,Socks,Clothing,"1,600",$83.00,New Jersey,XL,Beige,Summer,3.6,No,Free Shipping,Yes,Yes,16,PayPal,Quarterly,2025-06-14
1169,68,Male,1169,Scarf,Accessories,"1,601",$91.00,Mississippi,L,Violet,Summer,3.6,No,Standard,Yes,Yes,37,Debit Card,Fortnightly,2025-06-20
1170,25,Male,1170,Backpack,Accessories,"1,603",$94.00,Wyoming,S,Gray,Fall,4.5,No,2-Day Shipping,Yes,Yes,3,Cash,Annually,2025-09-15
1171,57,Male,1171,Skirt,Clothing,"1,604",$62.00,Illinois,S,Red,Spring,3.2,No,Express,Yes,Yes,33,Cash,Bi-Weekly,2025-04-15
1172,41,Male,1172,Socks,Clothing,"1,605",$55.00,Louisiana,M,Lavender,Spring,3.9,No,Next Day Air,Yes,Yes,15,Debit Card,Annually,2025-05-05
1173,59,Male,1173,Coat,Outerwear,"1,606",$68.00,Oregon,L,Peach,Spring,4.6,No,Store Pickup,Yes,Yes,42,Bank Transfer,Bi-Weekly,2025-05-01
1174,44,Male,1174,Jewelry,Accessories,"1,607",$76.00,South Dakota,M,Indigo,Winter,2.5,No,Express,Yes,Yes,42,Cash,Bi-Weekly,2025-02-07
1175,42,Male,1175,Backpack,Accessories,"1,609",$31.00,Michigan,M,Black,Winter,4.3,No,Express,Yes,Yes,19,Bank Transfer,Bi-Weekly,2025-02-05
1176,35,Male,1176,Belt,Accessories,"1,610",$81.00,New Jersey,M,Beige,Spring,4.1,No,Store Pickup,Yes,Yes,26,PayPal,Quarterly,2025-03-20
1177,36,Male,1177,Dress,Clothing,"1,611",$83.00,Oregon,M,Red,Winter,4.6,No,Free Shipping,Yes,Yes,39,PayPal,Quarterly,2025-12-16
1178,54,Male,1178,Skirt,Clothing,"1,612",$21.00,Iowa,M,Black,Spring,4.8,No,Standard,Yes,Yes,24,Debit Card,Monthly,2025-05-17
1179,37,Male,1179,Dress,Clothing,"1,613",$22.00,South Carolina,M,Teal,Spring,4.9,No,Express,Yes,Yes,23,Debit Card,Annually,2025-05-11
1180,20,Male,1180,T-shirt,Clothing,"1,615",$33.00,Indiana,M,Blue,Summer,2.8,No,Free Shipping,Yes,Yes,44,Bank Transfer,Annually,2025-06-11
1181,23,Male,1181,Skirt,Clothing,"1,616",$23.00,Oregon,S,Beige,Spring,4.9,No,Standard,Yes,Yes,34,Cash,Monthly,2025-04-01
1182,61,Male,1182,Shorts,Clothing,"1,617",$96.00,New York,L,Teal,Summer,3.5,No,Free Shipping,Yes,Yes,43,Bank Transfer,Quarterly,2025-07-19
1183,37,Male,1183,Jewelry,Accessories,"1,618",$21.00,New Mexico,M,Maroon,Spring,3.8,No,Express,Yes,Yes,45,PayPal,Quarterly,2025-04-27
1184,23,Male,1184,Pants,Clothing,"1,619",$39.00,Louisiana,M,Yellow,Spring,4.5,No,2-Day Shipping,Yes,Yes,4,Credit Card,Weekly,2025-04-12
1185,63,Male,1185,Belt,Accessories,"1,621",$73.00,South Carolina,S,Indigo,Fall,3.4,No,Express,Yes,Yes,19,Credit Card,Annually,2025-10-05
1186,47,Male,1186,Jeans,Clothing,"1,622",$64.00,Maine,M,Magenta,Spring,3.9,No,Standard,Yes,Yes,29,Credit Card,Monthly,2025-05-04
1187,63,Male,1187,Jeans,Clothing,"1,623",$68.00,Indiana,M,Beige,Summer,4.1,No,2-Day Shipping,Yes,Yes,27,Credit Card,Annually,2025-08-18
1188,56,Male,1188,Hat,Accessories,"1,624",$89.00,Iowa,L,Maroon,Fall,3,No,Express,Yes,Yes,37,Credit Card,Every 3 Months,2025-09-21
1189,68,Male,1189,Blouse,Clothing,"1,625",$29.00,Mississippi,M,Magenta,Summer,3.3,No,Next Day Air,Yes,Yes,11,Credit Card,Weekly,2025-06-19
1190,64,Male,1190,Shirt,Clothing,"1,627",$97.00,Arkansas,XL,Teal,Summer,4.9,No,Free Shipping,Yes,Yes,28,Debit Card,Annually,2025-06-13
1191,62,Male,1191,Shirt,Clothing,"1,628",$45.00,South Carolina,M,Orange,Winter,4.3,No,Next Day Air,Yes,Yes,31,Credit Card,Weekly,2025-01-13
1192,34,Male,1192,T-shirt,Clothing,"1,629",$70.00,Indiana,L,Charcoal,Winter,4.1,No,Free Shipping,Yes,Yes,50,Venmo,Quarterly,2025-01-13
1193,49,Male,1193,Coat,Outerwear,"1,630",$56.00,Florida,M,Turquoise,Summer,4,No,2-Day Shipping,Yes,Yes,42,Venmo,Quarterly,2025-06-01
1194,40,Male,1194,Jacket,Outerwear,"1,631",$55.00,Alaska,L,Pink,Fall,5,No,2-Day Shipping,Yes,Yes,18,Credit Card,Fortnightly,2025-09-03
1195,50,Male,1195,Hoodie,Clothing,"1,633",$46.00,New York,S,Teal,Winter,3.1,No,2-Day Shipping,Yes,Yes,6,Credit Card,Fortnightly,2025-01-11
1196,25,Male,1196,Scarf,Accessories,"1,634",$95.00,Texas,M,White,Winter,4,No,2-Day Shipping,Yes,Yes,33,Venmo,Monthly,2025-02-28
1197,30,Male,1197,Belt,Accessories,"1,635",$88.00,North Dakota,M,Maroon,Winter,3.2,No,2-Day Shipping,Yes,Yes,13,Bank Transfer,Bi-Weekly,2025-12-27
1198,54,Male,1198,Sneakers,Footwear,"1,636",$92.00,Vermont,L,Violet,Fall,3.9,No,Standard,Yes,Yes,26,PayPal,Annually,2025-11-26
1199,40,Male,1199,Socks,Clothing,"1,637",$49.00,New Jersey,M,Brown,Summer,3.9,No,2-Day Shipping,Yes,Yes,17,Cash,Annually,2025-06-01
1200,49,Male,1200,Sandals,Footwear,"1,639",$89.00,Maryland,M,Indigo,Fall,4.5,No,Free Shipping,Yes,Yes,3,Debit Card,Weekly,2025-09-17
1201,27,Male,1201,Coat,Outerwear,"1,640",$22.00,Connecticut,XL,Black,Winter,4.4,No,Store Pickup,Yes,Yes,7,PayPal,Weekly,2025-01-04
1202,27,Male,1202,Shoes,Footwear,"1,641",$61.00,Illinois,XL,Black,Summer,3.1,No,2-Day Shipping,Yes,Yes,46,Venmo,Fortnightly,2025-07-23
1203,48,Male,1203,Scarf,Accessories,"1,642",$29.00,Maryland,S,Olive,Spring,2.9,No,Standard,Yes,Yes,14,Venmo,Every 3 Months,2025-05-09
1204,40,Male,1204,Sneakers,Footwear,"1,643",$82.00,Minnesota,M,Orange,Winter,3.7,No,Free Shipping,Yes,Yes,23,Bank Transfer,Annually,2025-12-04
1205,67,Male,1205,Belt,Accessories,"1,645",$94.00,Florida,M,Pink,Spring,3.2,No,2-Day Shipping,Yes,Yes,20,Credit Card,Every 3 Months,2025-04-19
1206,52,Male,1206,Handbag,Accessories,"1,646",$99.00,California,M,Olive,Spring,3.5,No,Standard,Yes,Yes,38,Bank Transfer,Fortnightly,2025-03-15
1207,22,Male,1207,Handbag,Accessories,"1,647",$59.00,Mississippi,S,Cyan,Fall,3,No,Free Shipping,Yes,Yes,16,Venmo,Every 3 Months,2025-09-10
1208,62,Male,1208,Boots,Footwear,"1,648",$90.00,Washington,M,White,Summer,4.1,No,Next Day Air,Yes,Yes,48,Credit Card,Every 3 Months,2025-07-25
1209,20,Male,1209,Boots,Footwear,"1,649",$100.00,Wisconsin,S,Red,Winter,2.9,No,2-Day Shipping,Yes,Yes,8,Debit Card,Annually,2025-02-17
1210,41,Male,1210,Pants,Clothing,"1,651",$62.00,Pennsylvania,M,Blue,Winter,3.8,No,Next Day Air,Yes,Yes,16,Bank Transfer,Monthly,2025-12-05
1211,34,Male,1211,Sunglasses,Accessories,"1,652",$78.00,Missouri,M,Olive,Fall,4.1,No,Next Day Air,Yes,Yes,5,Cash,Quarterly,2025-09-08
1212,23,Male,1212,Hoodie,Clothing,"1,653",$94.00,Oklahoma,M,Green,Spring,4.6,No,Store Pickup,Yes,Yes,14,Venmo,Every 3 Months,2025-05-20
1213,32,Male,1213,Shoes,Footwear,"1,654",$74.00,Pennsylvania,M,Yellow,Summer,2.5,No,Free Shipping,Yes,Yes,18,Credit Card,Weekly,2025-08-18
1214,68,Male,1214,Handbag,Accessories,"1,655",$52.00,Kentucky,XL,Black,Spring,3.7,No,Express,Yes,Yes,14,Debit Card,Every 3 Months,2025-04-21
1215,30,Male,1215,Jacket,Outerwear,"1,657",$81.00,Vermont,M,Blue,Fall,3.8,No,Free Shipping,Yes,Yes,5,Cash,Every 3 Months,2025-11-17
1216,66,Male,1216,Blouse,Clothing,"1,658",$20.00,Oregon,L,Pink,Winter,2.6,No,2-Day Shipping,Yes,Yes,15,Credit Card,Every 3 Months,2025-02-19
1217,62,Male,1217,Pants,Clothing,"1,659",$32.00,Utah,XL,Lavender,Summer,3.7,No,Free Shipping,Yes,Yes,3,Venmo,Every 3 Months,2025-08-08
1218,50,Male,1218,Boots,Footwear,"1,660",$63.00,Nebraska,XL,Cyan,Fall,2.6,No,Free Shipping,Yes,Yes,12,Cash,Every 3 Months,2025-11-24
1219,55,Male,1219,Boots,Footwear,"1,661",$79.00,Pennsylvania,M,Cyan,Spring,3.1,No,Store Pickup,Yes,Yes,43,Cash,Every 3 Months,2025-03-10
1220,19,Male,1220,Sweater,Clothing,"1,663",$23.00,Vermont,M,Gold,Winter,2.5,No,Next Day Air,Yes,Yes,35,Credit Card,Bi-Weekly,2025-01-11
1221,67,Male,1221,Gloves,Accessories,"1,664",$64.00,Kentucky,M,Green,Winter,4.9,No,Express,Yes,Yes,36,Bank Transfer,Quarterly,2025-12-05
1222,18,Male,1222,Socks,Clothing,"1,665",$69.00,Iowa,M,Red,Winter,4.5,No,Standard,Yes,Yes,3,Cash,Quarterly,2025-12-07
1223,58,Male,1223,Jeans,Clothing,"1,666",$69.00,Indiana,L,Magenta,Fall,3.4,No,Store Pickup,Yes,Yes,27,Bank Transfer,Annually,2025-10-27
1224,69,Male,1224,Pants,Clothing,"1,667",$24.00,Kansas,L,Red,Winter,3.9,No,Free Shipping,Yes,Yes,21,Bank Transfer,Weekly,2025-12-10
1225,62,Male,1225,Shorts,Clothing,"1,669",$50.00,Illinois,M,Yellow,Summer,3.7,No,Store Pickup,Yes,Yes,18,Venmo,Weekly,2025-08-17
1226,28,Male,1226,Gloves,Accessories,"1,670",$97.00,North Carolina,S,Turquoise,Fall,2.6,No,Free Shipping,Yes,Yes,16,Debit Card,Weekly,2025-11-12
1227,53,Male,1227,Sandals,Footwear,"1,671",$91.00,Ohio,S,Cyan,Fall,3.4,No,Store Pickup,Yes,Yes,18,Venmo,Bi-Weekly,2025-10-25
1228,27,Male,1228,Blouse,Clothing,"1,672",$37.00,Illinois,L,Yellow,Spring,4.9,No,Store Pickup,Yes,Yes,19,Bank Transfer,Bi-Weekly,2025-04-19
1229,55,Male,1229,Jacket,Outerwear,"1,673",$55.00,Indiana,S,Yellow,Winter,3.9,No,Express,Yes,Yes,1,Cash,Annually,2025-01-23
1230,34,Male,1230,Jewelry,Accessories,"1,675",$52.00,Kansas,XL,Maroon,Winter,3.6,No,Express,Yes,Yes,39,Bank Transfer,Annually,2025-01-25
1231,25,Male,1231,Hat,Accessories,"1,676",$80.00,Illinois,L,Brown,Spring,4.6,No,Standard,Yes,Yes,49,Venmo,Monthly,2025-03-13
1232,66,Male,1232,Socks,Clothing,"1,677",$79.00,Pennsylvania,M,Gold,Spring,4,No,2-Day Shipping,Yes,Yes,43,Credit Card,Fortnightly,2025-04-02
1233,57,Male,1233,Handbag,Accessories,"1,678",$23.00,New York,M,Charcoal,Summer,3.6,No,Free Shipping,Yes,Yes,31,Debit Card,Every 3 Months,2025-08-01
1234,46,Male,1234,Pants,Clothing,"1,679",$73.00,Utah,L,Beige,Winter,3.5,No,Next Day Air,Yes,Yes,40,Venmo,Every 3 Months,2025-02-07
1235,38,Male,1235,Gloves,Accessories,"1,681",$99.00,New Jersey,M,Indigo,Fall,4.1,No,Store Pickup,Yes,Yes,2,Bank Transfer,Bi-Weekly,2025-10-28
1236,23,Male,1236,Sweater,Clothing,"1,682",$22.00,Idaho,M,Red,Spring,3,No,Store Pickup,Yes,Yes,46,PayPal,Every 3 Months,2025-05-12
1237,42,Male,1237,Hat,Accessories,"1,683",$68.00,New Mexico,M,White,Summer,4.4,No,Store Pickup,Yes,Yes,35,Debit Card,Every 3 Months,2025-07-25
1238,25,Male,1238,Dress,Clothing,"1,684",$92.00,Michigan,S,Charcoal,Spring,4.4,No,2-Day Shipping,Yes,Yes,42,Credit Card,Quarterly,2025-03-09
1239,55,Male,1239,Pants,Clothing,"1,685",$77.00,Wyoming,M,Violet,Winter,3.7,No,Express,Yes,Yes,3,Venmo,Fortnightly,2025-12-07
1240,62,Male,1240,Coat,Outerwear,"1,687",$37.00,New Jersey,XL,Magenta,Spring,4.8,No,Standard,Yes,Yes,32,Debit Card,Every 3 Months,2025-03-13
1241,41,Male,1241,Scarf,Accessories,"1,688",$79.00,New Jersey,L,White,Winter,2.9,No,Store Pickup,Yes,Yes,48,Debit Card,Annually,2025-12-15
1242,58,Male,1242,Hoodie,Clothing,"1,689",$51.00,Hawaii,XL,Pink,Winter,3.1,No,Express,Yes,Yes,34,Credit Card,Weekly,2025-12-07
1243,56,Male,1243,Socks,Clothing,"1,690",$27.00,Nevada,M,Lavender,Summer,4,No,Next Day Air,Yes,Yes,15,Bank Transfer,Quarterly,2025-07-27
1244,25,Male,1244,Blouse,Clothing,"1,691",$23.00,New Hampshire,S,Pink,Spring,3,No,Store Pickup,Yes,Yes,22,Debit Card,Annually,2025-04-08
1245,70,Male,1245,Socks,Clothing,"1,693",$76.00,Indiana,S,Silver,Summer,3.9,No,2-Day Shipping,Yes,Yes,2,Cash,Monthly,2025-07-22
1246,42,Male,1246,Dress,Clothing,"1,694",$31.00,New York,M,Violet,Fall,3.4,No,Standard,Yes,Yes,30,Bank Transfer,Weekly,2025-09-13
1247,27,Male,1247,Hoodie,Clothing,"1,695",$60.00,Louisiana,M,Charcoal,Winter,2.7,No,Standard,Yes,Yes,27,Cash,Monthly,2025-02-09
1248,65,Male,1248,T-shirt,Clothing,"1,696",$99.00,Virginia,M,Charcoal,Spring,3.5,No,Express,Yes,Yes,18,Venmo,Bi-Weekly,2025-05-14
1249,62,Male,1249,Hat,Accessories,"1,697",$37.00,Wisconsin,XL,Red,Winter,3,No,Free Shipping,Yes,Yes,8,Credit Card,Annually,2025-02-02
1250,62,Male,1250,Boots,Footwear,"1,699",$50.00,Oregon,M,Peach,Winter,4.5,No,Express,Yes,Yes,48,Venmo,Fortnightly,2025-02-14
1251,52,Male,1251,Jeans,Clothing,"1,700",$26.00,New Hampshire,XL,Purple,Winter,4.1,No,Free Shipping,Yes,Yes,24,Cash,Monthly,2025-12-02
1252,56,Male,1252,Shorts,Clothing,"1,701",$86.00,Indiana,XL,Orange,Spring,5,No,Next Day Air,Yes,Yes,43,Credit Card,Monthly,2025-04-07
1253,28,Male,1253,Sandals,Footwear,"1,702",$41.00,Massachusetts,L,Magenta,Fall,4,No,Standard,Yes,Yes,8,Cash,Quarterly,2025-09-16
1254,39,Male,1254,Sandals,Footwear,"1,703",$23.00,Montana,XL,Red,Winter,4.9,No,Express,Yes,Yes,49,PayPal,Annually,2025-02-16
1255,54,Male,1255,Sneakers,Footwear,"1,705",$56.00,California,XL,Black,Spring,3.3,No,2-Day Shipping,Yes,Yes,2,Credit Card,Bi-Weekly,2025-04-11
1256,30,Male,1256,Hat,Accessories,"1,706",$68.00,Indiana,M,Peach,Fall,4.1,No,Standard,Yes,Yes,38,Cash,Fortnightly,2025-10-20
1257,45,Male,1257,Coat,Outerwear,"1,707",$48.00,West Virginia,S,Olive,Winter,3.6,No,Express,Yes,Yes,4,Cash,Fortnightly,2025-01-25
1258,68,Male,1258,Dress,Clothing,"1,708",$67.00,Minnesota,L,Gold,Spring,3,No,Free Shipping,Yes,Yes,31,Cash,Every 3 Months,2025-05-28
1259,47,Male,1259,Boots,Footwear,"1,709",$87.00,Ohio,XL,Gold,Spring,4.1,No,2-Day Shipping,Yes,Yes,34,Debit Card,Every 3 Months,2025-04-13
1260,68,Male,1260,Skirt,Clothing,"1,711",$64.00,Minnesota,M,Turquoise,Fall,3.9,No,Standard,Yes,Yes,45,Credit Card,Monthly,2025-11-11
1261,63,Male,1261,Shirt,Clothing,"1,712",$93.00,Virginia,XL,Green,Spring,4.1,No,Store Pickup,Yes,Yes,30,Debit Card,Quarterly,2025-04-09
1262,20,Male,1262,Shirt,Clothing,"1,713",$29.00,Connecticut,L,Maroon,Summer,2.8,No,Next Day Air,Yes,Yes,2,Credit Card,Fortnightly,2025-07-25
1263,29,Male,1263,Boots,Footwear,"1,714",$62.00,Tennessee,L,Brown,Winter,4.8,No,Store Pickup,Yes,Yes,44,Venmo,Monthly,2025-12-28
1264,41,Male,1264,Hoodie,Clothing,"1,715",$70.00,Delaware,L,Brown,Winter,4.6,No,2-Day Shipping,Yes,Yes,1,Credit Card,Bi-Weekly,2025-01-14
1265,52,Male,1265,Sweater,Clothing,"1,717",$92.00,Vermont,S,Blue,Winter,2.5,No,Next Day Air,Yes,Yes,1,Venmo,Bi-Weekly,2025-01-10
1266,32,Male,1266,Shirt,Clothing,"1,718",$79.00,Louisiana,M,Lavender,Spring,2.7,No,Next Day Air,Yes,Yes,27,Bank Transfer,Weekly,2025-05-04
1267,20,Male,1267,Blouse,Clothing,"1,719",$31.00,North Dakota,M,Peach,Fall,4,No,Standard,Yes,Yes,14,Debit Card,Every 3 Months,2025-10-17
1268,47,Male,1268,T-shirt,Clothing,"1,720",$83.00,Oregon,S,Gray,Spring,2.7,No,Standard,Yes,Yes,41,Cash,Weekly,2025-04-12
1269,23,Male,1269,Jacket,Outerwear,"1,721",$88.00,Idaho,XL,Charcoal,Winter,2.9,No,Next Day Air,Yes,Yes,25,Debit Card,Bi-Weekly,2025-12-04
1270,43,Male,1270,Jewelry,Accessories,"1,723",$53.00,Vermont,M,Lavender,Spring,3,No,Standard,Yes,Yes,47,PayPal,Quarterly,2025-04-20
1271,67,Male,1271,Hoodie,Clothing,"1,724",$98.00,West Virginia,M,Green,Fall,3.3,No,Standard,Yes,Yes,20,Cash,Annually,2025-11-14
1272,70,Male,1272,Jewelry,Accessories,"1,725",$57.00,Kentucky,S,Gray,Spring,4.3,No,Store Pickup,Yes,Yes,42,PayPal,Annually,2025-04-01
1273,35,Male,1273,Sandals,Footwear,"1,726",$80.00,Wisconsin,M,Orange,Winter,4.4,No,Express,Yes,Yes,16,Bank Transfer,Monthly,2025-12-09
1274,41,Male,1274,Jeans,Clothing,"1,727",$29.00,Mississippi,L,Silver,Spring,4.1,No,Next Day Air,Yes,Yes,32,Credit Card,Every 3 Months,2025-04-16
1275,54,Male,1275,Hat,Accessories,"1,729",$73.00,Missouri,M,Olive,Spring,3.1,No,2-Day Shipping,Yes,Yes,37,PayPal,Quarterly,2025-03-25
1276,55,Male,1276,Sweater,Clothing,"1,730",$32.00,Arkansas,S,Turquoise,Fall,4.5,No,Standard,Yes,Yes,1,PayPal,Monthly,2025-11-20
1277,51,Male,1277,Boots,Footwear,"1,731",$68.00,Wyoming,L,Turquoise,Spring,4.8,No,Next Day Air,Yes,Yes,37,Bank Transfer,Weekly,2025-05-14
1278,19,Male,1278,Blouse,Clothing,"1,732",$97.00,Rhode Island,L,Green,Spring,5,No,Express,Yes,Yes,5,Venmo,Quarterly,2025-05-25
1279,28,Male,1279,Shorts,Clothing,"1,733",$98.00,Utah,M,Violet,Fall,2.8,No,Next Day Air,Yes,Yes,31,Venmo,Fortnightly,2025-10-03
