product_ID,product_item,product_category,product_size,product_colour,product_season,product_rating
11735,Gloves,Accessories,L,Peach,Winter,3.3
11736,Scarf,Accessories,M,Peach,Fall,3.6
11737,Skirt,Clothing,S,Olive,Winter,4.3
11738,Hat,Accessories,L,Charcoal,Spring,4.5
11739,Hoodie,Clothing,L,Indigo,Fall,2.8
11740,Boots,Footwear,L,Silver,Fall,2.7
11741,Blouse,Clothing,M,Beige,Fall,2.9
11742,Belt,Accessories,L,Blue,Summer,4.4
11743,Sunglasses,Accessories,M,White,Spring,3.9
11744,Shorts,Clothing,L,Gold,Winter,3.5
11745,Gloves,Accessories,M,Blue,Spring,2.5
11746,Sandals,Footwear,M,Orange,Spring,4.9
11747,Shirt,Clothing,M,Gold,Summer,4.8
11748,Coat,Outerwear,M,Cyan,Spring,3.2
11749,Pants,Clothing,S,Red,Winter,4.9
11750,T-shirt,Clothing,L,Yellow,Winter,4.3
11751,Sneakers,Footwear,S,Beige,Winter,3.2
11752,Shorts,Clothing,M,Orange,Fall,3.7
11753,Coat,Outerwear,XL,Magenta,Winter,3.2
11754,Sandals,Footwear,L,Purple,Fall,3.4
11755,Pants,Clothing,L,Black,Winter,4.1
11756,Sandals,Footwear,L,Pink,Spring,4.5
11757,Gloves,Accessories,L,Pink,Fall,4.5
11758,T-shirt,Clothing,L,Maroon,Spring,3.2
11759,Jacket,Outerwear,S,Maroon,Fall,4.4
11760,Blouse,Clothing,S,Turquoise,Summer,3
11761,Socks,Clothing,XL,Green,Spring,3.2
11762,Coat,Outerwear,M,Violet,Winter,4
11763,Dress,Clothing,M,Lavender,Spring,3.1
11764,Jacket,Outerwear,L,Gray,Fall,2.8
11765,Boots,Footwear,XL,Teal,Spring,4.6
11766,Skirt,Clothing,S,Red,Spring,4.3
11767,Sandals,Footwear,S,Yellow,Summer,3.3
11768,Coat,Outerwear,L,Magenta,Summer,3.5
11769,Hoodie,Clothing,M,Brown,Winter,3.4
11770,Jacket,Outerwear,M,Blue,Winter,2.8
11771,Backpack,Accessories,M,Black,Winter,4.6
11772,Backpack,Accessories,S,Olive,Fall,3.6
11773,Belt,Accessories,M,Olive,Summer,3.3
11774,Coat,Outerwear,XL,Green,Fall,3.1
11775,T-shirt,Clothing,M,Peach,Fall,3.5
11776,Sunglasses,Accessories,M,White,Winter,3.2
11777,Sneakers,Footwear,M,Red,Summer,3
11778,Gloves,Accessories,M,White,Fall,4.8
11779,Coat,Outerwear,L,Indigo,Winter,5
11780,Shirt,Clothing,M,White,Spring,2.9
11781,Sneakers,Footwear,L,Teal,Fall,3.2
11782,Scarf,Accessories,M,Indigo,Fall,2.9
11783,Jewelry,Accessories,L,Red,Fall,3.3
11784,Jacket,Outerwear,M,Blue,Fall,2.6
11785,Jeans,Clothing,M,Blue,Summer,3.5
11786,Shoes,Footwear,M,Black,Fall,4.4
11787,Hoodie,Clothing,M,Olive,Winter,3.4
11788,Backpack,Accessories,L,Lavender,Fall,4.2
11789,Sneakers,Footwear,M,Indigo,Spring,3.6
11790,Blouse,Clothing,S,Red,Winter,3
11791,Pants,Clothing,L,Red,Summer,4
11792,Skirt,Clothing,M,Pink,Fall,4.4
11793,T-shirt,Clothing,XL,Purple,Fall,4.1
11794,Jacket,Outerwear,XL,Cyan,Spring,3.6
11795,Scarf,Accessories,XL,Cyan,Summer,4.6
11796,Pants,Clothing,M,Charcoal,Summer,3.2
11797,Sneakers,Footwear,L,Red,Fall,4.8
11798,Jeans,Clothing,M,Peach,Fall,4.8
11799,Hat,Accessories,M,Black,Winter,5
11800,Skirt,Clothing,M,Black,Fall,3.7
11801,Sandals,Footwear,M,Purple,Fall,4.6
11802,Sandals,Footwear,M,Violet,Winter,3.7
11803,Sweater,Clothing,M,Orange,Spring,4.1
11804,Sweater,Clothing,XL,Charcoal,Winter,2.7
11805,Jacket,Outerwear,L,Turquoise,Spring,4.9
11806,Shorts,Clothing,L,Yellow,Spring,4
11807,Socks,Clothing,M,White,Spring,4.7
11808,Socks,Clothing,M,Gray,Fall,2.8
11809,Hoodie,Clothing,S,Blue,Winter,4.9
11810,Socks,Clothing,S,Maroon,Fall,4.2
11811,Boots,Footwear,M,Violet,Fall,3
11812,Shirt,Clothing,M,Orange,Fall,3.4
11813,Belt,Accessories,S,Turquoise,Fall,4.6
11814,Backpack,Accessories,L,Olive,Fall,4.2
11815,Boots,Footwear,M,Brown,Fall,3.2
11816,Coat,Outerwear,S,Green,Winter,4.4
11817,Hoodie,Clothing,S,Brown,Winter,2.5
11818,Shoes,Footwear,M,Silver,Summer,3.6
11819,Shoes,Footwear,XL,White,Summer,4.5
11820,Jewelry,Accessories,L,Gold,Summer,3.4
11821,Dress,Clothing,L,Green,Winter,3.2
11822,Boots,Footwear,L,Teal,Spring,4.2
11823,Hat,Accessories,M,Charcoal,Spring,5
11824,Backpack,Accessories,M,Maroon,Summer,4.7
11825,Shoes,Footwear,L,Lavender,Summer,4.2
11826,Handbag,Accessories,L,Green,Winter,3.4
11827,Sunglasses,Accessories,S,Pink,Fall,4.4
11828,Hat,Accessories,XL,Charcoal,Winter,4.2
11829,Scarf,Accessories,M,Blue,Spring,4.5
11830,Hoodie,Clothing,L,Purple,Fall,2.8
11831,Backpack,Accessories,S,Gold,Fall,3.3
11832,Sweater,Clothing,L,Purple,Fall,4.6
11833,Shorts,Clothing,M,Charcoal,Summer,2.5
11834,Scarf,Accessories,M,Black,Winter,4.7
11835,Hat,Accessories,L,Lavender,Fall,4.6
11836,Coat,Outerwear,L,Lavender,Fall,2.6
11837,Jewelry,Accessories,M,Lavender,Winter,4
11838,Sandals,Footwear,L,Olive,Summer,2.6
11839,Gloves,Accessories,L,Teal,Spring,4.6
11840,Backpack,Accessories,M,Maroon,Fall,2.6
11841,Jacket,Outerwear,L,Cyan,Spring,4
11842,Backpack,Accessories,M,Charcoal,Summer,4.6
11843,Backpack,Accessories,M,Black,Fall,3.7
11844,Sunglasses,Accessories,S,Red,Fall,4.4
11845,Socks,Clothing,S,Peach,Spring,4
11846,Shoes,Footwear,M,White,Fall,4.7
11847,Pants,Clothing,XL,Pink,Fall,3.4
11848,Jewelry,Accessories,M,Red,Fall,4
11849,Sunglasses,Accessories,M,Indigo,Spring,3.9
11850,Sandals,Footwear,L,Black,Winter,4.1
11851,Sweater,Clothing,M,White,Fall,3.7
11852,Shoes,Footwear,L,Beige,Spring,4.7
11853,Jewelry,Accessories,S,Silver,Fall,4.3
11854,Boots,Footwear,S,Violet,Summer,4.1
11855,Backpack,Accessories,M,Red,Winter,3.9
11856,Sandals,Footwear,M,Orange,Spring,2.9
11857,Sneakers,Footwear,M,Teal,Summer,3.9
11858,Hoodie,Clothing,M,Brown,Fall,4.3
11859,Handbag,Accessories,M,Indigo,Summer,2.8
11860,Sweater,Clothing,M,Cyan,Winter,3.4
11861,Sandals,Footwear,S,Blue,Summer,2.7
11862,Dress,Clothing,L,Olive,Spring,4
11863,Skirt,Clothing,M,Gray,Summer,4.4
11864,Blouse,Clothing,M,Red,Winter,3.9
11865,Skirt,Clothing,L,Red,Spring,2.8
11866,Sweater,Clothing,XL,Green,Winter,3.2
11867,Backpack,Accessories,S,Blue,Summer,4.3
11868,Hoodie,Clothing,S,Purple,Summer,4.2
11869,Boots,Footwear,XL,Pink,Spring,4.9
11870,Blouse,Clothing,XL,Charcoal,Summer,3.7
11871,Hoodie,Clothing,M,Brown,Winter,4.1
11872,Pants,Clothing,L,Orange,Spring,4.2
11873,Gloves,Accessories,M,Magenta,Spring,3.9
11874,Hat,Accessories,L,Yellow,Summer,2.9
11875,Sunglasses,Accessories,M,Beige,Winter,3.1
11876,Scarf,Accessories,M,Olive,Winter,3.6
11877,Handbag,Accessories,L,Gray,Summer,4.4
11878,Handbag,Accessories,S,Purple,Fall,3.1
11879,Jeans,Clothing,M,Beige,Summer,3.9
11880,Jacket,Outerwear,M,White,Winter,4.3
11881,Backpack,Accessories,S,White,Fall,4.9
11882,Shorts,Clothing,S,Gold,Spring,3.6
11883,Coat,Outerwear,M,Olive,Fall,5
11884,Shirt,Clothing,XL,Green,Fall,4.1
11885,Gloves,Accessories,L,Magenta,Fall,2.8
11886,Dress,Clothing,M,Charcoal,Fall,4.7
11887,Pants,Clothing,M,Indigo,Winter,4.4
11888,Pants,Clothing,M,Peach,Spring,4.9
11889,Hoodie,Clothing,L,Turquoise,Winter,3.1
11890,Sunglasses,Accessories,S,Blue,Winter,2.6
11891,T-shirt,Clothing,S,Turquoise,Fall,2.9
11892,Jacket,Outerwear,M,Gray,Spring,3.3
11893,Sweater,Clothing,XL,Purple,Spring,4.8
11894,Jacket,Outerwear,L,Black,Winter,4.7
11895,Socks,Clothing,M,Peach,Winter,3.3
11896,Shirt,Clothing,M,Indigo,Spring,4.2
11897,Jewelry,Accessories,XL,Beige,Winter,4.7
11898,Sunglasses,Accessories,M,Yellow,Spring,2.6
11899,Pants,Clothing,M,Peach,Winter,2.9
11900,Socks,Clothing,S,Turquoise,Summer,2.7
11901,Blouse,Clothing,M,Teal,Fall,3.3
11902,Sandals,Footwear,M,Turquoise,Fall,3.4
11903,Sneakers,Footwear,M,Magenta,Spring,4.2
11904,Shirt,Clothing,XL,Purple,Winter,3.8
11905,Jacket,Outerwear,M,Brown,Summer,4
11906,Sandals,Footwear,S,Violet,Winter,2.7
11907,Hat,Accessories,M,Yellow,Summer,4.7
11908,Blouse,Clothing,XL,Magenta,Winter,3.5
11909,Sweater,Clothing,L,Beige,Fall,3
11910,Gloves,Accessories,XL,Turquoise,Winter,3.3
11911,Scarf,Accessories,S,Peach,Summer,4.7
11912,Hoodie,Clothing,M,Orange,Summer,4.7
11913,Shorts,Clothing,XL,Red,Spring,4.8
11914,Backpack,Accessories,L,Silver,Summer,2.9
11915,Sunglasses,Accessories,M,Cyan,Spring,4
11916,Shorts,Clothing,L,Turquoise,Spring,3.1
11917,Dress,Clothing,S,Charcoal,Fall,3.5
11918,Shorts,Clothing,XL,Peach,Summer,3.7
11919,Belt,Accessories,L,Green,Fall,2.8
11920,Scarf,Accessories,XL,Brown,Summer,4.6
11921,Boots,Footwear,M,Yellow,Winter,3.8
11922,Handbag,Accessories,M,Charcoal,Fall,2.6
11923,Pants,Clothing,L,Olive,Winter,4.1
11924,Boots,Footwear,L,Red,Fall,3.3
11925,Shirt,Clothing,M,White,Winter,3.4
11926,Dress,Clothing,L,Pink,Summer,3
11927,Hoodie,Clothing,S,Black,Spring,3.2
11928,Pants,Clothing,XL,Indigo,Summer,4.5
11929,Jeans,Clothing,L,Turquoise,Summer,4.8
11930,Shirt,Clothing,L,Purple,Spring,3.7
11931,Backpack,Accessories,L,Beige,Summer,3.4
11932,Jacket,Outerwear,L,Charcoal,Summer,4.6
11933,Scarf,Accessories,L,Turquoise,Spring,4.1
11934,Boots,Footwear,M,Maroon,Spring,3.5
11935,Blouse,Clothing,XL,Black,Summer,3.8
11936,Hoodie,Clothing,M,Lavender,Summer,2.6
11937,Jacket,Outerwear,M,Magenta,Fall,4.4
11938,Jeans,Clothing,L,Green,Spring,2.6
11939,Jewelry,Accessories,M,Olive,Spring,3.6
11940,Socks,Clothing,L,Green,Spring,4.2
11941,Shirt,Clothing,M,Peach,Summer,4.6
11942,Shorts,Clothing,L,Turquoise,Summer,3.3
11943,Jewelry,Accessories,L,Orange,Fall,3.4
11944,Blouse,Clothing,L,Silver,Summer,4.4
11945,Sweater,Clothing,S,Blue,Summer,4.3
11946,Jewelry,Accessories,L,Cyan,Fall,3.5
11947,T-shirt,Clothing,XL,Green,Fall,4.7
11948,Hat,Accessories,L,Silver,Winter,3.1
11949,Shorts,Clothing,L,Yellow,Summer,3.6
11950,Sweater,Clothing,S,Gray,Winter,4.8
11951,Jeans,Clothing,M,Pink,Winter,3.7
11952,Sunglasses,Accessories,L,Beige,Summer,3.2
11953,Boots,Footwear,M,Indigo,Summer,3.9
11954,Coat,Outerwear,M,Red,Spring,3.5
11955,Shirt,Clothing,L,Blue,Spring,2.8
11956,Dress,Clothing,L,Cyan,Fall,2.7
11957,Shirt,Clothing,S,Violet,Winter,3.1
11958,Sunglasses,Accessories,M,Orange,Fall,3.6
11959,Dress,Clothing,L,Maroon,Spring,2.9
11960,Sunglasses,Accessories,M,Teal,Spring,3.6
11961,Sunglasses,Accessories,L,Orange,Winter,3.5
11962,Shorts,Clothing,S,Purple,Summer,3.5
11963,Jeans,Clothing,M,Orange,Summer,2.8
11964,T-shirt,Clothing,XL,Yellow,Summer,4.7
11965,Pants,Clothing,M,Charcoal,Summer,3.1
11966,Sunglasses,Accessories,L,Gray,Fall,4.9
11967,Boots,Footwear,S,Charcoal,Spring,4.1
11968,T-shirt,Clothing,L,Orange,Fall,4.7
11969,Sandals,Footwear,M,Red,Winter,2.5
11970,Shorts,Clothing,L,Gold,Spring,4.4
11971,Hat,Accessories,L,Brown,Fall,3.9
11972,Scarf,Accessories,M,Olive,Winter,3.7
11973,T-shirt,Clothing,L,Violet,Fall,3.4
11974,Gloves,Accessories,L,Indigo,Fall,4.8
11975,Scarf,Accessories,L,Yellow,Fall,4.2
11976,Boots,Footwear,M,Teal,Fall,3.4
11977,Gloves,Accessories,L,Pink,Spring,2.9
11978,Coat,Outerwear,M,Violet,Spring,3.3
11979,Belt,Accessories,S,Orange,Summer,4.8
11980,Hoodie,Clothing,M,Red,Fall,3.8
11981,Shoes,Footwear,L,Peach,Summer,4.6
11982,Dress,Clothing,XL,Green,Winter,2.6
11983,Gloves,Accessories,XL,Violet,Fall,3.4
11984,Jewelry,Accessories,L,Yellow,Fall,4.2
11985,Belt,Accessories,M,Pink,Fall,3.9
11986,Sweater,Clothing,M,Brown,Spring,2.9
11987,Skirt,Clothing,XL,Silver,Fall,4.2
11988,Sneakers,Footwear,M,Pink,Summer,3
11989,Gloves,Accessories,M,Cyan,Winter,3.6
11990,Coat,Outerwear,M,Brown,Fall,2.5
11991,Backpack,Accessories,XL,Red,Spring,2.6
11992,Socks,Clothing,M,Silver,Spring,4.3
11993,Sneakers,Footwear,M,Gray,Spring,3.3
11994,Sweater,Clothing,L,Cyan,Fall,2.6
11995,Jeans,Clothing,L,Teal,Fall,3.6
11996,Hat,Accessories,L,Indigo,Winter,2.6
11997,Hat,Accessories,M,Yellow,Summer,3.5
11998,Handbag,Accessories,S,Gold,Winter,3
11999,Shirt,Clothing,M,Maroon,Spring,5
12000,Socks,Clothing,XL,Silver,Spring,2.5
12001,Socks,Clothing,M,Yellow,Summer,2.9
12002,Dress,Clothing,M,Blue,Spring,4.6
12003,Shoes,Footwear,M,Turquoise,Spring,3.6
12004,Scarf,Accessories,L,Indigo,Winter,3
12005,Hoodie,Clothing,M,Green,Summer,4.5
12006,T-shirt,Clothing,L,Purple,Winter,4.5
12007,Jeans,Clothing,M,Peach,Winter,3.2
12008,Shorts,Clothing,S,Purple,Spring,4
12009,Hat,Accessories,S,Teal,Winter,4.8
12010,Handbag,Accessories,S,Green,Spring,3.7
12011,Pants,Clothing,XL,Yellow,Summer,3.8
12012,Handbag,Accessories,S,Purple,Fall,2.7
12013,Sweater,Clothing,M,Indigo,Summer,4.9
12014,Scarf,Accessories,S,Magenta,Summer,3.1
12015,Sneakers,Footwear,M,Violet,Spring,4.2
12016,Pants,Clothing,L,Maroon,Summer,3.8
12017,Backpack,Accessories,XL,Yellow,Winter,4.2
12018,Sandals,Footwear,M,Beige,Summer,4.6
12019,Socks,Clothing,XL,Black,Fall,4
12020,Coat,Outerwear,M,Violet,Fall,4
12021,Socks,Clothing,M,Violet,Spring,3.8
12022,Belt,Accessories,L,Brown,Summer,3.3
12023,Socks,Clothing,S,Gold,Summer,2.6
12024,Belt,Accessories,L,Blue,Fall,4.9
12025,Pants,Clothing,M,Teal,Winter,3.5
12026,Shorts,Clothing,L,Silver,Winter,2.8
12027,Boots,Footwear,M,Maroon,Summer,2.6
12028,Dress,Clothing,L,White,Summer,3.7
12029,Jeans,Clothing,L,Charcoal,Summer,2.7
12030,T-shirt,Clothing,S,Brown,Winter,3.3
12031,Shoes,Footwear,L,Lavender,Fall,4.6
12032,Boots,Footwear,M,Violet,Fall,4.9
12033,Scarf,Accessories,S,Lavender,Fall,4.9
12034,Sneakers,Footwear,M,Green,Winter,2.7
12035,Boots,Footwear,M,Olive,Summer,3.2
12036,Handbag,Accessories,S,Olive,Summer,2.9
12037,Shirt,Clothing,M,Pink,Winter,3.8
12038,Hat,Accessories,L,Teal,Spring,3
12039,Sweater,Clothing,L,Cyan,Summer,3.9
12040,Handbag,Accessories,S,Gray,Spring,4.7
12041,Shirt,Clothing,M,Peach,Winter,4.9
12042,Sunglasses,Accessories,S,Teal,Winter,4.8
12043,Sneakers,Footwear,M,Turquoise,Spring,2.5
12044,Hoodie,Clothing,M,Green,Spring,3.9
12045,Shirt,Clothing,L,Magenta,Winter,3.4
12046,Sunglasses,Accessories,M,Green,Winter,2.5
12047,Blouse,Clothing,M,White,Spring,3
12048,Belt,Accessories,XL,Brown,Fall,3.6
12049,Dress,Clothing,M,Purple,Winter,3.6
12050,Shoes,Footwear,S,Green,Fall,4.1
12051,Socks,Clothing,M,Peach,Fall,3.7
12052,Socks,Clothing,S,Silver,Spring,3.1
12053,Shorts,Clothing,M,Maroon,Fall,4.2
12054,Gloves,Accessories,M,Red,Summer,4.3
12055,Jacket,Outerwear,L,Blue,Fall,2.5
12056,Handbag,Accessories,M,Purple,Fall,3.5
12057,Backpack,Accessories,M,Indigo,Summer,3.1
12058,Boots,Footwear,L,Indigo,Summer,2.5
12059,Gloves,Accessories,L,Violet,Winter,3.9
12060,Hoodie,Clothing,L,Brown,Spring,4.9
12061,Coat,Outerwear,M,Gray,Spring,4.3
12062,Shirt,Clothing,L,Teal,Spring,2.6
12063,Shirt,Clothing,L,Teal,Summer,4.2
12064,Sweater,Clothing,M,Beige,Summer,2.6
12065,Shirt,Clothing,M,Violet,Spring,3.6
12066,Hoodie,Clothing,S,Beige,Summer,3.2
12067,Sandals,Footwear,L,Purple,Winter,4.4
12068,Belt,Accessories,XL,Charcoal,Winter,3.7
12069,Boots,Footwear,M,Pink,Spring,3.7
12070,Hoodie,Clothing,L,Blue,Fall,4.1
12071,Sandals,Footwear,M,Lavender,Fall,3.6
12072,Jeans,Clothing,S,Charcoal,Spring,4.3
12073,Shoes,Footwear,L,Turquoise,Winter,2.6
12074,Sandals,Footwear,M,Red,Summer,2.9
12075,Dress,Clothing,L,Yellow,Spring,4.2
12076,Hat,Accessories,L,Orange,Winter,4
12077,Pants,Clothing,L,Blue,Spring,4.3
12078,Socks,Clothing,L,Gold,Spring,3
12079,Shirt,Clothing,M,Gold,Summer,3.5
12080,Shorts,Clothing,L,Cyan,Fall,3
12081,Jacket,Outerwear,L,Olive,Fall,3.1
12082,Hoodie,Clothing,M,Teal,Winter,4
12083,Shoes,Footwear,M,Maroon,Spring,4.1
12084,Skirt,Clothing,XL,Green,Spring,3.3
12085,Coat,Outerwear,M,Charcoal,Winter,4.9
12086,Sneakers,Footwear,M,Cyan,Summer,3.9
12087,Jeans,Clothing,S,Charcoal,Winter,3.9
12088,Blouse,Clothing,L,Charcoal,Winter,4.8
12089,Sunglasses,Accessories,M,Lavender,Summer,2.7
12090,Jacket,Outerwear,M,Turquoise,Spring,3.1
12091,Dress,Clothing,M,Green,Summer,3.2
12092,Hat,Accessories,M,Silver,Spring,2.7
12093,Hoodie,Clothing,M,Blue,Fall,2.5
12094,Handbag,Accessories,M,Charcoal,Spring,2.6
12095,Jeans,Clothing,M,Pink,Spring,2.9
12096,Boots,Footwear,M,Pink,Summer,4.2
12097,Jacket,Outerwear,M,Magenta,Fall,4.4
12098,Sandals,Footwear,L,Gray,Summer,4.1
12099,Belt,Accessories,L,Gray,Summer,3.8
12100,Handbag,Accessories,M,Orange,Winter,4.9
12101,Sunglasses,Accessories,S,Black,Summer,4.9
12102,Skirt,Clothing,S,Lavender,Spring,4.1
12103,Backpack,Accessories,L,Red,Spring,3.1
12104,Sandals,Footwear,M,Silver,Summer,2.7
12105,Boots,Footwear,M,Cyan,Fall,3.8
12106,Sneakers,Footwear,S,Gold,Fall,4.3
12107,Skirt,Clothing,L,Yellow,Winter,4.1
12108,Dress,Clothing,L,Purple,Fall,4.4
12109,Shorts,Clothing,S,Brown,Summer,3.6
12110,Handbag,Accessories,L,Turquoise,Winter,3.3
12111,Scarf,Accessories,S,Gold,Spring,3.6
12112,Belt,Accessories,S,Olive,Fall,2.8
12113,Gloves,Accessories,S,Purple,Spring,4.3
12114,Skirt,Clothing,S,Lavender,Summer,3.9
12115,Shorts,Clothing,L,Gray,Summer,2.7
12116,Backpack,Accessories,M,Red,Spring,4.7
12117,Hoodie,Clothing,L,Purple,Spring,3.8
12118,Hat,Accessories,XL,Olive,Spring,4.7
12119,Jewelry,Accessories,M,Lavender,Spring,4.7
12120,Shirt,Clothing,M,Gray,Spring,3.4
12121,Belt,Accessories,L,Red,Spring,3.5
12122,Sweater,Clothing,M,Peach,Summer,4
12123,Hat,Accessories,L,Gray,Fall,3.3
12124,Scarf,Accessories,L,Violet,Summer,4.7
12125,Hat,Accessories,M,Beige,Summer,2.8
12126,Jacket,Outerwear,M,Blue,Winter,3.3
12127,T-shirt,Clothing,L,Magenta,Spring,2.9
12128,Dress,Clothing,S,Cyan,Spring,2.8
12129,Pants,Clothing,M,Red,Spring,4.2
12130,Sweater,Clothing,L,Cyan,Winter,4.4
12131,Sunglasses,Accessories,M,Turquoise,Winter,3.6
12132,Belt,Accessories,L,Silver,Fall,2.7
12133,Hoodie,Clothing,S,Pink,Spring,3.4
12134,Pants,Clothing,M,Black,Winter,2.8
12135,Hoodie,Clothing,M,Green,Winter,3.4
12136,Sneakers,Footwear,M,Yellow,Fall,2.6
12137,Dress,Clothing,L,Purple,Summer,4.1
12138,Dress,Clothing,L,Purple,Winter,2.9
12139,Jeans,Clothing,S,Blue,Spring,2.7
12140,Sweater,Clothing,M,Maroon,Spring,3.7
12141,Shorts,Clothing,M,Orange,Spring,4.3
12142,Shirt,Clothing,L,Green,Winter,2.6
12143,Belt,Accessories,XL,Gold,Summer,4.3
12144,Coat,Outerwear,L,Silver,Summer,4.1
12145,Sneakers,Footwear,M,Cyan,Fall,4.2
12146,Shirt,Clothing,M,Silver,Spring,4.2
12147,Socks,Clothing,XL,Beige,Winter,3.1
12148,Jeans,Clothing,L,Teal,Winter,4.9
12149,Jeans,Clothing,XL,Green,Spring,4.4
12150,Sneakers,Footwear,L,Black,Summer,4.4
12151,Dress,Clothing,XL,Yellow,Winter,3.4
12152,Boots,Footwear,M,White,Fall,4.5
12153,T-shirt,Clothing,L,Green,Fall,4.5
12154,Coat,Outerwear,M,Silver,Winter,4.1
12155,Skirt,Clothing,L,Blue,Winter,3.2
12156,Sneakers,Footwear,M,Magenta,Spring,2.7
12157,Jeans,Clothing,S,Yellow,Spring,3.7
12158,Hoodie,Clothing,L,White,Fall,2.6
12159,Shoes,Footwear,M,Pink,Summer,2.7
12160,Shorts,Clothing,M,Magenta,Summer,2.7
12161,Blouse,Clothing,S,Teal,Fall,4.8
12162,T-shirt,Clothing,L,Indigo,Winter,4.8
12163,Belt,Accessories,S,Maroon,Spring,2.6
12164,Handbag,Accessories,L,Black,Winter,4.5
12165,Dress,Clothing,M,Cyan,Winter,3.2
12166,Hat,Accessories,L,Cyan,Winter,3.8
12167,Belt,Accessories,S,Gray,Spring,4.8
12168,Boots,Footwear,M,Violet,Summer,4.1
12169,Coat,Outerwear,XL,Blue,Spring,2.8
12170,Blouse,Clothing,M,Charcoal,Winter,3.9
12171,Hat,Accessories,L,Olive,Summer,4.9
12172,Jeans,Clothing,M,Olive,Summer,3.4
12173,Backpack,Accessories,XL,Turquoise,Winter,4.1
12174,Dress,Clothing,M,Cyan,Summer,2.9
12175,Hat,Accessories,S,Red,Fall,3.1
12176,Sunglasses,Accessories,S,Cyan,Spring,3.6
12177,Hat,Accessories,S,Turquoise,Fall,3.5
12178,Dress,Clothing,L,Lavender,Summer,3.4
12179,Shirt,Clothing,XL,Cyan,Spring,2.9
12180,Scarf,Accessories,XL,Violet,Spring,4.7
12181,Sneakers,Footwear,XL,Beige,Winter,4.4
12182,Skirt,Clothing,M,Cyan,Spring,2.6
12183,Jewelry,Accessories,XL,Indigo,Spring,4.4
12184,Boots,Footwear,L,Olive,Fall,3.7
12185,Sunglasses,Accessories,L,Green,Spring,4.4
12186,Boots,Footwear,L,Green,Spring,2.5
12187,Sandals,Footwear,M,Beige,Spring,2.6
12188,Boots,Footwear,L,Black,Spring,5
12189,Dress,Clothing,M,Brown,Spring,4.9
12190,Hoodie,Clothing,S,Silver,Summer,3.7
12191,Shorts,Clothing,L,Gray,Summer,3.1
12192,Coat,Outerwear,S,Pink,Fall,3.2
12193,Jeans,Clothing,S,Maroon,Winter,4.4
12194,Sunglasses,Accessories,M,Cyan,Summer,4.3
12195,Sneakers,Footwear,L,Gold,Winter,3
12196,Jacket,Outerwear,M,Teal,Fall,3.5
12197,Skirt,Clothing,M,Beige,Spring,3.6
12198,Sweater,Clothing,M,Olive,Summer,3.8
12199,T-shirt,Clothing,M,Gray,Fall,3.6
12200,Belt,Accessories,M,Black,Spring,4.6
12201,Gloves,Accessories,M,Turquoise,Summer,2.5
12202,Hat,Accessories,S,Brown,Fall,3.5
12203,Boots,Footwear,S,Magenta,Spring,4
12204,Belt,Accessories,M,Silver,Spring,3.5
12205,Coat,Outerwear,S,Red,Summer,3.2
12206,Hat,Accessories,L,Indigo,Winter,3.5
12207,Shoes,Footwear,M,Green,Summer,3.4
12208,Handbag,Accessories,M,Gray,Fall,5
12209,Scarf,Accessories,S,Peach,Spring,4.5
12210,Handbag,Accessories,M,Charcoal,Summer,2.8
12211,Pants,Clothing,M,Orange,Winter,4.9
12212,Shoes,Footwear,M,Beige,Spring,3.1
12213,Sunglasses,Accessories,S,Yellow,Spring,4.8
12214,Shorts,Clothing,XL,White,Spring,2.7
12215,Jacket,Outerwear,M,Gray,Winter,4.6
12216,Sandals,Footwear,M,Peach,Winter,4.4
12217,Shoes,Footwear,L,Violet,Fall,3.2
12218,Jewelry,Accessories,M,Magenta,Spring,3
12219,Sandals,Footwear,L,Maroon,Summer,4.9
12220,Pants,Clothing,M,Cyan,Spring,3.6
12221,Shoes,Footwear,M,White,Spring,3.8
12222,Socks,Clothing,L,Brown,Spring,2.9
12223,Socks,Clothing,M,Red,Winter,3.9
12224,Dress,Clothing,M,Orange,Fall,3.6
12225,Shoes,Footwear,M,White,Spring,3.5
12226,Hat,Accessories,M,Green,Fall,4
12227,Backpack,Accessories,M,Black,Summer,4.8
12228,Backpack,Accessories,M,Gold,Winter,3.9
12229,Pants,Clothing,S,Lavender,Summer,4.5
12230,Gloves,Accessories,XL,Turquoise,Spring,4.8
12231,Scarf,Accessories,M,Pink,Spring,2.6
12232,Hoodie,Clothing,M,Silver,Summer,3.1
12233,Jeans,Clothing,XL,Gray,Spring,4.7
12234,Backpack,Accessories,L,Indigo,Spring,2.9
12235,Sandals,Footwear,L,Teal,Summer,3.8
12236,Belt,Accessories,XL,Green,Summer,3.8
12237,Shoes,Footwear,M,Violet,Summer,3
12238,Gloves,Accessories,M,Cyan,Summer,4.1
12239,Belt,Accessories,XL,Blue,Summer,3.4
12240,Jacket,Outerwear,L,Orange,Fall,2.5
12241,Dress,Clothing,XL,Charcoal,Spring,4.9
12242,Shirt,Clothing,S,Beige,Winter,2.8
12243,Scarf,Accessories,M,Black,Fall,4.5
12244,Coat,Outerwear,S,Lavender,Winter,4.9
12245,Handbag,Accessories,M,Lavender,Winter,4.9
12246,Sunglasses,Accessories,S,Turquoise,Winter,3.5
12247,T-shirt,Clothing,M,Purple,Summer,3.5
12248,Shirt,Clothing,M,Olive,Winter,4.9
