customer_id,customer_age,customer_gender,customer_location,customer_subscription,customer_purchase count,customer_purchase frequency
619,61,Male,Indiana,1,21,Bi-Weekly
620,19,Male,Nebraska,1,1,Every 3 Months
621,33,Male,Rhode Island,1,10,Every 3 Months
622,51,Male,Kansas,1,45,Weekly
623,69,Male,Georgia,1,44,Fortnightly
624,19,Male,Nevada,1,48,Bi-Weekly
625,55,Male,South Carolina,1,21,Annually
626,49,Male,Delaware,1,1,Weekly
627,31,Male,New Hampshire,1,10,Annually
628,42,Male,Oregon,1,24,Monthly
629,69,Male,Massachusetts,1,29,Monthly
630,26,Male,Vermont,1,11,Annually
631,41,Male,Mississippi,1,33,Annually
632,55,Male,Washington,1,27,Fortnightly
633,35,Male,Wyoming,1,19,Fortnightly
634,66,Male,Minnesota,1,50,Quarterly
635,36,Male,Ohio,1,46,Weekly
636,27,Male,South Carolina,1,28,Quarterly
637,41,Male,Wisconsin,1,14,Every 3 Months
638,21,Male,Tennessee,1,46,Fortnightly
639,53,Male,Maryland,1,41,Monthly
640,54,Male,Mississippi,1,50,Annually
641,53,Male,Minnesota,1,28,Fortnightly
642,47,Male,Alaska,1,23,Every 3 Months
643,64,Male,Arkansas,1,14,Bi-Weekly
644,18,Male,Oregon,1,10,Every 3 Months
645,68,Male,Louisiana,1,37,Weekly
646,62,Male,Oklahoma,1,15,Bi-Weekly
647,51,Male,Indiana,1,19,Bi-Weekly
648,54,Male,Mississippi,1,23,Fortnightly
649,22,Male,Michigan,1,35,Weekly
650,53,Male,Delaware,1,33,Every 3 Months
651,34,Male,Florida,1,12,Annually
652,32,Male,Arkansas,1,41,Fortnightly
653,64,Male,Minnesota,1,27,Weekly
654,20,Male,North Dakota,1,45,Fortnightly
655,24,Male,California,1,23,Annually
656,20,Male,Mississippi,1,19,Monthly
657,42,Male,Pennsylvania,1,6,Quarterly
658,48,Male,Arizona,1,6,Quarterly
659,62,Male,Louisiana,1,20,Weekly
660,62,Male,Virginia,1,8,Weekly
661,50,Male,Montana,1,39,Quarterly
662,57,Male,Iowa,1,39,Quarterly
663,24,Male,Illinois,1,39,Bi-Weekly
664,59,Male,Alaska,1,23,Monthly
665,63,Male,Colorado,1,41,Bi-Weekly
666,41,Male,New Mexico,1,50,Annually
667,35,Male,Colorado,1,30,Quarterly
668,34,Male,Arizona,1,32,Quarterly
669,49,Male,Hawaii,1,35,Monthly
670,43,Male,Illinois,1,45,Bi-Weekly
671,63,Male,Louisiana,1,37,Bi-Weekly
672,38,Male,Iowa,1,45,Weekly
673,59,Male,Washington,1,29,Quarterly
674,35,Male,Oklahoma,1,27,Bi-Weekly
675,48,Male,Washington,1,36,Annually
676,64,Male,Arkansas,1,9,Annually
677,28,Male,Connecticut,1,38,Bi-Weekly
678,60,Male,Washington,1,41,Annually
679,27,Male,Maine,1,25,Every 3 Months
680,56,Male,Michigan,1,37,Fortnightly
681,58,Male,Tennessee,1,3,Annually
682,30,Male,Louisiana,1,24,Every 3 Months
683,23,Male,Missouri,1,49,Bi-Weekly
684,33,Male,Michigan,1,3,Monthly
685,63,Male,Alabama,1,42,Monthly
686,70,Male,Massachusetts,1,32,Fortnightly
687,70,Male,Indiana,1,33,Fortnightly
688,19,Male,West Virginia,1,46,Quarterly
689,25,Male,Michigan,1,44,Monthly
690,19,Male,Pennsylvania,1,35,Every 3 Months
691,25,Male,Alaska,1,45,Weekly
692,60,Male,Massachusetts,1,37,Bi-Weekly
693,35,Male,North Dakota,1,40,Every 3 Months
694,46,Male,Vermont,1,30,Every 3 Months
695,41,Male,Kentucky,1,38,Every 3 Months
696,30,Male,Nevada,1,15,Every 3 Months
697,44,Male,Utah,1,49,Monthly
698,61,Male,North Dakota,1,40,Quarterly
699,55,Male,Iowa,1,40,Weekly
700,50,Male,Connecticut,1,5,Weekly
701,57,Male,Wisconsin,1,5,Monthly
702,51,Male,Idaho,1,5,Every 3 Months
703,18,Male,Montana,1,1,Weekly
704,63,Male,Connecticut,1,21,Weekly
705,34,Male,Idaho,1,18,Annually
706,25,Male,Arkansas,1,49,Quarterly
707,46,Male,Iowa,1,27,Weekly
708,59,Male,Louisiana,1,21,Annually
709,37,Male,Kentucky,1,19,Fortnightly
710,49,Male,Massachusetts,1,23,Monthly
711,22,Male,Virginia,1,26,Fortnightly
712,64,Male,New Hampshire,1,13,Bi-Weekly
713,42,Male,New Hampshire,1,36,Quarterly
714,37,Male,Oregon,1,39,Bi-Weekly
715,26,Male,South Dakota,1,40,Fortnightly
716,33,Male,Delaware,1,37,Quarterly
717,30,Male,Missouri,1,9,Bi-Weekly
718,21,Male,Alaska,1,7,Every 3 Months
719,22,Male,Florida,1,25,Annually
720,63,Male,Mississippi,1,42,Bi-Weekly
721,33,Male,New Mexico,1,19,Weekly
722,43,Male,California,1,41,Every 3 Months
723,27,Male,Wyoming,1,50,Bi-Weekly
724,35,Male,Missouri,1,43,Monthly
725,37,Male,New Hampshire,1,36,Every 3 Months
726,61,Male,Texas,1,33,Fortnightly
727,32,Male,North Dakota,1,20,Every 3 Months
728,62,Male,Arkansas,1,37,Every 3 Months
729,29,Male,Nebraska,1,12,Every 3 Months
730,41,Male,Minnesota,1,46,Every 3 Months
731,48,Male,Massachusetts,1,28,Fortnightly
732,43,Male,Arkansas,1,30,Fortnightly
733,34,Male,New Hampshire,1,28,Bi-Weekly
734,45,Male,Rhode Island,1,20,Bi-Weekly
735,65,Male,New Jersey,1,39,Every 3 Months
736,61,Male,Montana,1,48,Bi-Weekly
737,18,Male,Colorado,1,32,Every 3 Months
738,47,Male,Nebraska,1,28,Annually
739,56,Male,Minnesota,1,27,Quarterly
740,64,Male,Minnesota,1,26,Bi-Weekly
741,26,Male,South Dakota,1,22,Fortnightly
742,22,Male,West Virginia,1,23,Every 3 Months
743,64,Male,Nevada,1,21,Quarterly
744,21,Male,North Carolina,1,36,Weekly
745,67,Male,Illinois,1,42,Bi-Weekly
746,46,Male,Michigan,1,4,Monthly
747,40,Male,Michigan,1,47,Annually
748,51,Male,Oklahoma,1,13,Weekly
749,35,Male,South Dakota,1,8,Quarterly
750,56,Male,Oklahoma,1,11,Quarterly
751,25,Male,Maryland,1,5,Annually
752,65,Male,Ohio,1,1,Monthly
753,39,Male,Ohio,1,17,Every 3 Months
754,47,Male,Massachusetts,1,27,Quarterly
755,36,Male,North Carolina,1,3,Quarterly
756,66,Male,Florida,1,22,Weekly
757,62,Male,Montana,1,24,Fortnightly
758,41,Male,Minnesota,1,18,Quarterly
759,66,Male,Massachusetts,1,39,Every 3 Months
760,51,Male,Rhode Island,1,25,Fortnightly
761,33,Male,Minnesota,1,6,Annually
762,57,Male,Nevada,1,26,Weekly
763,45,Male,New Mexico,1,43,Fortnightly
764,61,Male,North Carolina,1,6,Monthly
765,55,Male,Virginia,1,6,Quarterly
766,54,Male,Alaska,1,13,Quarterly
767,57,Male,Nevada,1,13,Monthly
768,27,Male,Pennsylvania,1,11,Annually
769,64,Male,Illinois,1,45,Weekly
770,52,Male,Delaware,1,8,Monthly
771,19,Male,Vermont,1,8,Annually
772,22,Male,Hawaii,1,34,Fortnightly
773,18,Male,Illinois,1,40,Bi-Weekly
774,29,Male,California,1,14,Bi-Weekly
775,42,Male,Nevada,1,11,Quarterly
776,49,Male,Kentucky,1,8,Monthly
777,49,Male,Alabama,1,8,Every 3 Months
778,55,Male,Wyoming,1,37,Weekly
779,29,Male,Massachusetts,1,23,Annually
780,60,Male,Utah,1,38,Annually
781,34,Male,New York,1,38,Quarterly
782,30,Male,Vermont,1,12,Fortnightly
783,28,Male,Hawaii,1,15,Weekly
784,63,Male,Louisiana,1,38,Fortnightly
785,31,Male,Alabama,1,41,Every 3 Months
786,46,Male,Louisiana,1,37,Fortnightly
787,70,Male,Indiana,1,16,Every 3 Months
788,53,Male,Michigan,1,25,Weekly
789,50,Male,Rhode Island,1,18,Quarterly
790,33,Male,Idaho,1,4,Bi-Weekly
791,22,Male,Louisiana,1,12,Quarterly
792,50,Male,North Carolina,1,35,Fortnightly
793,34,Male,New Jersey,1,45,Weekly
794,24,Male,Alabama,1,16,Monthly
795,69,Male,Kentucky,1,10,Fortnightly
796,39,Male,New York,1,34,Annually
797,42,Male,Arizona,1,43,Annually
798,42,Male,Maryland,1,38,Weekly
799,29,Male,Alaska,1,48,Every 3 Months
800,55,Male,Nevada,1,31,Annually
801,32,Male,Utah,1,20,Every 3 Months
802,25,Male,New Mexico,1,12,Fortnightly
803,38,Male,Delaware,1,2,Weekly
804,32,Male,Connecticut,1,30,Every 3 Months
805,43,Male,Mississippi,1,28,Quarterly
806,41,Male,Connecticut,1,40,Monthly
807,56,Male,Florida,1,46,Quarterly
808,27,Male,New York,1,15,Weekly
809,46,Male,Wisconsin,1,38,Every 3 Months
810,48,Male,South Carolina,1,30,Bi-Weekly
811,52,Male,South Dakota,1,32,Bi-Weekly
812,18,Male,Illinois,1,36,Quarterly
813,64,Male,Alaska,1,32,Weekly
814,54,Male,Montana,1,14,Annually
815,31,Male,Minnesota,1,8,Monthly
816,30,Male,West Virginia,1,27,Bi-Weekly
817,26,Male,Illinois,1,24,Monthly
818,25,Male,Nevada,1,30,Fortnightly
819,59,Male,Idaho,1,34,Monthly
820,55,Male,Colorado,1,28,Quarterly
821,56,Male,Louisiana,1,27,Monthly
822,62,Male,Vermont,1,31,Bi-Weekly
823,35,Male,Mississippi,1,23,Annually
824,51,Male,Georgia,1,11,Quarterly
825,61,Male,Georgia,1,48,Quarterly
826,27,Male,Nebraska,1,17,Monthly
827,54,Male,Massachusetts,1,36,Weekly
828,31,Male,Colorado,1,33,Fortnightly
829,24,Male,Nevada,1,27,Bi-Weekly
830,42,Male,Idaho,1,14,Fortnightly
831,41,Male,Wyoming,1,5,Annually
832,66,Male,Washington,1,47,Every 3 Months
833,58,Male,California,1,28,Bi-Weekly
834,43,Male,Oklahoma,1,11,Annually
835,52,Male,Nevada,1,18,Weekly
836,35,Male,Maryland,1,21,Weekly
837,23,Male,West Virginia,1,22,Bi-Weekly
838,25,Male,Illinois,1,33,Every 3 Months
839,33,Male,Kentucky,1,49,Annually
840,48,Male,Illinois,1,10,Every 3 Months
841,42,Male,Alabama,1,18,Weekly
842,55,Male,Texas,1,28,Fortnightly
843,59,Male,Missouri,1,25,Weekly
844,65,Male,Pennsylvania,1,6,Weekly
845,59,Male,Missouri,1,44,Bi-Weekly
846,31,Male,Michigan,1,30,Monthly
847,49,Male,Kentucky,1,42,Quarterly
848,53,Male,New Jersey,1,30,Monthly
849,48,Male,Delaware,1,33,Bi-Weekly
850,23,Male,Missouri,1,24,Quarterly
851,68,Male,Connecticut,1,13,Monthly
852,35,Male,Massachusetts,1,19,Monthly
853,34,Male,Florida,1,23,Every 3 Months
854,62,Male,Delaware,1,35,Monthly
855,21,Male,California,1,22,Monthly
856,70,Male,Oregon,1,14,Quarterly
857,55,Male,Alaska,1,47,Fortnightly
858,43,Male,Missouri,1,50,Every 3 Months
859,19,Male,Oklahoma,1,33,Weekly
860,47,Male,Wisconsin,1,7,Monthly
861,26,Male,South Carolina,1,3,Monthly
862,46,Male,Virginia,1,35,Every 3 Months
863,19,Male,Arkansas,1,13,Fortnightly
864,49,Male,Vermont,1,42,Fortnightly
865,51,Male,Kentucky,1,5,Annually
866,64,Male,Colorado,1,23,Annually
867,67,Male,New Mexico,1,11,Bi-Weekly
868,37,Male,Colorado,1,23,Fortnightly
869,40,Male,North Carolina,1,2,Every 3 Months
870,38,Male,New Hampshire,1,33,Weekly
871,66,Male,West Virginia,1,6,Bi-Weekly
872,47,Male,Hawaii,1,45,Quarterly
873,56,Male,North Dakota,1,25,Quarterly
874,51,Male,Mississippi,1,24,Quarterly
875,25,Male,Maine,1,10,Every 3 Months
876,37,Male,North Dakota,1,7,Every 3 Months
877,41,Male,Nebraska,1,1,Weekly
878,64,Male,Nebraska,1,45,Every 3 Months
879,23,Male,Tennessee,1,37,Weekly
880,62,Male,Wyoming,1,14,Quarterly
881,39,Male,Nevada,1,25,Monthly
882,52,Male,South Carolina,1,18,Annually
883,50,Male,Virginia,1,37,Every 3 Months
884,28,Male,Pennsylvania,1,30,Monthly
885,67,Male,Hawaii,1,34,Weekly
886,41,Male,Ohio,1,49,Every 3 Months
887,19,Male,Utah,1,48,Monthly
888,70,Male,Minnesota,1,33,Fortnightly
889,49,Male,New Hampshire,1,44,Annually
890,59,Male,Arizona,1,50,Weekly
891,52,Male,New York,1,47,Monthly
892,20,Male,Pennsylvania,1,24,Every 3 Months
893,31,Male,New Mexico,1,43,Monthly
894,33,Male,Nebraska,1,14,Monthly
895,44,Male,Wyoming,1,3,Quarterly
896,40,Male,Mississippi,1,33,Quarterly
897,69,Male,Arkansas,1,38,Fortnightly
898,29,Male,Illinois,1,46,Weekly
899,54,Male,Nevada,1,19,Every 3 Months
900,65,Male,Rhode Island,1,20,Annually
901,54,Male,West Virginia,1,42,Quarterly
902,60,Male,Missouri,1,34,Monthly
903,43,Male,Kentucky,1,5,Monthly
904,44,Male,Washington,1,3,Quarterly
905,69,Male,Alaska,1,46,Every 3 Months
906,46,Male,Mississippi,1,16,Annually
907,41,Male,South Carolina,1,21,Bi-Weekly
908,32,Male,Missouri,1,34,Bi-Weekly
909,26,Male,New Jersey,1,9,Every 3 Months
910,61,Male,Louisiana,1,36,Weekly
911,49,Male,South Carolina,1,22,Monthly
912,53,Male,Vermont,1,2,Quarterly
913,24,Male,Arkansas,1,32,Monthly
914,37,Male,Utah,1,29,Every 3 Months
915,43,Male,Washington,1,27,Every 3 Months
916,31,Male,Rhode Island,1,33,Fortnightly
917,49,Male,Illinois,1,16,Monthly
918,69,Male,Missouri,1,11,Quarterly
919,65,Male,North Carolina,1,11,Fortnightly
920,41,Male,Massachusetts,1,17,Bi-Weekly
921,37,Male,Arkansas,1,37,Weekly
922,70,Male,South Dakota,1,18,Weekly
923,63,Male,Georgia,1,13,Monthly
924,55,Male,Arkansas,1,7,Weekly
925,52,Male,Kansas,1,37,Quarterly
926,22,Male,Arizona,1,8,Monthly
927,54,Male,Massachusetts,1,11,Bi-Weekly
928,28,Male,New Mexico,1,8,Bi-Weekly
929,67,Male,Arkansas,1,31,Every 3 Months
930,59,Male,Nebraska,1,26,Fortnightly
931,26,Male,Hawaii,1,20,Bi-Weekly
932,24,Male,Nebraska,1,24,Fortnightly
933,62,Male,Indiana,1,45,Bi-Weekly
934,70,Male,Colorado,1,33,Monthly
935,45,Male,Oregon,1,21,Monthly
936,58,Male,Ohio,1,2,Fortnightly
937,31,Male,Maine,1,28,Weekly
938,32,Male,Iowa,1,18,Quarterly
939,36,Male,Wisconsin,1,21,Fortnightly
940,25,Male,New York,1,24,Monthly
941,48,Male,Colorado,1,15,Every 3 Months
942,39,Male,Illinois,1,38,Every 3 Months
943,26,Male,Arizona,1,38,Bi-Weekly
944,32,Male,Oklahoma,1,13,Fortnightly
945,54,Male,Indiana,1,39,Bi-Weekly
946,38,Male,Minnesota,1,8,Every 3 Months
947,46,Male,Pennsylvania,1,4,Quarterly
948,57,Male,Indiana,1,6,Every 3 Months
949,49,Male,Alabama,1,11,Every 3 Months
950,33,Male,Montana,1,49,Monthly
951,54,Male,New Mexico,1,30,Quarterly
952,47,Male,Alaska,1,34,Monthly
953,36,Male,Idaho,1,28,Monthly
954,68,Male,Utah,1,36,Quarterly
955,60,Male,Louisiana,1,18,Every 3 Months
956,55,Male,Mississippi,1,4,Monthly
957,29,Male,Mississippi,1,42,Quarterly
958,38,Male,Indiana,1,11,Quarterly
959,70,Male,Washington,1,31,Bi-Weekly
960,36,Male,Nevada,1,12,Fortnightly
961,18,Male,Louisiana,1,20,Quarterly
962,62,Male,Pennsylvania,1,37,Quarterly
963,29,Male,Michigan,1,26,Fortnightly
964,21,Male,South Carolina,1,14,Weekly
965,42,Male,Arizona,1,12,Bi-Weekly
966,43,Male,Delaware,1,10,Annually
967,58,Male,Kentucky,1,19,Annually
968,27,Male,Georgia,1,4,Weekly
969,57,Male,North Carolina,1,48,Quarterly
970,40,Male,California,1,37,Monthly
971,45,Male,California,1,4,Monthly
972,47,Male,Indiana,1,15,Weekly
973,61,Male,Colorado,1,33,Weekly
974,60,Male,Colorado,1,30,Quarterly
975,69,Male,North Carolina,1,23,Monthly
976,58,Male,Washington,1,2,Weekly
977,34,Male,Florida,1,50,Every 3 Months
978,20,Male,Washington,1,34,Bi-Weekly
979,56,Male,Colorado,1,33,Weekly
980,64,Male,New Hampshire,1,34,Monthly
981,56,Male,Maryland,1,39,Every 3 Months
982,27,Male,Maryland,1,47,Quarterly
983,35,Male,Texas,1,37,Monthly
984,24,Male,New Mexico,1,40,Bi-Weekly
985,26,Male,Utah,1,8,Bi-Weekly
986,32,Male,West Virginia,1,12,Annually
987,54,Male,Connecticut,1,36,Monthly
988,62,Male,West Virginia,1,48,Weekly
989,50,Male,Ohio,1,47,Fortnightly
990,70,Male,Texas,1,2,Monthly
991,48,Male,Washington,1,24,Weekly
992,20,Male,Wisconsin,1,40,Bi-Weekly
993,46,Male,Louisiana,1,50,Weekly
994,51,Male,Iowa,1,25,Weekly
995,53,Male,New York,1,20,Monthly
996,44,Male,Idaho,1,10,Weekly
997,29,Male,Delaware,1,32,Quarterly
998,64,Male,Kentucky,1,31,Fortnightly
999,51,Male,Connecticut,1,48,Bi-Weekly
1000,50,Male,New Mexico,1,23,Monthly
1001,43,Male,Georgia,1,1,Bi-Weekly
1002,61,Male,Washington,1,4,Fortnightly
1003,55,Male,North Dakota,1,3,Bi-Weekly
1004,56,Male,Ohio,1,3,Bi-Weekly
1005,33,Male,Tennessee,1,44,Annually
1006,43,Male,New York,1,5,Bi-Weekly
1007,21,Male,Michigan,1,50,Quarterly
1008,58,Male,Georgia,1,2,Annually
1009,41,Male,New Mexico,1,29,Annually
1010,39,Male,Louisiana,1,11,Annually
1011,54,Male,South Dakota,1,37,Fortnightly
1012,43,Male,Montana,1,32,Fortnightly
1013,28,Male,New Mexico,1,27,Annually
1014,59,Male,South Carolina,1,31,Bi-Weekly
1015,28,Male,Ohio,1,36,Fortnightly
1016,68,Male,North Carolina,1,34,Weekly
1017,20,Male,Idaho,1,15,Every 3 Months
1018,21,Male,Oklahoma,1,14,Annually
1019,50,Male,Georgia,1,46,Weekly
1020,32,Male,Kentucky,1,33,Bi-Weekly
1021,24,Male,Delaware,1,41,Annually
1022,55,Male,Massachusetts,1,39,Weekly
1023,61,Male,Nebraska,1,7,Annually
1024,61,Male,Maine,1,29,Every 3 Months
1025,28,Male,Pennsylvania,1,18,Quarterly
1026,60,Male,Nebraska,1,15,Annually
1027,49,Male,Virginia,1,39,Bi-Weekly
1028,33,Male,Ohio,1,11,Monthly
1029,45,Male,Nebraska,1,4,Fortnightly
1030,29,Male,Ohio,1,33,Bi-Weekly
1031,58,Male,Kentucky,1,37,Quarterly
1032,22,Male,Tennessee,1,32,Quarterly
1033,55,Male,Maine,1,44,Quarterly
1034,19,Male,Montana,1,41,Quarterly
1035,68,Male,Maryland,1,44,Weekly
1036,61,Male,Georgia,1,32,Annually
1037,68,Male,Hawaii,1,13,Monthly
1038,52,Male,Rhode Island,1,48,Quarterly
1039,41,Male,Nebraska,1,3,Weekly
1040,29,Male,Michigan,1,39,Monthly
1041,68,Male,North Carolina,1,7,Fortnightly
1042,36,Male,Minnesota,1,11,Fortnightly
1043,55,Male,Maryland,1,47,Weekly
1044,28,Male,Hawaii,1,28,Fortnightly
1045,39,Male,Oregon,1,17,Every 3 Months
1046,54,Male,New Mexico,1,11,Bi-Weekly
1047,40,Male,Illinois,1,12,Annually
1048,31,Male,Utah,1,7,Fortnightly
1049,30,Male,Maine,1,19,Fortnightly
1050,45,Male,Virginia,1,24,Quarterly
1051,48,Male,Florida,1,19,Monthly
1052,45,Male,Ohio,1,39,Annually
1053,60,Male,Virginia,1,1,Fortnightly
1054,59,Male,Kansas,0,10,Bi-Weekly
1055,18,Male,Arkansas,0,48,Quarterly
1056,70,Male,Massachusetts,0,24,Annually
1057,20,Male,Idaho,0,42,Fortnightly
1058,65,Male,Wisconsin,0,20,Weekly
1059,29,Male,New Mexico,0,49,Every 3 Months
1060,22,Male,North Carolina,0,25,Monthly
1061,27,Male,Iowa,0,21,Every 3 Months
1062,36,Male,Idaho,0,12,Every 3 Months
1063,59,Male,Ohio,0,21,Every 3 Months
1064,62,Male,Alabama,0,35,Monthly
1065,34,Male,Wyoming,0,42,Every 3 Months
1066,59,Male,Alabama,0,3,Every 3 Months
1067,49,Male,Mississippi,0,11,Bi-Weekly
1068,18,Male,Pennsylvania,0,22,Quarterly
1069,55,Male,Wyoming,0,47,Weekly
1070,38,Male,Maryland,0,33,Every 3 Months
1071,50,Male,North Carolina,0,50,Weekly
1072,61,Male,Pennsylvania,0,46,Monthly
1073,48,Male,Idaho,0,34,Fortnightly
1074,22,Male,California,0,33,Monthly
1075,48,Male,Tennessee,0,45,Fortnightly
1076,57,Male,Missouri,0,32,Bi-Weekly
1077,33,Male,North Dakota,0,47,Bi-Weekly
1078,58,Male,West Virginia,0,5,Quarterly
1079,37,Male,Arizona,0,49,Fortnightly
1080,18,Male,Oklahoma,0,48,Monthly
1081,65,Male,Pennsylvania,0,22,Every 3 Months
1082,62,Male,Idaho,0,45,Annually
1083,54,Male,South Carolina,0,30,Quarterly
1084,35,Male,Washington,0,43,Weekly
1085,34,Male,Arkansas,0,48,Quarterly
1086,25,Male,Utah,0,23,Fortnightly
1087,53,Male,Alaska,0,27,Bi-Weekly
1088,45,Male,West Virginia,0,7,Monthly
1089,49,Male,Louisiana,0,2,Weekly
1090,40,Male,Arizona,0,33,Bi-Weekly
1091,38,Male,Connecticut,0,27,Fortnightly
1092,44,Male,North Carolina,0,6,Fortnightly
1093,68,Male,South Dakota,0,20,Quarterly
1094,60,Male,Delaware,0,46,Every 3 Months
1095,25,Male,Connecticut,0,25,Quarterly
1096,19,Male,Tennessee,0,30,Quarterly
1097,57,Male,New Hampshire,0,48,Annually
1098,58,Male,Vermont,0,47,Weekly
1099,49,Male,Idaho,0,27,Weekly
1100,19,Male,North Carolina,0,45,Fortnightly
1101,50,Male,Nevada,0,2,Weekly
1102,30,Male,Delaware,0,39,Fortnightly
1103,52,Male,Texas,0,24,Fortnightly
1104,35,Male,Tennessee,0,8,Bi-Weekly
1105,35,Male,Delaware,0,8,Quarterly
1106,33,Male,Massachusetts,0,6,Every 3 Months
1107,52,Male,Minnesota,0,12,Fortnightly
1108,69,Male,Texas,0,26,Weekly
1109,27,Male,Nebraska,0,50,Fortnightly
1110,66,Male,Oklahoma,0,2,Weekly
1111,28,Male,Texas,0,31,Bi-Weekly
1112,22,Male,New York,0,4,Bi-Weekly
1113,69,Male,Washington,0,32,Quarterly
1114,28,Male,Maryland,0,11,Bi-Weekly
1115,55,Male,New Hampshire,0,47,Every 3 Months
1116,30,Male,New York,0,37,Weekly
1117,67,Male,Hawaii,0,39,Fortnightly
1118,25,Male,California,0,24,Monthly
1119,49,Male,Indiana,0,11,Every 3 Months
1120,34,Male,Louisiana,0,36,Weekly
1121,22,Male,Pennsylvania,0,40,Monthly
1122,63,Male,Florida,0,25,Quarterly
1123,70,Male,North Carolina,0,12,Annually
1124,36,Male,Massachusetts,0,38,Monthly
1125,42,Male,Iowa,0,40,Quarterly
1126,27,Male,North Dakota,0,10,Weekly
1127,23,Male,Iowa,0,47,Fortnightly
1128,50,Male,Delaware,0,22,Monthly
1129,56,Male,New York,0,35,Monthly
1130,37,Male,New Hampshire,0,46,Fortnightly
1131,67,Male,Kentucky,0,30,Bi-Weekly
1132,67,Male,Illinois,0,20,Monthly
1133,50,Male,North Carolina,0,25,Fortnightly
1134,36,Male,Connecticut,0,29,Weekly
1135,62,Male,Wisconsin,0,2,Every 3 Months
1136,65,Male,Massachusetts,0,32,Quarterly
1137,23,Male,Illinois,0,37,Monthly
1138,46,Male,New Mexico,0,16,Every 3 Months
1139,18,Male,Iowa,0,32,Fortnightly
1140,58,Male,Alabama,0,42,Bi-Weekly
1141,31,Male,Maryland,0,6,Every 3 Months
1142,39,Male,Ohio,0,23,Fortnightly
1143,69,Male,Ohio,0,27,Bi-Weekly
1144,68,Male,Nevada,0,43,Quarterly
1145,41,Male,South Carolina,0,25,Fortnightly
1146,31,Male,Nevada,0,30,Every 3 Months
1147,48,Male,Wisconsin,0,7,Every 3 Months
1148,59,Male,Tennessee,0,17,Annually
1149,34,Male,Florida,0,10,Fortnightly
1150,21,Male,Georgia,0,40,Annually
1151,29,Male,Kentucky,0,50,Bi-Weekly
1152,41,Male,Ohio,0,24,Weekly
1153,62,Male,Connecticut,0,8,Every 3 Months
1154,27,Male,Idaho,0,6,Quarterly
1155,49,Male,Georgia,0,44,Bi-Weekly
1156,67,Male,Tennessee,0,47,Quarterly
1157,20,Male,Hawaii,0,6,Every 3 Months
1158,37,Male,Maryland,0,11,Quarterly
1159,69,Male,Nevada,0,41,Annually
1160,66,Male,New Hampshire,0,46,Every 3 Months
1161,37,Male,North Dakota,0,9,Bi-Weekly
1162,63,Male,Oklahoma,0,37,Monthly
1163,47,Male,North Carolina,0,13,Weekly
1164,26,Male,Tennessee,0,24,Monthly
1165,68,Male,Montana,0,47,Quarterly
1166,51,Male,Wisconsin,0,21,Every 3 Months
1167,48,Male,Connecticut,0,22,Fortnightly
1168,60,Male,New Jersey,0,16,Quarterly
1169,68,Male,Mississippi,0,37,Fortnightly
1170,25,Male,Wyoming,0,3,Annually
1171,57,Male,Illinois,0,33,Bi-Weekly
1172,41,Male,Louisiana,0,15,Annually
1173,59,Male,Oregon,0,42,Bi-Weekly
1174,44,Male,South Dakota,0,42,Bi-Weekly
1175,42,Male,Michigan,0,19,Bi-Weekly
1176,35,Male,New Jersey,0,26,Quarterly
1177,36,Male,Oregon,0,39,Quarterly
1178,54,Male,Iowa,0,24,Monthly
1179,37,Male,South Carolina,0,23,Annually
1180,20,Male,Indiana,0,44,Annually
1181,23,Male,Oregon,0,34,Monthly
1182,61,Male,New York,0,43,Quarterly
1183,37,Male,New Mexico,0,45,Quarterly
1184,23,Male,Louisiana,0,4,Weekly
1185,63,Male,South Carolina,0,19,Annually
1186,47,Male,Maine,0,29,Monthly
1187,63,Male,Indiana,0,27,Annually
1188,56,Male,Iowa,0,37,Every 3 Months
1189,68,Male,Mississippi,0,11,Weekly
1190,64,Male,Arkansas,0,28,Annually
1191,62,Male,South Carolina,0,31,Weekly
1192,34,Male,Indiana,0,50,Quarterly
1193,49,Male,Florida,0,42,Quarterly
1194,40,Male,Alaska,0,18,Fortnightly
1195,50,Male,New York,0,6,Fortnightly
1196,25,Male,Texas,0,33,Monthly
1197,30,Male,North Dakota,0,13,Bi-Weekly
1198,54,Male,Vermont,0,26,Annually
1199,40,Male,New Jersey,0,17,Annually
1200,49,Male,Maryland,0,3,Weekly
1201,27,Male,Connecticut,0,7,Weekly
1202,27,Male,Illinois,0,46,Fortnightly
1203,48,Male,Maryland,0,14,Every 3 Months
1204,40,Male,Minnesota,0,23,Annually
1205,67,Male,Florida,0,20,Every 3 Months
1206,52,Male,California,0,38,Fortnightly
1207,22,Male,Mississippi,0,16,Every 3 Months
1208,62,Male,Washington,0,48,Every 3 Months
1209,20,Male,Wisconsin,0,8,Annually
1210,41,Male,Pennsylvania,0,16,Monthly
1211,34,Male,Missouri,0,5,Quarterly
1212,23,Male,Oklahoma,0,14,Every 3 Months
1213,32,Male,Pennsylvania,0,18,Weekly
1214,68,Male,Kentucky,0,14,Every 3 Months
1215,30,Male,Vermont,0,5,Every 3 Months
1216,66,Male,Oregon,0,15,Every 3 Months
1217,62,Male,Utah,0,3,Every 3 Months
1218,50,Male,Nebraska,0,12,Every 3 Months
1219,55,Male,Pennsylvania,0,43,Every 3 Months
1220,19,Male,Vermont,0,35,Bi-Weekly
